Freq.	V(v01)
Step Information: Run=1  (Run: 1/100)
8.07460441178074e+003	(-8.64982760844903e-001dB,1.53493029153584e+002°)
8.26268611001449e+003	(-9.16543510217251e-001dB,1.52388895868893e+002°)
8.45514879379335e+003	(-9.74885610110991e-001dB,1.51208883481987e+002°)
8.65209450937981e+003	(-1.04113710361893e+000dB,1.49945299892195e+002°)
8.85362767999915e+003	(-1.11665270337579e+000dB,1.48589499059598e+002°)
9.05985516120604e+003	(-1.20306677049442e+000dB,1.47131759591299e+002°)
9.27088629754076e+003	(-1.30236023745926e+000dB,1.45561153403574e+002°)
9.48683298050513e+003	(-1.41694549044012e+000dB,1.43865407126160e+002°)
9.70780970788884e+003	(-1.54977446607270e+000dB,1.42030761091673e+002°)
9.93393364447772e+003	(-1.70447687299640e+000dB,1.40041833758160e+002°)
1.01653246841761e+004	(-1.88553769022393e+000dB,1.37881503252231e+002°)
1.04021055135759e+004	(-2.09852620283913e+000dB,1.35530822017120e+002°)
1.06444016770073e+004	(-2.35039330808972e+000dB,1.32968984020799e+002°)
1.08923416431030e+004	(-2.64986061272455e+000dB,1.30173363375855e+002°)
1.11460568729152e+004	(-3.00793587037110e+000dB,1.27119631241250e+002°)
1.14056818896168e+004	(-3.43860862942976e+000dB,1.23781919013479e+002°)
1.16713543498284e+004	(-3.95981635223460e+000dB,1.20132897871205e+002°)
1.19432151166049e+004	(-4.59484418403627e+000dB,1.16143419899698e+002°)
1.22214083341234e+004	(-5.37447548125764e+000dB,1.11780863097181e+002°)
1.25060815041100e+004	(-6.34055174857384e+000dB,1.07004167288700e+002°)
1.27973855640478e+004	(-7.55240453110363e+000dB,1.01750671497724e+002°)
1.30954749672050e+004	(-9.09967419371612e+000dB,9.59016648725050e+001°)
1.34005077645289e+004	(-1.11309093545250e+001dB,8.91853950003694e+001°)
1.37126456884462e+004	(-1.39269841308437e+001dB,8.08521225688122e+001°)
1.40320542386159e+004	(-1.81248107927465e+001dB,6.81684214236693e+001°)
1.43589027696791e+004	(-2.51751651185800e+001dB,3.40866879322892e+001°)
1.46933645810534e+004	(-2.45382402756430e+001dB,-5.85440666706016e+001°)
1.50356170088181e+004	(-1.79874512231259e+001dB,-8.83292213091804e+001°)
1.53858415197409e+004	(-1.41562397748820e+001dB,-9.99203863119328e+001°)
1.57442238074931e+004	(-1.16235041537456e+001dB,-1.07432324727171e+002°)
1.61109538911075e+004	(-9.79783254443357e+000dB,-1.13302540950243e+002°)
1.64862262157287e+004	(-8.41367196058249e+000dB,-1.18254564120595e+002°)
1.68702397557104e+004	(-7.32976494481493e+000dB,-1.22580974518689e+002°)
1.72631981201147e+004	(-6.46159999003571e+000dB,-1.26428580461665e+002°)
1.76653096606676e+004	(-5.75435723925823e+000dB,-1.29884798518951e+002°)
1.80767875822307e+004	(-5.17039945580893e+000dB,-1.33009185368610e+002°)
1.84978500558444e+004	(-4.68281041589221e+000dB,-1.35846466612105e+002°)
1.89287203344058e+004	(-4.27175283869134e+000dB,-1.38432448557863e+002°)
1.93696268710396e+004	(-3.92226800467103e+000dB,-1.40796937361929e+002°)
1.98208034402278e+004	(-3.62287098897550e+000dB,-1.42965315456233e+002°)
2.02824892617594e+004	(-3.36461383218700e+000dB,-1.44959481806609e+002°)
2.07549291275680e+004	(-3.14043888032085e+000dB,-1.46798473281289e+002°)
2.12383735315241e+004	(-2.94472006322837e+000dB,-1.48498914793051e+002°)
2.17330788022496e+004	(-2.77293029256286e+000dB,-1.50075369198589e+002°)
2.22393072390275e+004	(-2.62139596659066e+000dB,-1.51540622403227e+002°)
2.27573272508755e+004	(-2.48711306363263e+000dB,-1.52905922351008e+002°)
2.32874134988607e+004	(-2.36760762817446e+000dB,-1.54181182533285e+002°)
2.38298470417284e+004	(-2.26082877233605e+000dB,-1.55375156697634e+002°)
2.43849154849229e+004	(-2.16506581903567e+000dB,-1.56495589421077e+002°)
2.49529131330801e+004	(-2.07888358098783e+000dB,-1.57549346109386e+002°)
2.55341411460712e+004	(-2.00107140471451e+000dB,-1.58542525318370e+002°)
2.61289076986823e+004	(-1.93060275854046e+000dB,-1.59480555839469e+002°)
2.67375281440123e+004	(-1.86660296473093e+000dB,-1.60368280647045e+002°)
2.73603251806772e+004	(-1.80832327030038e+000dB,-1.61210029521391e+002°)
2.79976290239096e+004	(-1.75511988625057e+000dB,-1.62009681918641e+002°)
2.86497775806430e+004	(-1.70643694698542e+000dB,-1.62770721446542e+002°)
2.93171166286742e+004	(-1.66179258205571e+000dB,-1.63496283119004e+002°)
2.99999999999999e+004	(-1.62076747339423e+000dB,-1.64189194399210e+002°)
3.06987897684225e+004	(-1.58299540851630e+000dB,-1.64852010898929e+002°)
3.14138564415269e+004	(-1.54815544508763e+000dB,-1.65487047478221e+002°)
3.21455791571281e+004	(-1.51596538295481e+000dB,-1.66096405383172e+002°)
3.28943458842954e+004	(-1.48617630219179e+000dB,-1.66681995967553e+002°)
3.36605536290588e+004	(-1.45856797433397e+000dB,-1.67245561465683e+002°)
3.44446086449064e+004	(-1.43294499203471e+000dB,-1.67788693216487e+002°)
3.52469266481858e+004	(-1.40913349233587e+000dB,-1.68312847681322e+002°)
3.60679330385222e+004	(-1.38697837243997e+000dB,-1.68819360549124e+002°)
3.69080631243713e+004	(-1.36634091570869e+000dB,-1.69309459180694e+002°)
3.77677623538249e+004	(-1.34709676065799e+000dB,-1.69784273608370e+002°)
3.86474865507939e+004	(-1.32913415778659e+000dB,-1.70244846276987e+002°)
3.95477021566921e+004	(-1.31235246880168e+000dB,-1.70692140686207e+002°)
4.04688864777495e+004	(-1.29666087067263e+000dB,-1.71127049072228e+002°)
4.14115279380864e+004	(-1.28197723333581e+000dB,-1.71550399248058e+002°)
4.23761263386825e+004	(-1.26822714508697e+000dB,-1.71962960705445e+002°)
4.33631931223777e+004	(-1.25534306396540e+000dB,-1.72365450067772e+002°)
4.43732516450461e+004	(-1.24326357693954e+000dB,-1.72758535971434e+002°)
4.54068374530861e+004	(-1.23193275159659e+000dB,-1.73142843443061e+002°)
4.64644985673743e+004	(-1.22129956742842e+000dB,-1.73518957831267e+002°)
4.75467957738332e+004	(-1.21131741579354e+000dB,-1.73887428344102e+002°)
4.86543029207677e+004	(-1.20194365928645e+000dB,-1.74248771236915e+002°)
4.97876072231266e+004	(-1.19313924262867e+000dB,-1.74603472689785e+002°)
5.09473095738521e+004	(-1.18486834835095e+000dB,-1.74951991408816e+002°)
5.21340248624810e+004	(-1.17709809151024e+000dB,-1.75294760981438e+002°)
5.33483823011675e+004	(-1.16979824850299e+000dB,-1.75632192012238e+002°)
5.45910257582993e+004	(-1.16294101572973e+000dB,-1.75964674062657e+002°)
5.58626140998858e+004	(-1.15650079445172e+000dB,-1.76292577415184e+002°)
5.71638215388972e+004	(-1.15045399867928e+000dB,-1.76616254680266e+002°)
5.84953379927411e+004	(-1.14477888335568e+000dB,-1.76936042262066e+002°)
5.98578694490661e+004	(-1.13945539046221e+000dB,-1.77252261697382e+002°)
6.12521383400856e+004	(-1.13446501098105e+000dB,-1.77565220880415e+002°)
6.26788839256209e+004	(-1.12979066091775e+000dB,-1.77875215184708e+002°)
6.41388626850667e+004	(-1.12541656981350e+000dB,-1.78182528492307e+002°)
6.56328487184863e+004	(-1.12132818037535e+000dB,-1.78487434139113e+002°)
6.71616341570499e+004	(-1.11751205802164e+000dB,-1.78790195784463e+002°)
6.87260295830329e+004	(-1.11395580928750e+000dB,-1.79091068212094e+002°)
7.03268644595973e+004	(-1.11064800816255e+000dB,-1.79390298068916e+002°)
7.19649875705844e+004	(-1.10757812954421e+000dB,-1.79688124547361e+002°)
7.36412674705506e+004	(-1.10473648908647e+000dB,-1.79984780016460e+002°)
7.53565929452870e+004	(-1.10211418880713e+000dB,1.79719509393677e+002°)
7.71118734830655e+004	(-1.09970306789159e+000dB,1.79424523249825e+002°)
7.89080397568611e+004	(-1.09749565819476e+000dB,1.79130046312258e+002°)
8.07460441178071e+004	(-1.09548514399865e+000dB,1.78835868066633e+002°)
8.26268611001446e+004	(-1.09366532563402e+000dB,1.78541782288057e+002°)
8.45514879379332e+004	(-1.09203058661690e+000dB,1.78247586634583e+002°)
8.65209450937978e+004	(-1.09057586399011e+000dB,1.77953082267607e+002°)
8.85362767999911e+004	(-1.08929662159320e+000dB,1.77658073496912e+002°)
9.05985516120600e+004	(-1.08818882601489e+000dB,1.77362367448283e+002°)
9.27088629754072e+004	(-1.08724892500817e+000dB,1.77065773751846e+002°)
9.48683298050509e+004	(-1.08647382817190e+000dB,1.76768104249423e+002°)
9.70780970788880e+004	(-1.08586088972466e+000dB,1.76469172719376e+002°)
9.93393364447768e+004	(-1.08540789321299e+000dB,1.76168794617542e+002°)
1.00000000000000e+005	(-1.08530687117758e+000dB,1.76082029339081e+002°)
Step Information: Run=56  (Run: 56/100)
3.00000000000000e+003	(-3.88948891356420e-002dB,1.74466623136224e+002°)
3.06987897684226e+003	(-3.97729199323535e-002dB,1.74329751054492e+002°)
3.14138564415270e+003	(-4.07009088742157e-002dB,1.74189096411276e+002°)
3.21455791571282e+003	(-4.16821085989297e-002dB,1.74044525629459e+002°)
3.28943458842955e+003	(-4.27200228140251e-002dB,1.73895898389982e+002°)
3.36605536290589e+003	(-4.38184293516913e-002dB,1.73743067165800e+002°)
3.44446086449065e+003	(-4.49814056884206e-002dB,1.73585876716253e+002°)
3.52469266481859e+003	(-4.62133572290311e-002dB,1.73424163538007e+002°)
3.60679330385224e+003	(-4.75190486951672e-002dB,1.73257755268209e+002°)
3.69080631243714e+003	(-4.89036390063947e-002dB,1.73086470035073e+002°)
3.77677623538250e+003	(-5.03727200945599e-002dB,1.72910115750502e+002°)
3.86474865507940e+003	(-5.19323601562022e-002dB,1.72728489338795e+002°)
3.95477021566922e+003	(-5.35891519193161e-002dB,1.72541375894712e+002°)
4.04688864777496e+003	(-5.53502665854335e-002dB,1.72348547763449e+002°)
4.14115279380865e+003	(-5.72235142050478e-002dB,1.72149763534088e+002°)
4.23761263386826e+003	(-5.92174113586766e-002dB,1.71944766937147e+002°)
4.33631931223778e+003	(-6.13412571490945e-002dB,1.71733285635601e+002°)
4.43732516450462e+003	(-6.36052186637523e-002dB,1.71515029897490e+002°)
4.54068374530862e+003	(-6.60204272511810e-002dB,1.71289691136653e+002°)
4.64644985673744e+003	(-6.85990871665311e-002dB,1.71056940306422e+002°)
4.75467957738334e+003	(-7.13545983949390e-002dB,1.70816426129116e+002°)
4.86543029207679e+003	(-7.43016957577829e-002dB,1.70567773141886e+002°)
4.97876072231268e+003	(-7.74566067597155e-002dB,1.70310579536857e+002°)
5.09473095738523e+003	(-8.08372310500213e-002dB,1.70044414770488e+002°)
5.21340248624812e+003	(-8.44633448710907e-002dB,1.69768816913609e+002°)
5.33483823011676e+003	(-8.83568344556538e-002dB,1.69483289709586e+002°)
5.45910257582995e+003	(-9.25419630454807e-002dB,1.69187299303420e+002°)
5.58626140998860e+003	(-9.70456770515401e-002dB,1.68880270599241e+002°)
5.71638215388974e+003	(-1.01897957898186e-001dB,1.68561583197430e+002°)
5.84953379927413e+003	(-1.07132227326245e-001dB,1.68230566855353e+002°)
5.98578694490663e+003	(-1.12785815420394e-001dB,1.67886496407328e+002°)
6.12521383400858e+003	(-1.18900502438407e-001dB,1.67528586069608e+002°)
6.26788839256211e+003	(-1.25523147722907e-001dB,1.67155983044780e+002°)
6.41388626850669e+003	(-1.32706421672535e-001dB,1.66767760326601e+002°)
6.56328487184865e+003	(-1.40509660052351e-001dB,1.66362908590748e+002°)
6.71616341570501e+003	(-1.48999863989650e-001dB,1.65940327038685e+002°)
6.87260295830331e+003	(-1.58252874021814e-001dB,1.65498813040530e+002°)
7.03268644595976e+003	(-1.68354752787583e-001dB,1.65037050397821e+002°)
7.19649875705846e+003	(-1.79403418696536e-001dB,1.64553596017838e+002°)
7.36412674705508e+003	(-1.91510582585330e-001dB,1.64046864756999e+002°)
7.53565929452873e+003	(-2.04804051501784e-001dB,1.63515112150934e+002°)
7.71118734830658e+003	(-2.19430479032687e-001dB,1.62956414702429e+002°)
7.89080397568614e+003	(-2.35558660908504e-001dB,1.62368647344609e+002°)
8.07460441178074e+003	(-2.53383499143966e-001dB,1.61749457634634e+002°)
8.26268611001449e+003	(-2.73130789250222e-001dB,1.61096236162233e+002°)
8.45514879379335e+003	(-2.95063025109672e-001dB,1.60406082577111e+002°)
8.65209450937981e+003	(-3.19486467629823e-001dB,1.59675766550152e+002°)
8.85362767999915e+003	(-3.46759789856478e-001dB,1.58901682886651e+002°)
9.05985516120604e+003	(-3.77304697599084e-001dB,1.58079799909233e+002°)
9.27088629754076e+003	(-4.11619037176230e-001dB,1.57205600130132e+002°)
9.48683298050513e+003	(-4.50293049188724e-001dB,1.56274012149144e+002°)
9.70780970788884e+003	(-4.94029620789681e-001dB,1.55279332664776e+002°)
9.93393364447772e+003	(-5.43669644290742e-001dB,1.54215137504729e+002°)
1.01653246841761e+004	(-6.00223928125821e-001dB,1.53074180720343e+002°)
1.04021055135759e+004	(-6.64913555655537e-001dB,1.51848281130059e+002°)
1.06444016770073e+004	(-7.39221186661140e-001dB,1.50528196366213e+002°)
1.08923416431030e+004	(-8.24956598246186e-001dB,1.49103485669639e+002°)
1.11460568729152e+004	(-9.24340838228455e-001dB,1.47562364673477e+002°)
1.14056818896168e+004	(-1.04011481448333e+000dB,1.45891558636551e+002°)
1.16713543498284e+004	(-1.17568010825806e+000dB,1.44076165611001e+002°)
1.19432151166049e+004	(-1.33528248219305e+000dB,1.42099548640277e+002°)
1.22214083341234e+004	(-1.52425226760118e+000dB,1.39943287249151e+002°)
1.25060815041100e+004	(-1.74932107760545e+000dB,1.37587234237471e+002°)
1.27973855640478e+004	(-2.01904203691062e+000dB,1.35009744852489e+002°)
1.30954749672050e+004	(-2.34435278560316e+000dB,1.32188171392179e+002°)
1.34005077645289e+004	(-2.73934079972966e+000dB,1.29099744070945e+002°)
1.37126456884462e+004	(-3.22230776340668e+000dB,1.25722980134144e+002°)
1.40320542386159e+004	(-3.81730394247248e+000dB,1.22039760639099e+002°)
1.43589027696791e+004	(-4.55646297743074e+000dB,1.18038159867378e+002°)
1.46933645810534e+004	(-5.48383327407062e+000dB,1.13715970123722e+002°)
1.50356170088181e+004	(-6.66230060656024e+000dB,1.09084608837948e+002°)
1.53858415197409e+004	(-8.18761241499172e+000dB,1.04172751358007e+002°)
1.57442238074931e+004	(-1.02209542042632e+001dB,9.90287514412750e+001°)
1.61109538911075e+004	(-1.30798462585634e+001dB,9.37211279829142e+001°)
1.64862262157287e+004	(-1.75806358695176e+001dB,8.83391753950196e+001°)
1.68702397557104e+004	(-2.76561799101236e+001dB,8.30463513480228e+001°)
1.72631981201147e+004	(-2.63810188068694e+001dB,-1.02538144974363e+002°)
1.76653096606676e+004	(-1.74620252536278e+001dB,-1.07582764918825e+002°)
1.80767875822307e+004	(-1.33584930512216e+001dB,-1.12455087020409e+002°)
1.84978500558444e+004	(-1.07672316738863e+001dB,-1.17053459996791e+002°)
1.89287203344058e+004	(-8.93761372927685e+000dB,-1.21344918442293e+002°)
1.93696268710396e+004	(-7.56963433155843e+000dB,-1.25318141192320e+002°)
1.98208034402278e+004	(-6.51039757010226e+000dB,-1.28976037113195e+002°)
2.02824892617594e+004	(-5.67029783147571e+000dB,-1.32331139390368e+002°)
2.07549291275680e+004	(-4.99193786218745e+000dB,-1.35401948511309e+002°)
2.12383735315241e+004	(-4.43629078559152e+000dB,-1.38210117146855e+002°)
2.17330788022496e+004	(-3.97569092580666e+000dB,-1.40778425159349e+002°)
2.22393072390275e+004	(-3.58992328821769e+000dB,-1.43129423955566e+002°)
2.27573272508755e+004	(-3.26387435429743e+000dB,-1.45284599339047e+002°)
2.32874134988607e+004	(-2.98603833980503e+000dB,-1.47263908840633e+002°)
2.38298470417284e+004	(-2.74752502194726e+000dB,-1.49085574132955e+002°)
2.43849154849229e+004	(-2.54137811135040e+000dB,-1.50766037851051e+002°)
2.49529131330801e+004	(-2.36209444175033e+000dB,-1.52320020024701e+002°)
2.55341411460712e+004	(-2.20527758894875e+000dB,-1.53760629955659e+002°)
2.61289076986823e+004	(-2.06738399539584e+000dB,-1.55099504645265e+002°)
2.67375281440123e+004	(-1.94553418485058e+000dB,-1.56346955634876e+002°)
2.73603251806772e+004	(-1.83737062199049e+000dB,-1.57512113419730e+002°)
2.79976290239096e+004	(-1.74094951528173e+000dB,-1.58603063395686e+002°)
2.86497775806430e+004	(-1.65465764675330e+000dB,-1.59626970361446e+002°)
2.93171166286742e+004	(-1.57714786770708e+000dB,-1.60590190491415e+002°)
2.99999999999999e+004	(-1.50728865933335e+000dB,-1.61498370816359e+002°)
3.06987897684225e+004	(-1.44412438993540e+000dB,-1.62356536874847e+002°)
3.14138564415269e+004	(-1.38684377647056e+000dB,-1.63169169511927e+002°)
3.21455791571281e+004	(-1.33475468849404e+000dB,-1.63940271923837e+002°)
3.28943458842954e+004	(-1.28726389126868e+000dB,-1.64673428056889e+002°)
3.36605536290588e+004	(-1.24386066189450e+000dB,-1.65371853415013e+002°)
3.44446086449064e+004	(-1.20410346228971e+000dB,-1.66038439244910e+002°)
3.52469266481858e+004	(-1.16760903979223e+000dB,-1.66675790969158e+002°)
3.60679330385222e+004	(-1.13404346701796e+000dB,-1.67286261637400e+002°)
3.69080631243713e+004	(-1.10311473954658e+000dB,-1.67871981069877e+002°)
3.77677623538249e+004	(-1.07456663172474e+000dB,-1.68434881279468e+002°)
3.86474865507939e+004	(-1.04817357373933e+000dB,-1.68976718679234e+002°)
3.95477021566921e+004	(-1.02373636176149e+000dB,-1.69499093512589e+002°)
4.04688864777495e+004	(-1.00107855083398e+000dB,-1.70003466882120e+002°)
4.14115279380864e+004	(-9.80043409820384e-001dB,-1.70491175700179e+002°)
4.23761263386825e+004	(-9.60491341067602e-001dB,-1.70963445838717e+002°)
4.33631931223777e+004	(-9.42297685889302e-001dB,-1.71421403716692e+002°)
4.43732516450461e+004	(-9.25350851650850e-001dB,-1.71866086529773e+002°)
4.54068374530861e+004	(-9.09550707956184e-001dB,-1.72298451298389e+002°)
4.64644985673743e+004	(-8.94807208839779e-001dB,-1.72719382885639e+002°)
4.75467957738332e+004	(-8.81039205447169e-001dB,-1.73129701115607e+002°)
4.86543029207677e+004	(-8.68173419819904e-001dB,-1.73530167104711e+002°)
4.97876072231266e+004	(-8.56143555385099e-001dB,-1.73921488903440e+002°)
5.09473095738521e+004	(-8.44889523818384e-001dB,-1.74304326532673e+002°)
5.21340248624810e+004	(-8.34356771278103e-001dB,-1.74679296487607e+002°)
5.33483823011675e+004	(-8.24495689746805e-001dB,-1.75046975772660e+002°)
5.45910257582993e+004	(-8.15261101475285e-001dB,-1.75407905522476e+002°)
5.58626140998858e+004	(-8.06611806393293e-001dB,-1.75762594257034e+002°)
5.71638215388972e+004	(-7.98510183904696e-001dB,-1.76111520812783e+002°)
5.84953379927411e+004	(-7.90921841777826e-001dB,-1.76455136986388e+002°)
5.98578694490661e+004	(-7.83815305924154e-001dB,-1.76793869923193e+002°)
6.12521383400856e+004	(-7.77161745764754e-001dB,-1.77128124278494e+002°)
6.26788839256209e+004	(-7.70934730646906e-001dB,-1.77458284176347e+002°)
6.41388626850667e+004	(-7.65110013415037e-001dB,-1.77784714987646e+002°)
6.56328487184863e+004	(-7.59665337785801e-001dB,-1.78107764946644e+002°)
6.71616341570499e+004	(-7.54580266636145e-001dB,-1.78427766622824e+002°)
6.87260295830329e+004	(-7.49836028706579e-001dB,-1.78745038263105e+002°)
7.03268644595973e+004	(-7.45415381555006e-001dB,-1.79059885017602e+002°)
7.19649875705844e+004	(-7.41302488882294e-001dB,-1.79372600060731e+002°)
7.36412674705506e+004	(-7.37482810594914e-001dB,-1.79683465618063e+002°)
7.53565929452870e+004	(-7.33943004180019e-001dB,-1.79992753908252e+002°)
7.71118734830655e+004	(-7.30670836148721e-001dB,1.79699271991716e+002°)
7.89080397568611e+004	(-7.27655102458791e-001dB,1.79392357350558e+002°)
8.07460441178071e+004	(-7.24885556963035e-001dB,1.79086255049414e+002°)
8.26268611001446e+004	(-7.22352847045730e-001dB,1.78780724905359e+002°)
8.45514879379332e+004	(-7.20048455710123e-001dB,1.78475533046425e+002°)
8.65209450937978e+004	(-7.17964649469402e-001dB,1.78170451333387e+002°)
8.85362767999911e+004	(-7.16094431468409e-001dB,1.77865256824062e+002°)
9.05985516120600e+004	(-7.14431499331034e-001dB,1.77559731276313e+002°)
9.27088629754072e+004	(-7.12970207286861e-001dB,1.77253660686288e+002°)
9.48683298050509e+004	(-7.11705532181762e-001dB,1.76946834858834e+002°)
9.70780970788880e+004	(-7.10633043021231e-001dB,1.76639047007263e+002°)
9.93393364447768e+004	(-7.09748873736286e-001dB,1.76330093379976e+002°)
1.00000000000000e+005	(-7.09528770012267e-001dB,1.76240908910092e+002°)
Step Information: Run=57  (Run: 57/100)
3.00000000000000e+003	(-5.11382005539282e-001dB,1.74875337178776e+002°)
3.06987897684226e+003	(-5.13647509904850e-001dB,1.74750263160655e+002°)
3.14138564415270e+003	(-5.16029632249765e-001dB,1.74621854931506e+002°)
3.21455791571282e+003	(-5.18534873324568e-001dB,1.74490003123131e+002°)
3.28943458842955e+003	(-5.21170145648637e-001dB,1.74354593349457e+002°)
3.36605536290589e+003	(-5.23942804418266e-001dB,1.74215505886947e+002°)
3.44446086449065e+003	(-5.26860681195510e-001dB,1.74072615329671e+002°)
3.52469266481859e+003	(-5.29932120672068e-001dB,1.73925790216694e+002°)
3.60679330385224e+003	(-5.33166020838069e-001dB,1.73774892629226e+002°)
3.69080631243714e+003	(-5.36571876926214e-001dB,1.73619777754684e+002°)
3.77677623538250e+003	(-5.40159829547338e-001dB,1.73460293414524e+002°)
3.86474865507940e+003	(-5.43940717487360e-001dB,1.73296279552371e+002°)
3.95477021566922e+003	(-5.47926135693361e-001dB,1.73127567678573e+002°)
4.04688864777496e+003	(-5.52128499048023e-001dB,1.72953980266906e+002°)
4.14115279380865e+003	(-5.56561112607217e-001dB,1.72775330098658e+002°)
4.23761263386826e+003	(-5.61238249068778e-001dB,1.72591419548797e+002°)
4.33631931223778e+003	(-5.66175234342136e-001dB,1.72402039808303e+002°)
4.43732516450462e+003	(-5.71388542209257e-001dB,1.72206970036086e+002°)
4.54068374530862e+003	(-5.76895899204915e-001dB,1.72005976433111e+002°)
4.64644985673744e+003	(-5.82716401005514e-001dB,1.71798811230498e+002°)
4.75467957738334e+003	(-5.88870641798614e-001dB,1.71585211582354e+002°)
4.86543029207679e+003	(-5.95380858323239e-001dB,1.71364898352996e+002°)
4.97876072231268e+003	(-6.02271090519778e-001dB,1.71137574786913e+002°)
5.09473095738523e+003	(-6.09567361022428e-001dB,1.70902925048387e+002°)
5.21340248624812e+003	(-6.17297876068291e-001dB,1.70660612616026e+002°)
5.33483823011676e+003	(-6.25493250799264e-001dB,1.70410278515567e+002°)
5.45910257582995e+003	(-6.34186762404217e-001dB,1.70151539372162e+002°)
5.58626140998860e+003	(-6.43414635105835e-001dB,1.69883985260851e+002°)
5.71638215388974e+003	(-6.53216361651969e-001dB,1.69607177331150e+002°)
5.84953379927413e+003	(-6.63635066751032e-001dB,1.69320645178373e+002°)
5.98578694490663e+003	(-6.74717918814425e-001dB,1.69023883930598e+002°)
6.12521383400858e+003	(-6.86516597470955e-001dB,1.68716351015893e+002°)
6.26788839256211e+003	(-6.99087825634158e-001dB,1.68397462569452e+002°)
6.41388626850669e+003	(-7.12493976480634e-001dB,1.68066589434580e+002°)
6.56328487184865e+003	(-7.26803767593343e-001dB,1.67723052704891e+002°)
6.71616341570501e+003	(-7.42093056811655e-001dB,1.67366118747440e+002°)
6.87260295830331e+003	(-7.58445757096264e-001dB,1.66994993637723e+002°)
7.03268644595976e+003	(-7.75954891078578e-001dB,1.66608816927263e+002°)
7.19649875705846e+003	(-7.94723810058012e-001dB,1.66206654652738e+002°)
7.36412674705508e+003	(-8.14867607219448e-001dB,1.65787491481913e+002°)
7.53565929452873e+003	(-8.36514760990385e-001dB,1.65350221875877e+002°)
7.71118734830658e+003	(-8.59809052035313e-001dB,1.64893640128812e+002°)
7.89080397568614e+003	(-8.84911806759670e-001dB,1.64416429125461e+002°)
8.07460441178074e+003	(-9.12004531847231e-001dB,1.63917147632195e+002°)
8.26268611001449e+003	(-9.41292018895059e-001dB,1.63394215909759e+002°)
8.45514879379335e+003	(-9.73006016436151e-001dB,1.62845899403997e+002°)
8.65209450937981e+003	(-1.00740958959825e+000dB,1.62270290234820e+002°)
8.85362767999915e+003	(-1.04480231669848e+000dB,1.61665286163255e+002°)
9.05985516120604e+003	(-1.08552650902724e+000dB,1.61028566671582e+002°)
9.27088629754076e+003	(-1.12997468732430e+000dB,1.60357565742964e+002°)
9.48683298050513e+003	(-1.17859860919422e+000dB,1.59649440875751e+002°)
9.70780970788884e+003	(-1.23192022025512e+000dB,1.58901037816264e+002°)
9.93393364447772e+003	(-1.29054500399201e+000dB,1.58108850446578e+002°)
1.01653246841761e+004	(-1.35517833905492e+000dB,1.57268975227749e+002°)
1.04021055135759e+004	(-1.42664564906263e+000dB,1.56377059585701e+002°)
1.06444016770073e+004	(-1.50591736407471e+000dB,1.55428243654916e+002°)
1.08923416431030e+004	(-1.59414002616490e+000dB,1.54417094892855e+002°)
1.11460568729152e+004	(-1.69267529436774e+000dB,1.53337535290082e+002°)
1.14056818896168e+004	(-1.80314918046874e+000dB,1.52182761295051e+002°)
1.16713543498284e+004	(-1.92751464078945e+000dB,1.50945157251567e+002°)
1.19432151166049e+004	(-2.06813175592907e+000dB,1.49616204266467e+002°)
1.22214083341234e+004	(-2.22787129625315e+000dB,1.48186388218318e+002°)
1.25060815041100e+004	(-2.41024972414682e+000dB,1.46645113432947e+002°)
1.27973855640478e+004	(-2.61960699325465e+000dB,1.44980632906012e+002°)
1.30954749672050e+004	(-2.86134348614616e+000dB,1.43180012615570e+002°)
1.34005077645289e+004	(-3.14224015612681e+000dB,1.41229157588966e+002°)
1.37126456884462e+004	(-3.47089835142348e+000dB,1.39112942726981e+002°)
1.40320542386159e+004	(-3.85835660406239e+000dB,1.36815514768043e+002°)
1.43589027696791e+004	(-4.31897827885739e+000dB,1.34320868163064e+002°)
1.46933645810534e+004	(-4.87177209252891e+000dB,1.31613857002264e+002°)
1.50356170088181e+004	(-5.54244240528080e+000dB,1.28681910818885e+002°)
1.53858415197409e+004	(-6.36675291528171e+000dB,1.25517936869886e+002°)
1.57442238074931e+004	(-7.39644926092648e+000dB,1.22125405963122e+002°)
1.61109538911075e+004	(-8.71067640284791e+000dB,1.18528085475449e+002°)
1.64862262157287e+004	(-1.04407529018799e+001dB,1.14791897504122e+002°)
1.68702397557104e+004	(-1.28334447857435e+001dB,1.11087812409881e+002°)
1.72631981201147e+004	(-1.64586163914221e+001dB,1.07954080164722e+002°)
1.76653096606676e+004	(-2.33090494998017e+001dB,1.08490450435915e+002°)
1.80767875822307e+004	(-3.32462041512952e+001dB,-1.18944162761816e+002°)
1.84978500558444e+004	(-1.95013990861999e+001dB,-9.78326444660763e+001°)
1.89287203344058e+004	(-1.43425795994214e+001dB,-1.00081805812252e+002°)
1.93696268710396e+004	(-1.12060663706498e+001dB,-1.04044686114762e+002°)
1.98208034402278e+004	(-9.01117601634546e+000dB,-1.08382322216868e+002°)
2.02824892617594e+004	(-7.37344060121039e+000dB,-1.12739219238735e+002°)
2.07549291275680e+004	(-6.10775834537812e+000dB,-1.16966108041706e+002°)
2.12383735315241e+004	(-5.10824251004614e+000dB,-1.20988177009356e+002°)
2.17330788022496e+004	(-4.30722681818323e+000dB,-1.24767964110970e+002°)
2.22393072390275e+004	(-3.65818891630449e+000dB,-1.28290345461088e+002°)
