Freq.	V(vo)/V(vm)
2.88403150312658e+003	(-3.29678875697460e+001dB,1.68692513084156e+002°)
2.95120922666635e+003	(-3.22581000800918e+001dB,1.68201117881224e+002°)
3.01995172040198e+003	(-3.15712425874220e+001dB,1.67715242715280e+002°)
3.09029543251356e+003	(-3.09048831713829e+001dB,1.67232463215272e+002°)
3.16227766016835e+003	(-3.02569314091293e+001dB,1.66750731485691e+002°)
3.23593656929625e+003	(-2.96255773945531e+001dB,1.66268289813221e+002°)
3.31131121482588e+003	(-2.90092437957557e+001dB,1.65783605891034e+002°)
3.38844156139199e+003	(-2.84065477512812e+001dB,1.65295323473848e+002°)
3.46736850452528e+003	(-2.78162702855293e+001dB,1.64802224262025e+002°)
3.54813389233572e+003	(-2.72373315379635e+001dB,1.64303198065762e+002°)
3.63078054770097e+003	(-2.66687705361448e+001dB,1.63797219148008e+002°)
3.71535229097168e+003	(-2.61097285556995e+001dB,1.63283327227635e+002°)
3.80189396320557e+003	(-2.55594353384233e+001dB,1.62760612031430e+002°)
3.89045144994276e+003	(-2.50171976079336e+001dB,1.62228200571697e+002°)
3.98107170553493e+003	(-2.44823894477348e+001dB,1.61685246533065e+002°)
4.07380277804108e+003	(-2.39544442011321e+001dB,1.61130921302328e+002°)
4.16869383470331e+003	(-2.34328476244232e+001dB,1.60564406285592e+002°)
4.26579518801588e+003	(-2.29171320801263e+001dB,1.59984886239160e+002°)
4.36515832240161e+003	(-2.24068715999087e+001dB,1.59391543402437e+002°)
4.46683592150958e+003	(-2.19016776804367e+001dB,1.58783552268233e+002°)
4.57088189614870e+003	(-2.14011957018288e+001dB,1.58160074862293e+002°)
4.67735141287193e+003	(-2.09051018794377e+001dB,1.57520256432414e+002°)
4.78630092322633e+003	(-2.04131006765436e+001dB,1.56863221470412e+002°)
4.89778819368441e+003	(-1.99249226191613e+001dB,1.56188070008856e+002°)
5.01187233627267e+003	(-1.94403224652449e+001dB,1.55493874150216e+002°)
5.12861383991359e+003	(-1.89590776896613e+001dB,1.54779674799776e+002°)
5.24807460249767e+003	(-1.84809872538082e+001dB,1.54044478585943e+002°)
5.37031796370247e+003	(-1.80058706349859e+001dB,1.53287254963211e+002°)
5.49540873857618e+003	(-1.75335670958413e+001dB,1.52506933504376e+002°)
5.62341325190343e+003	(-1.70639351785580e+001dB,1.51702401400073e+002°)
5.75439937337150e+003	(-1.65968524121118e+001dB,1.50872501195808e+002°)
5.88843655355582e+003	(-1.61322152239290e+001dB,1.50016028809580e+002°)
6.02559586074351e+003	(-1.56699390497440e+001dB,1.49131731887340e+002°)
6.16595001861475e+003	(-1.52099586373706e+001dB,1.48218308569186e+002°)
6.30957344480186e+003	(-1.47522285414844e+001dB,1.47274406756573e+002°)
6.45654229034648e+003	(-1.42967238073263e+001dB,1.46298623990108e+002°)
6.60693448007588e+003	(-1.38434408414251e+001dB,1.45289508068933e+002°)
6.76082975391974e+003	(-1.33923984669084e+001dB,1.44245558566187e+002°)
6.91830970918928e+003	(-1.29436391596119e+001dB,1.43165229420554e+002°)
7.07945784384129e+003	(-1.24972304588608e+001dB,1.42046932811146e+002°)
7.24435960074981e+003	(-1.20532665433052e+001dB,1.40889044551343e+002°)
7.41310241300908e+003	(-1.16118699573491e+001dB,1.39689911265811e+002°)
7.58577575029174e+003	(-1.11731934673011e+001dB,1.38447859642354e+002°)
7.76247116628682e+003	(-1.07374220181696e+001dB,1.37161208074622e+002°)
7.94328234724272e+003	(-1.03047747518320e+001dB,1.35828281030216e+002°)
8.12830516164089e+003	(-9.87550703494479e+000dB,1.34447426488090e+002°)
8.31763771102661e+003	(-9.44991243037475e+000dB,1.33017036784776e+002°)
8.51138038202366e+003	(-9.02832452916650e+000dB,1.31535573185610e+002°)
8.70963589956070e+003	(-8.61111854139823e+000dB,1.30001594448389e+002°)
8.91250938133734e+003	(-8.19871252427178e+000dB,1.28413789565886e+002°)
9.12010839355898e+003	(-7.79156810537606e+000dB,1.26771014752776e+002°)
9.33254300796979e+003	(-7.39019053966257e+000dB,1.25072334575090e+002°)
9.54992586021424e+003	(-6.99512792222995e+000dB,1.23317066900384e+002°)
9.77237220955798e+003	(-6.60696936806108e+000dB,1.21504831071781e+002°)
9.99999999999987e+003	(-6.22634196746139e+000dB,1.19635598380453e+002°)
1.02329299228074e+004	(-5.85390633558351e+000dB,1.17709743537311e+002°)
1.04712854805089e+004	(-5.49035059967975e+000dB,1.15728095442303e+002°)
1.07151930523759e+004	(-5.13638271185947e+000dB,1.13691985145899e+002°)
1.09647819614317e+004	(-4.79272104044553e+000dB,1.11603288529556e+002°)
1.12201845430195e+004	(-4.46008328012674e+000dB,1.09464460947972e+002°)
1.14815362149687e+004	(-4.13917382810187e+000dB,1.07278560929835e+002°)
1.17489755493951e+004	(-3.83066989525103e+000dB,1.05049260080578e+002°)
1.20226443461740e+004	(-3.53520674949249e+000dB,1.02780836617903e+002°)
1.23026877081237e+004	(-3.25336261099918e+000dB,1.00478150528140e+002°)
1.25892541179415e+004	(-2.98564382156823e+000dB,9.81465991606792e+001°)
1.28824955169312e+004	(-2.73247097812576e+000dB,9.57920531442690e+001°)
1.31825673855639e+004	(-2.49416673964065e+000dB,9.34207737391784e+001°)
1.34896288259164e+004	(-2.27094597829377e+000dB,9.10393140237061e+001°)
1.38038426460287e+004	(-2.06290884672470e+000dB,8.86544075189924e+001°)
1.41253754462274e+004	(-1.87003717857280e+000dB,8.62728488439371e+001°)
1.44543977074591e+004	(-1.69219444232732e+000dB,8.39013716405830e+001°)
1.47910838816819e+004	(-1.52912924818339e+000dB,8.15465292362527e+001°)
1.51356124843619e+004	(-1.38048218729300e+000dB,7.92145832823826e+001°)
1.54881661891246e+004	(-1.24579558562617e+000dB,7.69114049610796e+001°)
1.58489319246109e+004	(-1.12452560009346e+000dB,7.46423923623221e+001°)
1.62181009735891e+004	(-1.01605598560440e+000dB,7.24124064291245e+001°)
1.65958690743754e+004	(-9.19712823352548e-001dB,7.02257265835171e+001°)
1.69824365246172e+004	(-8.34779519946044e-001dB,6.80860259161096e+001°)
1.73780082874935e+004	(-7.60511454710405e-001dB,6.59963647556727e+001°)
1.77827941003890e+004	(-6.96149755111217e-001dB,6.39592006062897e+001°)
1.81970085860996e+004	(-6.40933802744736e-001dB,6.19764118825968e+001°)
1.86208713666284e+004	(-5.94112200430793e-001dB,6.00493325866845e+001°)
1.90546071796322e+004	(-5.54952052734531e-001dB,5.81787950236474e+001°)
1.94984459975802e+004	(-5.22746519179612e-001dB,5.63651777990648e+001°)
1.99526231496885e+004	(-4.96820686447410e-001dB,5.46084566258564e+001°)
2.04173794466950e+004	(-4.76535871095545e-001dB,5.29082558357841e+001°)
2.08929613085401e+004	(-4.61292508379278e-001dB,5.12638988948135e+001°)
2.13796208950220e+004	(-4.50531807925322e-001dB,4.96744566239041e+001°)
2.18776162394952e+004	(-4.43736366546478e-001dB,4.81387922006484e+001°)
2.23872113856831e+004	(-4.40429925985790e-001dB,4.66556023457668e+001°)
2.29086765276774e+004	(-4.40176452310948e-001dB,4.52234543735513e+001°)
2.34422881531989e+004	(-4.42578697111212e-001dB,4.38408190052521e+001°)
2.39883291901946e+004	(-4.47276381108221e-001dB,4.25060990119748e+001°)
2.45470891568500e+004	(-4.53944120226709e-001dB,4.12176538745126e+001°)
2.51188643150954e+004	(-4.62289193986056e-001dB,3.99738207287075e+001°)
2.57039578276883e+004	(-4.72049237206660e-001dB,3.87729319137628e+001°)
2.63026799189534e+004	(-4.82989919029260e-001dB,3.76133294644585e+001°)
2.69153480392688e+004	(-4.94902658388784e-001dB,3.64933768927516e+001°)
2.75422870333813e+004	(-5.07602412422034e-001dB,3.54114685951530e+001°)
2.81838293126441e+004	(-5.20925563738986e-001dB,3.43660372039769e+001°)
2.88403150312656e+004	(-5.34727923880455e-001dB,3.33555591765444e+001°)
2.95120922666634e+004	(-5.48882863405082e-001dB,3.23785588893507e+001°)
3.01995172040197e+004	(-5.63279573664796e-001dB,3.14336114760535e+001°)
3.09029543251354e+004	(-5.77821461208696e-001dB,3.05193446202904e+001°)
3.16227766016833e+004	(-5.92424672687933e-001dB,2.96344394877277e+001°)
3.23593656929623e+004	(-6.07016745922185e-001dB,2.87776309569643e+001°)
3.31131121482586e+004	(-6.21535381263987e-001dB,2.79477072862920e+001°)
3.38844156139197e+004	(-6.35927326414121e-001dB,2.71435093329774e+001°)
3.46736850452526e+004	(-6.50147367278446e-001dB,2.63639294236816e+001°)
3.54813389233570e+004	(-6.64157417212607e-001dB,2.56079099587875e+001°)
3.63078054770096e+004	(-6.77925696995478e-001dB,2.48744418196202e+001°)
3.71535229097167e+004	(-6.91425998038588e-001dB,2.41625626356428e+001°)
3.80189396320555e+004	(-7.04637021625354e-001dB,2.34713549585119e+001°)
3.89045144994275e+004	(-7.17541787341334e-001dB,2.27999443811881e+001°)
3.98107170553491e+004	(-7.30127104272805e-001dB,2.21474976329390e+001°)
4.07380277804107e+004	(-7.42383098992226e-001dB,2.15132206748773e+001°)
4.16869383470329e+004	(-7.54302794799476e-001dB,2.08963568154802e+001°)
4.26579518801586e+004	(-7.65881737132419e-001dB,2.02961848612131e+001°)
4.36515832240159e+004	(-7.77117660492520e-001dB,1.97120173137879e+001°)
4.46683592150956e+004	(-7.88010192642829e-001dB,1.91431986226243e+001°)
4.57088189614868e+004	(-7.98560592224838e-001dB,1.85891034986583e+001°)
4.67735141287191e+004	(-8.08771516303561e-001dB,1.80491352936558e+001°)
4.78630092322631e+004	(-8.18646814686911e-001dB,1.75227244475913e+001°)
4.89778819368439e+004	(-8.28191348175754e-001dB,1.70093270053615e+001°)
5.01187233627264e+004	(-8.37410828184958e-001dB,1.65084232030782e+001°)
5.12861383991357e+004	(-8.46311675435306e-001dB,1.60195161233798e+001°)
5.24807460249764e+004	(-8.54900895651771e-001dB,1.55421304185730e+001°)
5.37031796370244e+004	(-8.63185970417518e-001dB,1.50758110999402e+001°)
5.49540873857616e+004	(-8.71174761525983e-001dB,1.46201223911906e+001°)
5.62341325190340e+004	(-8.78875427347828e-001dB,1.41746466437801e+001°)
5.75439937337148e+004	(-8.86296349886455e-001dB,1.37389833116455e+001°)
5.88843655355580e+004	(-8.93446071336781e-001dB,1.33127479827945e+001°)
6.02559586074348e+004	(-9.00333239088834e-001dB,1.28955714651286e+001°)
6.16595001861472e+004	(-9.06966558231063e-001dB,1.24870989238661e+001°)
6.30957344480183e+004	(-9.13354750710461e-001dB,1.20869890679445e+001°)
6.45654229034645e+004	(-9.19506520397329e-001dB,1.16949133828248e+001°)
6.60693448007586e+004	(-9.25430523384426e-001dB,1.13105554071818e+001°)
6.76082975391971e+004	(-9.31135342923065e-001dB,1.09336100510398e+001°)
6.91830970918925e+004	(-9.36629468463808e-001dB,1.05637829529966e+001°)
7.07945784384127e+004	(-9.41921278328042e-001dB,1.02007898742758e+001°)
7.24435960074979e+004	(-9.47019025588356e-001dB,9.84435612744051e+000°)
7.41310241300906e+004	(-9.51930826782540e-001dB,9.49421603770518e+000°)
7.58577575029172e+004	(-9.56664653127302e-001dB,9.15011243488002e+000°)
7.76247116628679e+004	(-9.61228323935055e-001dB,8.81179617408498e+000°)
7.94328234724269e+004	(-9.65629501970162e-001dB,8.47902568346773e+000°)
8.12830516164086e+004	(-9.69875690510691e-001dB,8.15156653725670e+000°)
8.31763771102658e+004	(-9.73974231908076e-001dB,7.82919105257457e+000°)
8.51138038202363e+004	(-9.77932307460728e-001dB,7.51167790852698e+000°)
8.70963589956067e+004	(-9.81756938438684e-001dB,7.19881178616902e+000°)
8.91250938133731e+004	(-9.85454988115224e-001dB,6.89038302803449e+000°)
9.12010839355895e+004	(-9.89033164678130e-001dB,6.58618731599277e+000°)
9.33254300796976e+004	(-9.92498024908394e-001dB,6.28602536627316e+000°)
9.54992586021420e+004	(-9.95855978527530e-001dB,5.98970264056879e+000°)
9.77237220955795e+004	(-9.99113293126507e-001dB,5.69702907219941e+000°)
9.99999999999984e+004	(-1.00227609960049e+000dB,5.40781880637728e+000°)
1.02329299228074e+005	(-1.00535039802245e+000dB,5.12188995368054e+000°)
1.04712854805088e+005	(-1.00834206389799e+000dB,4.83906435589598e+000°)
1.07151930523759e+005	(-1.01125685475088e+000dB,4.55916736344688e+000°)
1.09647819614317e+005	(-1.01410041699598e+000dB,4.28202762367262e+000°)
1.12201845430195e+005	(-1.01687829306215e+000dB,4.00747687927432e+000°)
1.14815362149686e+005	(-1.01959592873331e+000dB,3.73534977628600e+000°)
1.17489755493951e+005	(-1.02225868068091e+000dB,3.46548368097291e+000°)
1.20226443461739e+005	(-1.02487182416511e+000dB,3.19771850509833e+000°)
1.23026877081236e+005	(-1.02744056088628e+000dB,2.93189653903818e+000°)
1.25892541179415e+005	(-1.02997002697187e+000dB,2.66786229225682e+000°)
1.28824955169311e+005	(-1.03246530108671e+000dB,2.40546234069176e+000°)
1.31825673855639e+005	(-1.03493141265795e+000dB,2.14454518062506e+000°)
1.34896288259163e+005	(-1.03737335020822e+000dB,1.88496108864919e+000°)
1.38038426460286e+005	(-1.03979606979305e+000dB,1.62656198736255e+000°)
1.41253754462273e+005	(-1.04220450354047e+000dB,1.36920131645533e+000°)
1.44543977074590e+005	(-1.04460356829289e+000dB,1.11273390887212e+000°)
1.47910838816818e+005	(-1.04699817435285e+000dB,8.57015871759185e-001°)
1.51356124843618e+005	(-1.04939323433578e+000dB,6.01904471928131e-001°)
1.54881661891246e+005	(-1.05179367213451e+000dB,3.47258025586749e-001°)
1.58489319246109e+005	(-1.05420443200124e+000dB,9.29357921089156e-002°)
1.62181009735890e+005	(-1.05663048775410e+000dB,-1.61202128367090e-001°)
1.65958690743753e+005	(-1.05907685211645e+000dB,-4.15294893703487e-001°)
1.69824365246172e+005	(-1.06154858619778e+000dB,-6.69481015066422e-001°)
1.73780082874935e+005	(-1.06405080912633e+000dB,-9.23898448926999e-001°)
1.77827941003889e+005	(-1.06658870784419e+000dB,-1.17868468590271e+000°)
1.81970085860995e+005	(-1.06916754707615e+000dB,-1.43397683656764e+000°)
1.86208713666284e+005	(-1.07179267948486e+000dB,-1.68991171434518e+000°)
1.90546071796322e+005	(-1.07446955602478e+000dB,-1.94662591558222e+000°)
1.94984459975801e+005	(-1.07720373650860e+000dB,-2.20425589689157e+000°)
1.99526231496885e+005	(-1.08000090039983e+000dB,-2.46293804983432e+000°)
2.04173794466949e+005	(-1.08286685784633e+000dB,-2.72280877300202e+000°)
2.08929613085400e+005	(-1.08580756096927e+000dB,-2.98400454154545e+000°)
2.13796208950220e+005	(-1.08882911542337e+000dB,-3.24666197418368e+000°)
2.18776162394952e+005	(-1.09193779224356e+000dB,-3.51091789771522e+000°)
2.23872113856830e+005	(-1.09514003999463e+000dB,-3.77690940904033e+000°)
2.29086765276773e+005	(-1.09844249723983e+000dB,-4.04477393469117e+000°)
2.34422881531988e+005	(-1.10185200534530e+000dB,-4.31464928785415e+000°)
2.39883291901945e+005	(-1.10537562163711e+000dB,-4.58667372285644e+000°)
2.45470891568499e+005	(-1.10902063292785e+000dB,-4.86098598707620e+000°)
2.51188643150954e+005	(-1.11279456943016e+000dB,-5.13772537022299e+000°)
2.57039578276882e+005	(-1.11670521907424e+000dB,-5.41703175092266e+000°)
2.63026799189534e+005	(-1.12076064224685e+000dB,-5.69904564052756e+000°)
2.69153480392687e+005	(-1.12496918696895e+000dB,-5.98390822406015e+000°)
2.75422870333812e+005	(-1.12933950452929e+000dB,-6.27176139818388e+000°)
2.81838293126440e+005	(-1.13388056559105e+000dB,-6.56274780608243e+000°)
2.88403150312656e+005	(-1.13860167678822e+000dB,-6.85701086911380e+000°)
2.95120922666633e+005	(-1.14351249782842e+000dB,-7.15469481509119e+000°)
3.01995172040196e+005	(-1.14862305911841e+000dB,-7.45594470302858e+000°)
3.09029543251354e+005	(-1.15394377992768e+000dB,-7.76090644417331e+000°)
3.16227766016832e+005	(-1.15948548710550e+000dB,-8.06972681913257e+000°)
3.23593656929623e+005	(-1.16525943436570e+000dB,-8.38255349088535e+000°)
3.31131121482585e+005	(-1.17127732215267e+000dB,-8.69953501345471e+000°)
3.38844156139197e+005	(-1.17755131810129e+000dB,-9.02082083599911e+000°)
3.46736850452526e+005	(-1.18409407810214e+000dB,-9.34656130206431e+000°)
3.54813389233569e+005	(-1.19091876798231e+000dB,-9.67690764372040e+000°)
3.63078054770095e+005	(-1.19803908581034e+000dB,-1.00120119702910e+001°)
3.71535229097166e+005	(-1.20546928483253e+000dB,-1.03520272513634e+001°)
3.80189396320555e+005	(-1.21322419704589e+000dB,-1.06971072937514e+001°)
3.89045144994274e+005	(-1.22131925741065e+000dB,-1.10474067120633e+001°)
3.98107170553490e+005	(-1.22977052870350e+000dB,-1.14030808925087e+001°)
4.07380277804106e+005	(-1.23859472700977e+000dB,-1.17642859495630e+001°)
4.16869383470328e+005	(-1.24780924784992e+000dB,-1.21311786750840e+001°)
4.26579518801585e+005	(-1.25743219293306e+000dB,-1.25039164794634e+001°)
4.36515832240158e+005	(-1.26748239752627e+000dB,-1.28826573243730e+001°)
4.46683592150955e+005	(-1.27797945842521e+000dB,-1.32675596466511e+001°)
4.57088189614867e+005	(-1.28894376250725e+000dB,-1.36587822728568e+001°)
4.67735141287190e+005	(-1.30039651584413e+000dB,-1.40564843240026e+001°)
4.78630092322630e+005	(-1.31235977334636e+000dB,-1.44608251099625e+001°)
4.89778819368438e+005	(-1.32485646890643e+000dB,-1.48719640130380e+001°)
5.01187233627263e+005	(-1.33791044600266e+000dB,-1.52900603601501e+001°)
5.12861383991356e+005	(-1.35154648871935e+000dB,-1.57152732831180e+001°)
5.24807460249763e+005	(-1.36579035313293e+000dB,-1.61477615664722e+001°)
5.37031796370243e+005	(-1.38066879900718e+000dB,-1.65876834822452e+001°)
5.49540873857615e+005	(-1.39620962173325e+000dB,-1.70351966111787e+001°)
5.62341325190339e+005	(-1.41244168444337e+000dB,-1.74904576497830e+001°)
5.75439937337147e+005	(-1.42939495021875e+000dB,-1.79536222026884e+001°)
5.88843655355579e+005	(-1.44710051430471e+000dB,-1.84248445597323e+001°)
6.02559586074347e+005	(-1.46559063623708e+000dB,-1.89042774572355e+001°)
6.16595001861471e+005	(-1.48489877177552e+000dB,-1.93920718229363e+001°)
6.30957344480182e+005	(-1.50505960453026e+000dB,-1.98883765040671e+001°)
6.45654229034644e+005	(-1.52610907715963e+000dB,-2.03933379780870e+001°)
6.60693448007584e+005	(-1.54808442200646e+000dB,-2.09071000456087e+001°)
6.76082975391970e+005	(-1.57102419103162e+000dB,-2.14298035050970e+001°)
6.91830970918924e+005	(-1.59496828489418e+000dB,-2.19615858089595e+001°)
7.07945784384125e+005	(-1.61995798101770e+000dB,-2.25025807006976e+001°)
7.24435960074977e+005	(-1.64603596047324e+000dB,-2.30529178328434e+001°)
7.41310241300904e+005	(-1.67324633350100e+000dB,-2.36127223654750e+001°)
7.58577575029170e+005	(-1.70163466348360e+000dB,-2.41821145451713e+001°)
7.76247116628678e+005	(-1.73124798917672e+000dB,-2.47612092643514e+001°)
7.94328234724267e+005	(-1.76213484499526e+000dB,-2.53501156010309e+001°)
8.12830516164085e+005	(-1.79434527914712e+000dB,-2.59489363391234e+001°)
8.31763771102656e+005	(-1.82793086940167e+000dB,-2.65577674695227e+001°)
8.51138038202361e+005	(-1.86294473627571e+000dB,-2.71766976723121e+001°)
8.70963589956065e+005	(-1.89944155341790e+000dB,-2.78058077805677e+001°)
8.91250938133729e+005	(-1.93747755497117e+000dB,-2.84451702263487e+001°)
9.12010839355893e+005	(-1.97711053969425e+000dB,-2.90948484696031e+001°)
9.33254300796974e+005	(-2.01839987162646e+000dB,-2.97548964108515e+001°)
9.54992586021419e+005	(-2.06140647708519e+000dB,-3.04253577886554e+001°)
9.77237220955793e+005	(-2.10619283779378e+000dB,-3.11062655630215e+001°)
1.00000000000000e+006	(-2.15282297994768e+000dB,-3.17976412860360e+001°)
