Freq.	V(vo)/V(vi)
1.09647819614318e+001	(-3.14570968026704e+000dB,-4.39997479009612e-007°)
1.12201845430196e+001	(-3.14570969864120e+000dB,-4.50191596935976e-007°)
1.14815362149688e+001	(-3.14570971788132e+000dB,-4.60619248598607e-007°)
1.17489755493953e+001	(-3.14570973802819e+000dB,-4.71285599725367e-007°)
1.20226443461741e+001	(-3.14570975912455e+000dB,-4.82195906275555e-007°)
1.23026877081238e+001	(-3.14570978121516e+000dB,-4.93355531286857e-007°)
1.25892541179416e+001	(-3.14570980434687e+000dB,-5.04769932026040e-007°)
1.28824955169313e+001	(-3.14570982856874e+000dB,-5.16444682832268e-007°)
1.31825673855640e+001	(-3.14570985393215e+000dB,-5.28385449418466e-007°)
1.34896288259165e+001	(-3.14570988049090e+000dB,-5.40597994582178e-007°)
1.38038426460288e+001	(-3.14570990830132e+000dB,-5.53088212470534e-007°)
1.41253754462275e+001	(-3.14570993742241e+000dB,-5.65862068616706e-007°)
1.44543977074592e+001	(-3.14570996791594e+000dB,-5.78925657048153e-007°)
1.47910838816820e+001	(-3.14570999984658e+000dB,-5.92285160882027e-007°)
1.51356124843620e+001	(-3.14571003328206e+000dB,-6.05946883163670e-007°)
1.54881661891248e+001	(-3.14571006829332e+000dB,-6.19917221167988e-007°)
1.58489319246111e+001	(-3.14571010495460e+000dB,-6.34202668683862e-007°)
1.62181009735892e+001	(-3.14571014334367e+000dB,-6.48809837144249e-007°)
1.65958690743755e+001	(-3.14571018354197e+000dB,-6.63745420219196e-007°)
1.69824365246174e+001	(-3.14571022563475e+000dB,-6.79016230365170e-007°)
1.73780082874937e+001	(-3.14571026971131e+000dB,-6.94629173126469e-007°)
1.77827941003892e+001	(-3.14571031586513e+000dB,-7.10591235713686e-007°)
1.81970085860998e+001	(-3.14571036419410e+000dB,-7.26909518413329e-007°)
1.86208713666286e+001	(-3.14571041480075e+000dB,-7.43591204320592e-007°)
1.90546071796324e+001	(-3.14571046779243e+000dB,-7.60643563908140e-007°)
1.94984459975804e+001	(-3.14571052328152e+000dB,-7.78073948173258e-007°)
1.99526231496887e+001	(-3.14571058138573e+000dB,-7.95889790351242e-007°)
2.04173794466952e+001	(-3.14571064222831e+000dB,-8.14098600204731e-007°)
2.08929613085403e+001	(-3.14571070593831e+000dB,-8.32707954315478e-007°)
2.13796208950222e+001	(-3.14571077265087e+000dB,-8.51725505221833e-007°)
2.18776162394954e+001	(-3.14571084250749e+000dB,-8.71158943156441e-007°)
2.23872113856833e+001	(-3.14571091565636e+000dB,-8.91016030311354e-007°)
2.29086765276776e+001	(-3.14571099225263e+000dB,-9.11304539732471e-007°)
2.34422881531991e+001	(-3.14571107245877e+000dB,-9.32032311285797e-007°)
2.39883291901948e+001	(-3.14571115644489e+000dB,-9.53207184841086e-007°)
2.45470891568502e+001	(-3.14571124438917e+000dB,-9.74837035679185e-007°)
2.51188643150957e+001	(-3.14571133647813e+000dB,-9.96929707104622e-007°)
2.57039578276885e+001	(-3.14571143290712e+000dB,-1.01949304813731e-006°)
2.63026799189537e+001	(-3.14571153388065e+000dB,-1.04253490323336e-006°)
2.69153480392690e+001	(-3.14571163961293e+000dB,-1.06606303404719e-006°)
2.75422870333815e+001	(-3.14571175032820e+000dB,-1.09008516226303e-006°)
2.81838293126444e+001	(-3.14571186626134e+000dB,-1.11460893133275e-006°)
2.88403150312659e+001	(-3.14571198765822e+000dB,-1.13964187164026e-006°)
2.95120922666637e+001	(-3.14571211477636e+000dB,-1.16519143191147e-006°)
3.01995172040200e+001	(-3.14571224788541e+000dB,-1.19126486556933e-006°)
3.09029543251358e+001	(-3.14571238726768e+000dB,-1.21786930440394e-006°)
3.16227766016837e+001	(-3.14571253321883e+000dB,-1.24501163122168e-006°)
3.23593656929627e+001	(-3.14571268604844e+000dB,-1.27269854951777e-006°)
3.31131121482590e+001	(-3.14571284608069e+000dB,-1.30093646012310e-006°)
3.38844156139201e+001	(-3.14571301365502e+000dB,-1.32973148633235e-006°)
3.46736850452530e+001	(-3.14571318912690e+000dB,-1.35908940194831e-006°)
3.54813389233574e+001	(-3.14571337286850e+000dB,-1.38901560729703e-006°)
3.63078054770100e+001	(-3.14571356526956e+000dB,-1.41951509039493e-006°)
3.71535229097171e+001	(-3.14571376673821e+000dB,-1.45059233329201e-006°)
3.80189396320559e+001	(-3.14571397770178e+000dB,-1.48225130864609e-006°)
3.89045144994279e+001	(-3.14571419860775e+000dB,-1.51449541347807e-006°)
3.98107170553495e+001	(-3.14571442992470e+000dB,-1.54732737208873e-006°)
4.07380277804111e+001	(-3.14571467214326e+000dB,-1.58074920407901e-006°)
4.16869383470333e+001	(-3.14571492577723e+000dB,-1.61476213868850e-006°)
4.26579518801591e+001	(-3.14571519136459e+000dB,-1.64936656339900e-006°)
4.36515832240164e+001	(-3.14571546946869e+000dB,-1.68456188230704e-006°)
4.46683592150961e+001	(-3.14571576067943e+000dB,-1.72034646358527e-006°)
4.57088189614873e+001	(-3.14571606561450e+000dB,-1.75671755724762e-006°)
4.67735141287196e+001	(-3.14571638492070e+000dB,-1.79367115694844e-006°)
4.78630092322636e+001	(-3.14571671927533e+000dB,-1.83120189718870e-006°)
4.89778819368444e+001	(-3.14571706938759e+000dB,-1.86930293453195e-006°)
5.01187233627270e+001	(-3.14571743600013e+000dB,-1.90796581854076e-006°)
5.12861383991362e+001	(-3.14571781989056e+000dB,-1.94718035814455e-006°)
5.24807460249770e+001	(-3.14571822187318e+000dB,-1.98693442633052e-006°)
5.37031796370250e+001	(-3.14571864280063e+000dB,-2.02721386762928e-006°)
5.49540873857622e+001	(-3.14571908356577e+000dB,-2.06800226283001e-006°)
5.62341325190346e+001	(-3.14571954510350e+000dB,-2.10928075994100e-006°)
5.75439937337154e+001	(-3.14572002839281e+000dB,-2.15102789487069e-006°)
5.88843655355586e+001	(-3.14572053445882e+000dB,-2.19321930588730e-006°)
6.02559586074355e+001	(-3.14572106437495e+000dB,-2.23582759084894e-006°)
6.16595001861479e+001	(-3.14572161926525e+000dB,-2.27882198282934e-006°)
6.30957344480190e+001	(-3.14572220030666e+000dB,-2.32216810112630e-006°)
6.45654229034652e+001	(-3.14572280873168e+000dB,-2.36582767371584e-006°)
6.60693448007593e+001	(-3.14572344583086e+000dB,-2.40975821401942e-006°)
6.76082975391978e+001	(-3.14572411295554e+000dB,-2.45391266226376e-006°)
6.91830970918933e+001	(-3.14572481152078e+000dB,-2.49823908280643e-006°)
7.07945784384134e+001	(-3.14572554300834e+000dB,-2.54268021640592e-006°)
7.24435960074986e+001	(-3.14572630896979e+000dB,-2.58717309759470e-006°)
7.41310241300914e+001	(-3.14572711102982e+000dB,-2.63164857953623e-006°)
7.58577575029180e+001	(-3.14572795088970e+000dB,-2.67603092170042e-006°)
7.76247116628688e+001	(-3.14572883033087e+000dB,-2.72023717880140e-006°)
7.94328234724277e+001	(-3.14572975121876e+000dB,-2.76417671994128e-006°)
8.12830516164095e+001	(-3.14573071550664e+000dB,-2.80775063010970e-006°)
8.31763771102667e+001	(-3.14573172523991e+000dB,-2.85085101002935e-006°)
8.51138038202372e+001	(-3.14573278256033e+000dB,-2.89336039821183e-006°)
8.70963589956076e+001	(-3.14573388971060e+000dB,-2.93515094516174e-006°)
8.91250938133741e+001	(-3.14573504903912e+000dB,-2.97608368237865e-006°)
9.12010839355905e+001	(-3.14573626300494e+000dB,-3.01600765315470e-006°)
9.33254300796986e+001	(-3.14573753418306e+000dB,-3.05475902852161e-006°)
9.54992586021431e+001	(-3.14573886526977e+000dB,-3.09216011583098e-006°)
9.77237220955805e+001	(-3.14574025908846e+000dB,-3.12801832963987e-006°)
9.99999999999995e+001	(-3.14574171859558e+000dB,-3.16212506779273e-006°)
1.02329299228075e+002	(-3.14574324688691e+000dB,-3.19425454067021e-006°)
1.04712854805089e+002	(-3.14574484720413e+000dB,-3.22416244052959e-006°)
1.07151930523760e+002	(-3.14574652294169e+000dB,-3.25158463025655e-006°)
1.09647819614318e+002	(-3.14574827765400e+000dB,-3.27623557512286e-006°)
1.12201845430196e+002	(-3.14575011506301e+000dB,-3.29780685334645e-006°)
1.14815362149688e+002	(-3.14575203906606e+000dB,-3.31596538909653e-006°)
1.17489755493952e+002	(-3.14575405374416e+000dB,-3.33035167520989e-006°)
1.20226443461741e+002	(-3.14575616337066e+000dB,-3.34057778573774e-006°)
1.23026877081237e+002	(-3.14575837242028e+000dB,-3.34622530852883e-006°)
1.25892541179416e+002	(-3.14576068557865e+000dB,-3.34684309162556e-006°)
1.28824955169313e+002	(-3.14576310775221e+000dB,-3.34194482517252e-006°)
1.31825673855640e+002	(-3.14576564407863e+000dB,-3.33100647425461e-006°)
1.34896288259165e+002	(-3.14576829993770e+000dB,-3.31346350898057e-006°)
1.38038426460288e+002	(-3.14577108096275e+000dB,-3.28870791467671e-006°)
1.41253754462275e+002	(-3.14577399305261e+000dB,-3.25608506442424e-006°)
1.44543977074592e+002	(-3.14577704238407e+000dB,-3.21489023521113e-006°)
1.47910838816820e+002	(-3.14578023542504e+000dB,-3.16436503553408e-006°)
1.51356124843620e+002	(-3.14578357894823e+000dB,-3.10369340350804e-006°)
1.54881661891247e+002	(-3.14578708004556e+000dB,-3.03199746330605e-006°)
1.58489319246110e+002	(-3.14579074614314e+000dB,-2.94833301091863e-006°)
1.62181009735892e+002	(-3.14579458501704e+000dB,-2.85168467148694e-006°)
1.65958690743755e+002	(-3.14579860480983e+000dB,-2.74096071792365e-006°)
1.69824365246173e+002	(-3.14580281404778e+000dB,-2.61498756337796e-006°)
1.73780082874936e+002	(-3.14580722165900e+000dB,-2.47250376477628e-006°)
1.77827941003891e+002	(-3.14581183699233e+000dB,-2.31215370532899e-006°)
1.81970085860997e+002	(-3.14581666983721e+000dB,-2.13248070699816e-006°)
1.86208713666286e+002	(-3.14582173044441e+000dB,-1.93191974024307e-006°)
1.90546071796323e+002	(-3.14582702954777e+000dB,-1.70878956370118e-006°)
1.94984459975803e+002	(-3.14583257838700e+000dB,-1.46128434518730e-006°)
1.99526231496887e+002	(-3.14583838873147e+000dB,-1.18746456925246e-006°)
2.04173794466952e+002	(-3.14584447290521e+000dB,-8.85247474567480e-007°)
2.08929613085403e+002	(-3.14585084381305e+000dB,-5.52396606498417e-007°)
2.13796208950222e+002	(-3.14585751496790e+000dB,-1.86510764683775e-007°)
2.18776162394954e+002	(-3.14586450051955e+000dB,2.14987903409106e-007°)
2.23872113856832e+002	(-3.14587181528458e+000dB,6.54866660123793e-007°)
2.29086765276776e+002	(-3.14587947477779e+000dB,1.13609584245194e-006°)
2.34422881531991e+002	(-3.14588749524514e+000dB,1.66186351691491e-006°)
2.39883291901947e+002	(-3.14589589369818e+000dB,2.23559116508085e-006°)
2.45470891568501e+002	(-3.14590468795012e+000dB,2.86095050656021e-006°)
2.51188643150956e+002	(-3.14591389665360e+000dB,3.54188154919649e-006°)
2.57039578276885e+002	(-3.14592353934029e+000dB,4.28261190649013e-006°)
2.63026799189536e+002	(-3.14593363646225e+000dB,5.08767750910783e-006°)
2.69153480392690e+002	(-3.14594420943534e+000dB,5.96194478308389e-006°)
2.75422870333815e+002	(-3.14595528068461e+000dB,6.91063447698058e-006°)
2.81838293126443e+002	(-3.14596687369187e+000dB,7.93934711811708e-006°)
2.88403150312659e+002	(-3.14597901304547e+000dB,9.05409036924816e-006°)
2.95120922666637e+002	(-3.14599172449245e+000dB,1.02613082783919e-005°)
3.01995172040200e+002	(-3.14600503499311e+000dB,1.15679126895050e-005°)
3.09029543251357e+002	(-3.14601897277822e+000dB,1.29813168432878e-005°)
3.16227766016836e+002	(-3.14603356740884e+000dB,1.45094714521298e-005°)
3.23593656929626e+002	(-3.14604884983900e+000dB,1.61609033164990e-005°)
3.31131121482589e+002	(-3.14606485248138e+000dB,1.79447567060076e-005°)
3.38844156139200e+002	(-3.14608160927594e+000dB,1.98708377452682e-005°)
3.46736850452529e+002	(-3.14609915576198e+000dB,2.19496619298885e-005°)
3.54813389233573e+002	(-3.14611752915341e+000dB,2.41925051230052e-005°)
3.63078054770099e+002	(-3.14613676841771e+000dB,2.66114581180872e-005°)
3.71535229097170e+002	(-3.14615691435851e+000dB,2.92194851933063e-005°)
3.80189396320558e+002	(-3.14617800970205e+000dB,3.20304868044064e-005°)
3.89045144994278e+002	(-3.14620009918784e+000dB,3.50593668126317e-005°)
3.98107170553494e+002	(-3.14622322966348e+000dB,3.83221045041288e-005°)
4.07380277804110e+002	(-3.14624745018394e+000dB,4.18358318097928e-005°)
4.16869383470332e+002	(-3.14627281211552e+000dB,4.56189160043924e-005°)
4.26579518801589e+002	(-3.14629936924482e+000dB,4.96910483991943e-005°)
4.36515832240163e+002	(-3.14632717789267e+000dB,5.40733393496527e-005°)
4.46683592150960e+002	(-3.14635629703355e+000dB,5.87884200897379e-005°)
4.57088189614872e+002	(-3.14638678842053e+000dB,6.38605518831820e-005°)
4.67735141287195e+002	(-3.14641871671623e+000dB,6.93157429800593e-005°)
4.78630092322635e+002	(-3.14645214962980e+000dB,7.51818739595126e-005°)
4.89778819368443e+002	(-3.14648715806039e+000dB,8.14888321078556e-005°)
5.01187233627268e+002	(-3.14652381624748e+000dB,8.82686553792499e-005°)
5.12861383991361e+002	(-3.14656220192812e+000dB,9.55556867091112e-005°)
5.24807460249769e+002	(-3.14660239650168e+000dB,1.03386739414951e-004°)
5.37031796370249e+002	(-3.14664448520231e+000dB,1.11801274430486e-004°)
5.49540873857620e+002	(-3.14668855727954e+000dB,1.20841590288219e-004°)
5.62341325190345e+002	(-3.14673470618736e+000dB,1.30553026720628e-004°)
5.75439937337152e+002	(-3.14678302978218e+000dB,1.40984182885571e-004°)
5.88843655355584e+002	(-3.14683363053017e+000dB,1.52187151237664e-004°)
6.02559586074353e+002	(-3.14688661572424e+000dB,1.64217768231500e-004°)
6.16595001861477e+002	(-3.14694209771133e+000dB,1.77135882971180e-004°)
6.30957344480188e+002	(-3.14700019413036e+000dB,1.91005645210235e-004°)
6.45654229034650e+002	(-3.14706102816134e+000dB,2.05895813973079e-004°)
6.60693448007591e+002	(-3.14712472878622e+000dB,2.21880088441714e-004°)
6.76082975391976e+002	(-3.14719143106198e+000dB,2.39037462508719e-004°)
6.91830970918931e+002	(-3.14726127640664e+000dB,2.57452604894974e-004°)
7.07945784384132e+002	(-3.14733441289856e+000dB,2.77216266563808e-004°)
7.24435960074984e+002	(-3.14741099558994e+000dB,2.98425717393339e-004°)
7.41310241300911e+002	(-3.14749118683501e+000dB,3.21185214300965e-004°)
7.58577575029177e+002	(-3.14757515663364e+000dB,3.45606503040063e-004°)
7.76247116628685e+002	(-3.14766308299106e+000dB,3.71809356036492e-004°)
7.94328234724275e+002	(-3.14775515229449e+000dB,3.99922148994635e-004°)
8.12830516164092e+002	(-3.14785155970755e+000dB,4.30082478989299e-004°)
8.31763771102664e+002	(-3.14795250958301e+000dB,4.62437827052646e-004°)
8.51138038202369e+002	(-3.14805821589504e+000dB,4.97146268490961e-004°)
8.70963589956073e+002	(-3.14816890269174e+000dB,5.34377234372870e-004°)
8.91250938133738e+002	(-3.14828480456886e+000dB,5.74312327916839e-004°)
9.12010839355902e+002	(-3.14840616716575e+000dB,6.17146199702104e-004°)
9.33254300796983e+002	(-3.14853324768459e+000dB,6.63087486041154e-004°)
9.54992586021428e+002	(-3.14866631543396e+000dB,7.12359814996081e-004°)
9.77237220955802e+002	(-3.14880565239786e+000dB,7.65202885084652e-004°)
9.99999999999991e+002	(-3.14895155383143e+000dB,8.21873621772453e-004°)
1.02329299228075e+003	(-3.14910432888455e+000dB,8.82647417598687e-004°)
1.04712854805089e+003	(-3.14926430125465e+000dB,9.47819461860061e-004°)
1.07151930523760e+003	(-3.14943180987009e+000dB,1.01770616646540e-003°)
1.09647819614318e+003	(-3.14960720960550e+000dB,1.09264669490007e-003°)
1.12201845430195e+003	(-3.14979087203057e+000dB,1.17300460186355e-003°)
1.14815362149687e+003	(-3.14998318619386e+000dB,1.25916959165809e-003°)
1.17489755493952e+003	(-3.15018455944331e+000dB,1.35155940392305e-003°)
1.20226443461740e+003	(-3.15039541828493e+000dB,1.45062183609948e-003°)
1.23026877081237e+003	(-3.15061620928167e+000dB,1.55683691262565e-003°)
1.25892541179416e+003	(-3.15084739999428e+000dB,1.67071921153538e-003°)
1.28824955169312e+003	(-3.15108947996593e+000dB,1.79282036006424e-003°)
1.31825673855640e+003	(-3.15134296175279e+000dB,1.92373171163779e-003°)
1.34896288259164e+003	(-3.15160838200262e+000dB,2.06408721758284e-003°)
1.38038426460287e+003	(-3.15188630258349e+000dB,2.21456650785277e-003°)
1.41253754462274e+003	(-3.15217731176506e+000dB,2.37589819618626e-003°)
1.44543977074591e+003	(-3.15248202545470e+000dB,2.54886342623311e-003°)
1.47910838816819e+003	(-3.15280108849107e+000dB,2.73429967643202e-003°)
1.51356124843619e+003	(-3.15313517599762e+000dB,2.93310484279399e-003°)
1.54881661891247e+003	(-3.15348499479885e+000dB,3.14624162016331e-003°)
1.58489319246110e+003	(-3.15385128490213e+000dB,3.37474220400636e-003°)
1.62181009735891e+003	(-3.15423482104803e+000dB,3.61971333672604e-003°)
1.65958690743754e+003	(-3.15463641433222e+000dB,3.88234172387013e-003°)
1.69824365246173e+003	(-3.15505691390224e+000dB,4.16389984802452e-003°)
1.73780082874936e+003	(-3.15549720873225e+000dB,4.46575220993960e-003°)
1.77827941003891e+003	(-3.15595822947966e+000dB,4.78936202887357e-003°)
1.81970085860997e+003	(-3.15644095042668e+000dB,5.13629843659171e-003°)
1.86208713666285e+003	(-3.15694639151107e+000dB,5.50824420197603e-003°)
1.90546071796323e+003	(-3.15747562044966e+000dB,5.90700402630950e-003°)
1.94984459975803e+003	(-3.15802975495884e+000dB,6.33451345208559e-003°)
1.99526231496886e+003	(-3.15860996507618e+000dB,6.79284843174421e-003°)
2.04173794466951e+003	(-3.15921747558749e+000dB,7.28423560641549e-003°)
2.08929613085402e+003	(-3.15985356856381e+000dB,7.81106334828939e-003°)
2.13796208950221e+003	(-3.16051958601318e+000dB,8.37589362493706e-003°)
2.18776162394953e+003	(-3.16121693265172e+000dB,8.98147474813378e-003°)
2.23872113856832e+003	(-3.16194707879916e+000dB,9.63075507481389e-003°)
2.29086765276775e+003	(-3.16271156340385e+000dB,1.03268977331238e-002°)
2.34422881531990e+003	(-3.16351199720266e+000dB,1.10732964524302e-002°)
2.39883291901947e+003	(-3.16435006602086e+000dB,1.18735925822333e-002°)
2.45470891568501e+003	(-3.16522753421789e+000dB,1.27316933919988e-002°)
2.51188643150955e+003	(-3.16614624828433e+000dB,1.36517917511654e-002°)
2.57039578276884e+003	(-3.16710814059605e+000dB,1.46383872965676e-002°)
2.63026799189535e+003	(-3.16811523333126e+000dB,1.56963092034361e-002°)
2.69153480392689e+003	(-3.16916964255644e+000dB,1.68307406853080e-002°)
2.75422870333814e+003	(-3.17027358248712e+000dB,1.80472453587190e-002°)
2.81838293126442e+003	(-3.17142936992942e+000dB,1.93517956194388e-002°)
2.88403150312658e+003	(-3.17263942890835e+000dB,2.07508031892872e-002°)
2.95120922666635e+003	(-3.17390629548883e+000dB,2.22511520057708e-002°)
3.01995172040198e+003	(-3.17523262279505e+000dB,2.38602336409449e-002°)
3.09029543251356e+003	(-3.17662118623393e+000dB,2.55859854516291e-002°)
3.16227766016835e+003	(-3.17807488892799e+000dB,2.74369316799062e-002°)
