Time (s)	Channel 2 (V)
0.005004001562499999	-0.03540238786978434
0.005007051562499999	-0.05374956338411901
0.005010101562499999	-0.08258083919235921
0.005013151562499999	-0.04588648816368987
0.005016201562499999	-0.06161263860454816
0.005019251562499999	-0.0694757138249773
0.0050223015625	-0.05112853831064264
0.0050253515625	-0.06423366367802455
0.005028401562499999	-0.07209673889845369
0.005031451562499999	-0.06161263860454816
0.005034501562499999	-0.07733878904540646
0.005037551562499999	-0.05899161353107178
0.005040601562499999	-0.0563705884575954
0.005043651562499999	-0.07733878904540646
0.005046701562499999	-0.06685468875150093
0.0050497515625	-0.04850751323716625
0.005052801562499999	-0.07471776397193007
0.005055851562499999	-0.07209673889845369
0.005058901562499999	-0.04850751323716625
0.005061951562499999	-0.07471776397193007
0.005065001562499999	-0.08258083919235921
0.005068051562499999	-0.04064443801673711
0.005071101562499999	-0.06685468875150093
0.0050741515625	-0.07995981411888284
0.0050772015625	-0.05899161353107178
0.005080251562499999	-0.06423366367802455
0.005083301562499999	-0.07209673889845369
0.005086351562499999	-0.05374956338411901
0.005089401562499999	-0.07471776397193007
0.005092451562499999	-0.07995981411888284
0.005095501562499999	-0.06161263860454816
0.005098551562499999	-0.06685468875150093
0.0051016015625	-0.08258083919235921
0.0051046515625	-0.06161263860454816
0.005107701562499999	-0.05899161353107178
0.005110751562499999	-0.04326546309021349
0.005113801562499999	-0.06161263860454816
0.005116851562499999	-0.07471776397193007
0.005119901562499999	-0.05112853831064264
0.005122951562499999	-0.04850751323716625
0.0051260015625	-0.08520186426583561
0.0051290515625	-0.0694757138249773
0.005132101562499999	-0.05374956338411901
0.005135151562499999	-0.06685468875150093
0.005138201562499999	-0.07471776397193007
0.005141251562499999	-0.05374956338411901
0.005144301562499999	-0.07209673889845369
0.005147351562499999	-0.0694757138249773
0.005150401562499999	-0.0563705884575954
0.0051534515625	-0.06685468875150093
0.0051565015625	-0.06685468875150093
0.005159551562499999	-0.0694757138249773
0.005162601562499999	-0.08520186426583561
0.005165651562499999	-0.05112853831064264
0.005168701562499999	-0.05899161353107178
0.005171751562499999	-0.08258083919235921
0.005174801562499999	-0.06423366367802455
0.0051778515625	-0.04588648816368987
0.0051809015625	-0.08258083919235921
0.005183951562499999	-0.06423366367802455
0.005187001562499999	-0.05112853831064264
0.005190051562499999	-0.08258083919235921
0.005193101562499999	-0.07733878904540646
0.005196151562499999	-0.04850751323716625
0.005199201562499999	-0.07471776397193007
0.005202251562499999	-0.06423366367802455
0.0052053015625	-0.04588648816368987
0.0052083515625	-0.0563705884575954
0.005211401562499999	-0.06423366367802455
0.005214451562499999	-0.05899161353107178
0.005217501562499999	-0.06685468875150093
0.005220551562499999	-0.05112853831064264
0.005223601562499999	-0.06685468875150093
0.005226651562499999	-0.07995981411888284
0.005229701562499999	-0.05374956338411901
0.0052327515625	-0.0563705884575954
0.005235801562499999	-0.08258083919235921
0.005238851562499999	-0.0563705884575954
0.005241901562499999	-0.06685468875150093
0.005244951562499999	-0.07471776397193007
0.005248001562499999	-0.05899161353107178
0.005251051562499999	-0.06423366367802455
0.005254101562499999	-0.0694757138249773
0.0052571515625	-0.05899161353107178
0.0052602015625	-0.08782288933931198
0.005263251562499999	-0.05374956338411901
0.005266301562499999	-0.04850751323716625
0.005269351562499999	-0.07995981411888284
0.005272401562499999	-0.0694757138249773
0.005275451562499999	-0.05374956338411901
0.005278501562499999	-0.07471776397193007
0.005281551562499999	-0.06161263860454816
0.0052846015625	-0.06161263860454816
0.0052876515625	-0.07733878904540646
0.005290701562499999	-0.06685468875150093
0.005293751562499999	-0.05899161353107178
0.005296801562499999	-0.07733878904540646
0.005299851562499999	-0.05112853831064264
0.005302901562499999	-0.04850751323716625
0.005305951562499999	-0.06161263860454816
0.0053090015625	-0.06161263860454816
0.0053120515625	-0.0563705884575954
0.005315101562499999	-0.04064443801673711
