Time (s)	Channel 2 (V)
6.527343749999914e-06	-0.9973185898356165
6.777343749999947e-06	-0.9789714143212819
7.027343749999981e-06	-0.9737293641743291
7.277343750000014e-06	-0.9422770632926328
7.527343750000047e-06	-0.9868344895417086
7.777343749999863e-06	-0.9815924393947606
8.027343749999897e-06	-0.9134457874843723
8.27734374999993e-06	-0.9291719379252306
8.527343749999963e-06	-0.9422770632926125
8.777343749999996e-06	-0.9842134644682347
9.027343750000029e-06	-0.9815924393947427
9.277343749999846e-06	-0.9475191134395808
9.527343749999879e-06	-0.9527611635865156
9.777343749999912e-06	-0.9396560382191361
1.002734374999995e-05	-0.8872355367496084
1.027734374999998e-05	-0.863646311088321
1.052734375000001e-05	-0.9003406621170047
1.077734375000004e-05	-0.9317929629986939
1.102734374999986e-05	-0.9029616871904799
1.127734374999989e-05	-0.8531622107944155
1.152734374999993e-05	-0.8610252860148446
1.177734374999996e-05	-0.8741304113822266
1.202734374999999e-05	-0.8452991355739864
1.227734375000003e-05	-0.8059837594718502
1.252734374999984e-05	-0.8269519600596421
1.277734374999988e-05	-0.8741304113822052
1.302734374999991e-05	-0.8819934866026558
1.327734374999994e-05	-0.8479201606474628
1.352734374999998e-05	-0.8531622107944155
1.377734375000001e-05	-0.8924775868965648
1.402734375000004e-05	-0.9003406621169833
1.427734374999986e-05	-0.8846145116761392
1.452734374999989e-05	-0.8846145116761321
1.477734374999993e-05	-0.9475191134395653
1.502734374999996e-05	-0.9868344895417109
1.527734374999999e-05	-0.9632452638804235
1.552734375000002e-05	-0.9291719379252461
1.577734374999984e-05	-0.963245263880408
1.602734374999987e-05	-0.968487314027374
1.627734374999991e-05	-0.9789714143212819
1.652734374999994e-05	-0.9632452638804235
1.677734374999997e-05	-1.015665765349951
1.702734375000001e-05	-1.054981141452077
1.727734375000004e-05	-1.010423715202976
1.752734374999986e-05	-0.9606242388069698
1.777734374999989e-05	-0.9815924393947583
1.802734374999992e-05	-0.9973185898356165
1.827734374999996e-05	-0.9684873140273763
1.852734374999999e-05	-0.9291719379252306
1.877734375000002e-05	-0.9501401385130727
1.902734374999984e-05	-1.018286790423397
1.927734374999987e-05	-0.9658662889539238
1.952734374999991e-05	-0.9134457874843723
1.977734374999994e-05	-0.9029616871904668
2.002734374999997e-05	-0.9501401385130417
2.027734375e-05	-0.9239298877782622
2.052734375000004e-05	-0.8898565618230908
2.077734374999985e-05	-0.9029616871904608
2.102734374999989e-05	-0.9632452638804235
2.127734374999992e-05	-0.9422770632926125
2.152734374999995e-05	-0.8741304113822266
2.177734374999999e-05	-0.863646311088321
2.202734375000002e-05	-0.8950986119700495
2.227734374999984e-05	-0.9213088627047895
2.252734374999987e-05	-0.9003406621169999
2.27773437499999e-05	-0.8898565618230848
2.302734374999994e-05	-0.931792962998707
2.327734374999997e-05	-0.952761163586518
2.352734374999989e-05	-0.8950986119700376
2.377734374999993e-05	-0.863646311088321
2.402734374999996e-05	-0.8819934866026558
2.427734374999999e-05	-0.9082037373374195
2.452734374999992e-05	-0.8715093863087502
2.477734374999995e-05	-0.8610252860148446
2.502734374999998e-05	-0.9029616871904668
2.527734374999991e-05	-0.9422770632926125
2.552734374999994e-05	-0.9003406621169904
2.577734374999998e-05	-0.8819934866026558
2.60273437499999e-05	-0.9055827122639432
2.627734374999993e-05	-0.9448980883660889
2.652734374999997e-05	-0.9448980883660889
2.677734374999989e-05	-0.9344139880721833
2.702734374999992e-05	-0.9475191134395653
2.727734374999996e-05	-1.005181665056046
2.752734374999999e-05	-0.9815924393947583
2.777734374999992e-05	-0.9239298877782778
2.802734374999995e-05	-0.918687837631325
2.827734374999998e-05	-0.9789714143212819
2.852734374999991e-05	-0.9973185898356165
2.877734374999994e-05	-0.9815924393947583
2.902734374999997e-05	-0.9868344895417109
2.92773437499999e-05	-1.03139191579081
2.952734374999993e-05	-1.018286790423428
2.977734374999996e-05	-0.9842134644682347
3.002734374999989e-05	-0.9684873140273763
3.027734374999992e-05	-0.9973185898356165
3.052734374999996e-05	-1.026149865643857
3.077734374999999e-05	-1.013044740276475
3.102734374999991e-05	-1.002560639982569
3.127734374999995e-05	-1.005181665056046
3.152734374999998e-05	-1.002560639982569
3.17773437499999e-05	-0.952761163586518
3.202734374999994e-05	-0.8872355367496084
3.227734374999997e-05	-0.8741304113822266
3.25273437499999e-05	-0.8924775868965612
3.277734374999993e-05	-0.8584042609413682
3.302734374999996e-05	-0.8190888848392225
3.327734374999989e-05	-0.8033627343983643
3.352734374999992e-05	-0.8059837594718406
3.377734374999995e-05	-0.7692894084431713
3.402734374999999e-05	-0.7247319821940728
3.427734374999991e-05	-0.7299740323410255
3.452734374999994e-05	-0.7692894084431713
3.477734374999998e-05	-0.7823945338105532
3.50273437499999e-05	-0.7692894084431713
3.527734374999994e-05	-0.7666683833696949
3.552734374999997e-05	-0.7823945338105532
3.577734374999989e-05	-0.7823945338105532
3.602734374999993e-05	-0.7561842830757893
3.627734374999996e-05	-0.7745314585901241
3.652734374999999e-05	-0.8138468346922698
3.677734374999992e-05	-0.8688883612352738
3.702734374999995e-05	-0.8872355367496084
3.727734374999998e-05	-0.8950986119700376
3.752734374999991e-05	-0.9134457874843723
3.777734374999994e-05	-0.952761163586518
3.802734374999998e-05	-0.952761163586518
3.82773437499999e-05	-0.9370350131456597
3.852734374999993e-05	-0.9606242388069471
3.877734374999997e-05	-1.018286790423428
3.902734374999989e-05	-1.034012940864286
3.927734374999992e-05	-1.020907815496904
3.952734374999996e-05	-0.9920765396886637
3.977734374999999e-05	-1.005181665056046
4.002734374999992e-05	-0.9973185898356165
4.027734374999995e-05	-0.9658662889538999
4.052734374999998e-05	-0.9763503892478055
4.077734374999991e-05	-1.018286790423428
4.102734374999994e-05	-1.028770890717333
4.127734374999997e-05	-1.010423715202998
4.15273437499999e-05	-0.9763503892478055
4.177734374999993e-05	-1.002560639982569
4.202734374999996e-05	-1.002560639982569
4.227734374999989e-05	-0.9737293641743291
4.252734374999992e-05	-0.9475191134395653
4.277734374999996e-05	-0.9370350131456597
4.302734374999999e-05	-0.9684873140273763
4.327734374999991e-05	-0.918687837631325
4.352734374999995e-05	-0.8190888848392225
4.377734374999998e-05	-0.7876365839575059
4.40273437499999e-05	-0.7981206842514115
4.427734374999994e-05	-0.7614263332227421
4.452734374999997e-05	-0.7168689069736437
4.47773437499999e-05	-0.7168689069736437
4.502734374999993e-05	-0.7430791577084075
4.527734374999996e-05	-0.7142478819001673
4.552734374999989e-05	-0.6670694305775924
4.577734374999992e-05	-0.6382381547693522
4.602734374999995e-05	-0.643480204916305
4.627734374999999e-05	-0.651343280136734
4.652734374999991e-05	-0.6172699541815411
4.677734374999994e-05	-0.6356171296958758
4.702734374999998e-05	-0.71948993204712
4.72773437499999e-05	-0.7509422329288367
4.752734374999994e-05	-0.7063848066797381
4.777734374999997e-05	-0.6959007063858326
4.802734374999989e-05	-0.7378371075614547
4.827734374999993e-05	-0.7719104335166477
4.852734374999996e-05	-0.7823945338105532
4.877734374999999e-05	-0.7928786341044587
4.902734374999992e-05	-0.8610252860148446
4.927734374999995e-05	-0.897719637043514
4.952734374999998e-05	-0.8950986119700376
4.977734374999991e-05	-0.8793724615291794
5.002734374999994e-05	-0.9134457874843723
5.027734374999997e-05	-0.9658662889538999
5.05273437499999e-05	-0.9606242388069471
5.077734374999993e-05	-0.9396560382191361
5.102734374999997e-05	-0.9842134644682347
5.127734374999989e-05	-1.036633965937762
5.152734374999992e-05	-1.028770890717333
5.177734374999996e-05	-1.018286790423428
5.202734374999999e-05	-0.9711083391008527
5.227734374999992e-05	-1.020907815496904
5.252734374999995e-05	-0.9999396149090929
5.277734374999998e-05	-0.952761163586518
5.302734374999991e-05	-0.9501401385130417
5.327734374999994e-05	-0.9580032137334707
5.352734374999997e-05	-0.9737293641743291
5.37773437499999e-05	-0.8741304113822266
5.402734374999993e-05	-0.8269519600596517
5.427734374999996e-05	-0.8531622107944155
5.452734374999989e-05	-0.8557832358678918
5.477734374999992e-05	-0.8190888848392225
5.502734374999995e-05	-0.8033627343983643
5.527734374999999e-05	-0.8164678597657462
5.552734374999991e-05	-0.8059837594718406
5.577734374999995e-05	-0.7352160824879783
5.602734374999998e-05	-0.6959007063858326
5.62773437499999e-05	-0.7168689069736437
5.652734374999994e-05	-0.7299740323410255
5.677734374999997e-05	-0.7063848066797381
5.702734374999989e-05	-0.685416606091927
5.727734374999993e-05	-0.7247319821940728
5.752734374999996e-05	-0.7299740323410255
5.777734374999989e-05	-0.7037637816062617
5.802734374999992e-05	-0.6565853302836868
5.827734374999995e-05	-0.6618273804306396
5.852734374999999e-05	-0.7325950574145019
5.877734374999991e-05	-0.7273530072675491
5.902734374999994e-05	-0.7063848066797381
5.927734374999998e-05	-0.7090058317532145
5.95273437499999e-05	-0.7483212078553603
5.977734374999993e-05	-0.7273530072675491
6.002734374999997e-05	-0.698521731459309
6.027734374999989e-05	-0.7037637816062617
6.052734374999993e-05	-0.7692894084431713
6.077734374999996e-05	-0.7745314585901241
6.102734374999999e-05	-0.7850155588840295
6.127734374999992e-05	-0.8007417093248879
6.152734374999995e-05	-0.8321940102066044
6.177734374999998e-05	-0.863646311088321
6.202734374999991e-05	-0.8531622107944155
6.227734374999994e-05	-0.8531622107944155
6.252734374999997e-05	-0.8898565618230848
6.27773437499999e-05	-0.931792962998707
6.302734374999993e-05	-0.9448980883660889
6.327734374999997e-05	-0.931792962998707
6.352734374999989e-05	-0.9108247624108959
6.377734374999992e-05	-0.9134457874843723
6.402734374999996e-05	-0.8793724615291794
6.427734374999999e-05	-0.8479201606474628
6.452734374999991e-05	-0.84267811050051
6.477734374999995e-05	-0.8610252860148446
6.502734374999998e-05	-0.8610252860148446
6.527734374999991e-05	-0.8321940102066044
6.552734374999994e-05	-0.7928786341044587
6.577734374999997e-05	-0.8059837594718406
6.60273437499999e-05	-0.7928786341044587
6.627734374999993e-05	-0.7745314585901241
6.652734374999996e-05	-0.7273530072675491
6.677734374999989e-05	-0.7404581326349311
6.702734374999992e-05	-0.7692894084431713
6.727734374999995e-05	-0.7352160824879783
6.752734374999999e-05	-0.7037637816062617
6.777734374999991e-05	-0.7011427565327853
6.802734374999995e-05	-0.685416606091927
6.827734374999998e-05	-0.6592063553571632
6.85273437499999e-05	-0.6382381547693522
6.877734374999994e-05	-0.6461012299897814
6.902734374999997e-05	-0.6880376311654034
6.927734374999989e-05	-0.664448405504116
6.952734374999993e-05	-0.6408591798428286
6.977734374999996e-05	-0.6382381547693522
7.002734374999989e-05	-0.6696904556510688
7.027734374999992e-05	-0.643480204916305
7.052734374999995e-05	-0.6329961046223994
7.077734374999999e-05	-0.6461012299897814
7.102734374999991e-05	-0.7247319821940728
7.127734374999994e-05	-0.7325950574145019
7.152734374999998e-05	-0.6827955810184507
7.17773437499999e-05	-0.6801745559449743
7.202734374999993e-05	-0.7116268568266909
7.227734374999997e-05	-0.7221109571205964
7.252734374999989e-05	-0.7116268568266909
7.277734374999993e-05	-0.7090058317532145
7.302734374999996e-05	-0.7928786341044587
7.327734374999999e-05	-0.8138468346922698
7.352734374999992e-05	-0.7692894084431713
7.377734374999995e-05	-0.7325950574145019
7.402734374999998e-05	-0.7378371075614547
7.427734374999991e-05	-0.7692894084431713
7.452734374999994e-05	-0.7483212078553603
7.477734374999997e-05	-0.71948993204712
7.50273437499999e-05	-0.7588053081492657
7.527734374999993e-05	-0.7876365839575059
7.552734374999997e-05	-0.7352160824879783
7.577734374999989e-05	-0.6880376311654034
7.602734374999992e-05	-0.6959007063858326
7.627734374999996e-05	-0.7247319821940728
7.652734374999999e-05	-0.7063848066797381
7.677734374999991e-05	-0.6696904556510688
7.702734374999995e-05	-0.6723114807245452
7.727734374999998e-05	-0.7168689069736437
7.752734374999991e-05	-0.7037637816062617
7.777734374999994e-05	-0.6539643052102104
7.802734374999997e-05	-0.6356171296958758
7.82773437499999e-05	-0.6696904556510688
7.852734374999993e-05	-0.6775535308714979
7.877734374999996e-05	-0.6592063553571632
7.902734374999989e-05	-0.6696904556510688
7.927734374999992e-05	-0.7090058317532145
7.952734374999995e-05	-0.71948993204712
7.977734374999999e-05	-0.7037637816062617
8.002734374999991e-05	-0.6487222550632578
8.027734374999995e-05	-0.6539643052102104
8.052734374999998e-05	-0.7037637816062617
8.07773437499999e-05	-0.6932796813123562
8.102734374999994e-05	-0.6775535308714979
8.127734374999997e-05	-0.7116268568266909
8.152734374999989e-05	-0.7404581326349311
8.177734374999993e-05	-0.6801745559449743
8.202734374999996e-05	-0.6565853302836868
8.227734374999999e-05	-0.651343280136734
8.252734374999992e-05	-0.6906586562388798
8.277734374999995e-05	-0.6592063553571632
8.302734374999998e-05	-0.6329961046223994
8.327734374999991e-05	-0.6487222550632578
8.352734374999994e-05	-0.6696904556510688
8.377734374999998e-05	-0.6329961046223994
8.40273437499999e-05	-0.5963017535937301
8.427734374999993e-05	-0.5831966282263481
8.452734374999997e-05	-0.6356171296958758
8.477734374999989e-05	-0.643480204916305
8.502734374999993e-05	-0.6120279040345884
8.527734374999996e-05	-0.6041648288141592
8.552734374999999e-05	-0.6487222550632578
8.577734374999992e-05	-0.6225120043284939
8.602734374999995e-05	-0.5858176532998245
8.627734374999998e-05	-0.5727125279324426
8.652734374999991e-05	-0.6120279040345884
8.677734374999994e-05	-0.6146489291080648
8.702734374999997e-05	-0.6225120043284939
8.72773437499999e-05	-0.6120279040345884
8.752734374999993e-05	-0.6041648288141592
8.777734374999996e-05	-0.643480204916305
8.802734374999989e-05	-0.5858176532998245
8.827734374999992e-05	-0.5622284276385371
8.852734374999996e-05	-0.5805756031528718
8.877734374999999e-05	-0.6277540544754466
8.902734374999991e-05	-0.630375079548923
8.927734374999995e-05	-0.6277540544754466
8.952734374999998e-05	-0.6225120043284939
8.97773437499999e-05	-0.6461012299897814
9.002734374999994e-05	-0.630375079548923
9.027734374999997e-05	-0.5858176532998245
9.05273437499999e-05	-0.5779545780793954
9.077734374999993e-05	-0.6251330294019702
9.102734374999996e-05	-0.643480204916305
9.127734374999989e-05	-0.6120279040345884
9.152734374999992e-05	-0.6015438037406828
9.177734374999995e-05	-0.6225120043284939
9.202734374999999e-05	-0.6120279040345884
9.227734374999991e-05	-0.575333553005919
9.252734374999994e-05	-0.5622284276385371
9.277734374999998e-05	-0.5910597034467773
9.30273437499999e-05	-0.6251330294019702
9.327734374999994e-05	-0.5831966282263481
9.352734374999997e-05	-0.5569863774915843
9.377734374999989e-05	-0.5517443273446315
9.402734374999993e-05	-0.5386392019772497
9.427734374999996e-05	-0.4993238258751039
9.452734374999999e-05	-0.4835976754342457
9.477734374999992e-05	-0.4940817757281512
9.502734374999995e-05	-0.5569863774915843
9.527734374999998e-05	-0.5229130515363913
9.552734374999991e-05	-0.4914607506546748
9.577734374999994e-05	-0.4731135751403401
9.602734374999998e-05	-0.5098079261690095
9.62773437499999e-05	-0.5098079261690095
9.652734374999993e-05	-0.4809766503607693
9.677734374999997e-05	-0.4993238258751039
9.702734374999989e-05	-0.5229130515363913
9.727734374999992e-05	-0.5465022771976789
9.752734374999996e-05	-0.5360181769037733
9.777734374999999e-05	-0.5071869010955331
9.802734374999992e-05	-0.5176710013894386
9.827734374999995e-05	-0.5360181769037733
9.852734374999998e-05	-0.5386392019772497
9.877734374999991e-05	-0.5596074025650607
9.902734374999994e-05	-0.5884386783733009
9.927734374999997e-05	-0.6120279040345884
9.95273437499999e-05	-0.5884386783733009
9.977734374999993e-05	-0.5622284276385371
0.00010002734375	-0.5622284276385371
0.0001002773437499999	-0.6225120043284939
0.0001005273437499999	-0.5779545780793954
0.00010077734375	-0.5543653524181079
0.00010102734375	-0.5779545780793954
0.0001012773437499999	-0.6198909792550175
0.0001015273437499999	-0.5936807285202537
0.00010177734375	-0.5569863774915843
0.0001020273437499999	-0.5307761267568205
0.0001022773437499999	-0.5805756031528718
0.00010252734375	-0.5465022771976789
0.0001027773437499999	-0.5098079261690095
0.0001030273437499999	-0.5098079261690095
0.00010327734375	-0.5596074025650607
0.0001035273437499999	-0.5438812521242025
0.0001037773437499999	-0.4704925500668637
0.00010402734375	-0.4469033244055763
0.00010427734375	-0.4731135751403401
0.0001045273437499999	-0.4888397255811985
0.0001047773437499999	-0.4573874246994818
0.00010502734375	-0.4259351238177652
0.0001052773437499999	-0.4390402491851472
0.0001055273437499999	-0.4547663996260055
0.00010577734375	-0.4337981990381944
0.0001060273437499999	-0.3604094969808557
0.0001062773437499999	-0.3682725722012848
0.00010652734375	-0.4128299984503834
0.00010677734375	-0.3735146223482376
0.0001070273437499999	-0.3682725722012848
0.00010727734375	-0.397103848009525
0.00010752734375	-0.4337981990381944
0.0001077773437499999	-0.4075879483034306
0.0001080273437499999	-0.3656515471278085
0.00010827734375	-0.3839987226421432
0.0001085273437499999	-0.4416612742586236
0.0001087773437499999	-0.431177173964718
0.00010902734375	-0.4049669232299542
0.0001092773437499999	-0.4285561488912416
0.0001095273437499999	-0.4835976754342457
0.00010977734375	-0.4678715249933874
0.00011002734375	-0.4364192241116708
0.0001102773437499999	-0.4364192241116708
0.0001105273437499999	-0.5071869010955331
0.00011077734375	-0.5386392019772497
0.0001110273437499999	-0.4993238258751039
0.0001112773437499999	-0.4940817757281512
0.00011152734375	-0.5360181769037733
0.0001117773437499999	-0.5412602270507261
0.0001120273437499999	-0.4809766503607693
0.00011227734375	-0.4495243494790527
0.0001125273437499999	-0.4757346002138165
0.0001127773437499999	-0.4940817757281512
0.00011302734375	-0.4835976754342457
0.00011327734375	-0.465250499919911
0.0001135273437499999	-0.4704925500668637
0.0001137773437499999	-0.4993238258751039
0.00011402734375	-0.4442822993321
0.0001142773437499999	-0.4180720485973362
0.0001145273437499999	-0.4259351238177652
0.00011477734375	-0.4914607506546748
0.0001150273437499999	-0.4940817757281512
0.0001152773437499999	-0.4573874246994818
0.00011552734375	-0.4390402491851472
0.0001157773437499999	-0.4442822993321
0.0001160273437499999	-0.410208973376907
0.00011627734375	-0.355167446833903
0.00011652734375	-0.3263361710256627
0.0001167773437499999	-0.3473043716134738
0.0001170273437499999	-0.3630305220543321
0.00011727734375	-0.3237151459521863
0.0001175273437499999	-0.3079889955113281
0.0001177773437499999	-0.3237151459521863
0.00011802734375	-0.3263361710256627
0.0001182773437499999	-0.2791577197030879
0.0001185273437499999	-0.2634315692622295
0.00011877734375	-0.3001259202908989
0.00011902734375	-0.3263361710256627
0.0001192773437499999	-0.3001259202908989
0.00011952734375	-0.2555684940418005
0.00011977734375	-0.2712946444826587
0.0001200273437499999	-0.3106100205848045
0.0001202773437499999	-0.2896418199969933
0.00012052734375	-0.2791577197030879
0.0001207773437499999	-0.3079889955113281
0.0001210273437499999	-0.3787566724951904
0.00012127734375	-0.3787566724951904
0.0001215273437499999	-0.3525464217604266
0.0001217773437499999	-0.3315782211726155
0.00012202734375	-0.3735146223482376
0.00012227734375	-0.3787566724951904
0.0001225273437499999	-0.3341992462460919
0.0001227773437499999	-0.3158520707317573
0.00012302734375	-0.3918617978625722
0.0001232773437499999	-0.4337981990381944
0.0001235273437499999	-0.4023458981564778
0.00012377734375	-0.3604094969808557
0.0001240273437499999	-0.3735146223482376
0.0001242773437499999	-0.3918617978625722
0.00012452734375	-0.3630305220543321
0.0001247773437499999	-0.3604094969808557
0.0001250273437499999	-0.376135647421714
0.00012527734375	-0.4154510235238598
0.00012552734375	-0.3866197477156196
0.0001257773437499999	-0.3473043716134738
0.0001260273437499999	-0.3315782211726155
0.00012627734375	-0.3525464217604266
0.0001265273437499999	-0.3315782211726155
0.0001267773437499999	-0.3001259202908989
0.00012702734375	-0.3106100205848045
0.0001272773437499999	-0.3630305220543321
0.0001275273437499999	-0.3499253966869502
0.00012777734375	-0.2817787447765643
0.0001280273437499999	-0.2241161931600839
0.0001282773437499999	-0.2712946444826587
0.00012852734375	-0.2739156695561351
0.00012877734375	-0.2424633686744185
0.0001290273437499999	-0.2188741430131311
0.0001292773437499999	-0.2791577197030879
0.00012952734375	-0.2896418199969933
0.0001297773437499999	-0.2372213185274658
0.0001300273437499999	-0.2110110677927019
0.00013027734375	-0.2477054188213713
0.0001305273437499999	-0.2634315692622295
0.0001307773437499999	-0.2477054188213713
0.00013102734375	-0.2398423436009421
0.00013127734375	-0.3027469453643753
0.0001315273437499999	-0.3237151459521863
0.00013177734375	-0.2843997698500407
0.00013202734375	-0.231979268380513
0.0001322773437499999	-0.2608105441887532
0.0001325273437499999	-0.2896418199969933
0.00013277734375	-0.3027469453643753
0.0001330273437499999	-0.2503264438948477
0.0001332773437499999	-0.2634315692622295
0.00013352734375	-0.3053679704378517
0.0001337773437499999	-0.2503264438948477
0.0001340273437499999	-0.2110110677927019
0.00013427734375	-0.2110110677927019
0.00013452734375	-0.2712946444826587
0.0001347773437499999	-0.2634315692622295
0.0001350273437499999	-0.2031479925722728
0.00013527734375	-0.2110110677927019
0.0001355273437499999	-0.2503264438948477
0.0001357773437499999	-0.2424633686744185
0.00013602734375	-0.1952849173518436
0.0001362773437499999	-0.1743167167640326
0.0001365273437499999	-0.2057690176457492
0.00013677734375	-0.2372213185274658
0.0001370273437499999	-0.1900428672048909
0.0001372773437499999	-0.1795587669109854
0.00013752734375	-0.2083900427192256
0.00013777734375	-0.2136320928661783
0.0001380273437499999	-0.1664536415436035
0.0001382773437499999	-0.1690746666170798
0.00013852734375	-0.1716956916905562
0.0001387773437499999	-0.1926638922783673
0.0001390273437499999	-0.1638326164701271
0.00013927734375	-0.1559695412496979
0.0001395273437499999	-0.1559695412496979
0.0001397773437499999	-0.176937741837509
0.00014002734375	-0.1454854409557924
0.0001402773437499999	-0.1061700648536467
0.0001405273437499999	-0.1035490397801703
0.00014077734375	-0.1638326164701271
0.00014102734375	-0.1507274911027452
0.0001412773437499999	-0.1323803155884105
0.0001415273437499999	-0.1114121150005994
0.00014177734375	-0.1402433908088396
0.0001420273437499999	-0.1350013406618868
0.0001422773437499999	-0.1245172403679813
0.00014252734375	-0.1507274911027452
0.0001427773437499999	-0.2293582433070366
0.0001430273437499999	-0.2712946444826587
0.00014327734375	-0.2293582433070366
0.00014352734375	-0.19790594242532
0.0001437773437499999	-0.176937741837509
0.0001440273437499999	-0.1716956916905562
0.00014427734375	-0.1035490397801703
0.0001445273437499999	-0.07995981411888284
0.0001447773437499999	-0.1323803155884105
0.00014502734375	-0.1926638922783673
0.0001452773437499999	-0.1952849173518436
0.0001455273437499999	-0.1874218421314145
0.00014577734375	-0.19790594242532
0.0001460273437499999	-0.2214951680866075
