time	V(buff)	V(n009)
3.057726154888942e-005	-2.148774e-002	-1.000000e+000
3.090584691089835e-005	-2.075455e-002	-1.000000e+000
3.126783467664116e-005	-1.999830e-002	-1.000000e+000
3.163551627714098e-005	-1.927686e-002	-1.000000e+000
3.200269978904385e-005	-1.859653e-002	-1.000000e+000
3.233511877423936e-005	-1.801058e-002	-1.000000e+000
3.262980646362511e-005	-1.751342e-002	-1.000000e+000
3.293433198790208e-005	-1.701961e-002	-1.000000e+000
3.326454332280451e-005	-1.650493e-002	-1.000000e+000
3.367816885439420e-005	-1.588569e-002	-1.000000e+000
3.405551418151748e-005	-1.534398e-002	-1.000000e+000
3.447755657322479e-005	-1.476332e-002	-1.000000e+000
3.486603340970819e-005	-1.424910e-002	-1.000000e+000
3.516240970388425e-005	-1.387015e-002	-1.000000e+000
3.540035728385479e-005	-1.357498e-002	-1.000000e+000
3.566590246473020e-005	-1.325425e-002	-1.000000e+000
3.592051342095071e-005	-1.295500e-002	-1.000000e+000
3.625045548657044e-005	-1.257867e-002	-1.000000e+000
3.736147260562887e-005	-1.139543e-002	-1.000000e+000
3.758152511599853e-005	-1.117540e-002	-1.000000e+000
3.777072013543536e-005	-1.099083e-002	-1.000000e+000
3.796717252356535e-005	-1.080297e-002	-1.000000e+000
3.816191658142072e-005	-1.062043e-002	-1.000000e+000
3.838170644325821e-005	-1.041857e-002	-1.000000e+000
3.859103542590470e-005	-1.023064e-002	-1.000000e+000
3.887871800456075e-005	-9.978980e-003	-1.000000e+000
3.920564461040746e-005	-9.701691e-003	-1.000000e+000
3.962666141203702e-005	-9.357970e-003	-1.000000e+000
4.068177810654875e-005	-8.556780e-003	-1.000000e+000
4.137041945537129e-005	-8.076816e-003	-1.000000e+000
4.203128710336604e-005	-7.644602e-003	-1.000000e+000
4.268476311081193e-005	-7.245840e-003	-1.000000e+000
4.346450748844999e-005	-6.802477e-003	-1.000000e+000
4.420547990127416e-005	-6.413022e-003	-1.000000e+000
4.520839744827713e-005	-5.931871e-003	-1.000000e+000
4.637423490782730e-005	-5.425332e-003	-1.000000e+000
4.746637727753141e-005	-4.999984e-003	-1.000000e+000
4.859746181776431e-005	-4.610307e-003	-1.000000e+000
5.016362181888463e-005	-4.137079e-003	-1.000000e+000
5.167719218257342e-005	-3.742734e-003	-1.000000e+000
5.349198292336191e-005	-3.347701e-003	-1.000000e+000
5.593338917336191e-005	-2.913038e-003	-1.000000e+000
5.837479542336192e-005	-2.566149e-003	-1.000000e+000
6.081620167336192e-005	-2.294653e-003	-1.000000e+000
6.325760792336191e-005	-2.082164e-003	-1.000000e+000
6.569901417336192e-005	-1.915859e-003	-1.000000e+000
6.814042042336192e-005	-1.785700e-003	-1.000000e+000
7.058182667336192e-005	-1.683830e-003	-1.000000e+000
7.302323292336192e-005	-1.604101e-003	-1.000000e+000
7.546463917336192e-005	-1.541701e-003	-1.000000e+000
8.034745167336193e-005	-1.454641e-003	-1.000000e+000
8.523026417336193e-005	-1.401312e-003	-1.000000e+000
9.255448292336194e-005	-1.357422e-003	-1.000000e+000
9.883238470907623e-005	-1.343500e-003	-1.000000e+000
1.051102864947905e-004	-1.332318e-003	-1.000000e+000
1.113881882805048e-004	-1.323874e-003	-1.000000e+000
1.176660900662191e-004	-1.318170e-003	-1.000000e+000
1.239439918519334e-004	-1.315206e-003	-1.000000e+000
1.302218936376477e-004	-1.314980e-003	-1.000000e+000
1.364997954233620e-004	-1.317494e-003	-1.000000e+000
1.392950347815747e-004	-1.317387e-003	-1.000000e+000
1.420902741397874e-004	-1.317295e-003	-1.000000e+000
1.448855134980000e-004	-1.317219e-003	-1.000000e+000
1.476807528562128e-004	-1.317159e-003	-1.000000e+000
1.504759922144254e-004	-1.317114e-003	-1.000000e+000
1.532712315726381e-004	-1.317085e-003	-1.000000e+000
1.560664709308508e-004	-1.317071e-003	-1.000000e+000
1.563000000000000e-004	-1.317268e-003	-1.000000e+000
1.564038283142683e-004	-1.322411e-003	-9.993355e-001
1.564461167411902e-004	-1.333286e-003	-9.990649e-001
1.565088189599524e-004	-1.368422e-003	-9.986635e-001
1.565848796274277e-004	-1.463752e-003	-9.981768e-001
1.567216470661750e-004	-1.812828e-003	-9.973015e-001
1.568811117276743e-004	-2.585461e-003	-9.962809e-001
1.570880979830933e-004	-4.335292e-003	-9.949562e-001
1.573356857427384e-004	-7.687087e-003	-9.933716e-001
