Freq,ch1p2p,ch2p2p,ch3amp,mathp2p,mathamp,phase1,phase2,zin,phazin
723.8229939338624,1.0082939467108856,0.5712775502240655,0.25629232561422116,0.00005123061865064701,0.0000240234375,12.054686498722171,13.251968128901254,10668.428513372459,154.6933453723766
2537.802892265631,1.0195598008640796,0.48128177176410997,0.2335977380025802,0.00005650430518599624,0.00002666015625,7.37942100572065,6.492960338395628,8762.05434852169,166.12761865588374
4332.720868469828,1.0364585820938712,0.47267347991141856,0.22538073214319293,0.00005900827033864572,0.000027050781250000002,5.972827418988985,5.019437624714287,8331.764249625616,169.0077349562967
6373.960247734589,1.0345809397350054,0.4711083359382019,0.22303301618336802,0.000059853342002383835,0.00002724609375,5.573814158876194,4.6009525361985775,8185.871274973793,169.82523330492523
9091.460088490208,1.0402138668116025,0.47423862388463517,0.2222504441967597,0.00006058864142439911,0.00002763671875,5.560417679590508,4.54820484553861,8041.853528532931,169.8913774748709
11479.902994819695,1.0383362244527368,0.48128177176411,0.2218591582034556,0.00006112094949799104,0.00002724609375,5.978677792970623,4.880465344672857,8142.787741947617,169.14085686235651
13403.328493242485,1.0420915091704681,0.4883249196435847,0.2206853002235431,0.00006201302852182507,0.00002763671875,6.351749482161149,5.136052620053981,7985.220757205235,168.51219789778486
15405.353360292702,1.038336224452737,0.49145520759001804,0.21598986830389325,0.00006181030237789885,0.000027636718750000002,6.650317867237695,5.36605606455574,7815.322443222144,167.98362606820655
18027.491925185903,1.0496020786059312,0.49067263560340957,0.2199027282369348,0.00006221787630172825,0.000027539062500000003,7.208569762473545,5.7848682034136045,7985.120344490114,167.00656203411285
24838.549428713366,1.0402138668116025,0.4977157834828845,0.2163811542971974,0.00006198177868326018,0.000028027343750000003,8.871268663658817,7.027950455236818,7720.358954715335,164.10078088110438
26575.86579187775,1.0608679327591253,0.5157149391748755,0.21246829436415585,0.00006418873776729446,0.00002783203125,9.883667843475752,7.821382560263176,7633.948541364757,162.29494959626106
29154.455707570396,1.057112648041394,0.5118020792418341,0.21677244029050155,0.00006472157624988061,0.000028125,10.318055800830253,8.0945462734435,7707.464543662278,161.58739792572624
30932.070273797155,1.0608679327591255,0.5110195072552257,0.21168572237754757,0.0000658788810947707,0.000027539062500000003,11.00631538846353,8.596591030706906,7686.743961510946,160.39709358082956
32742.155525238737,1.049602078605931,0.5078892193087925,0.2085554344311143,0.00006472237186337196,0.000026367187500000003,11.544354442388393,8.982165702450528,7909.657957683741,159.4734798551611
34530.88355898307,1.0796443563477824,0.5102369352686174,0.2120770083708517,0.00006821030912407039,0.00002841796875,11.81996091732125,9.141496749858383,7462.77857634887,159.03854233282036
36156.149370092084,1.0533573633236626,0.4797166277908933,0.2144247243306766,0.00006500335520595902,0.000027832031250000004,12.047162862720922,9.28471533192113,7704.24272682852,158.66812180535797
37884.393405747775,1.0496020786059312,0.4992809274561011,0.21598986830389325,0.00006448574383590965,0.000028710937500000002,12.610534594174537,9.64820367182282,7522.9124198362815,157.74126173400265
40566.66561024308,1.0514797209647968,0.524323231027567,0.20933800641772263,0.00006581717703113224,0.000028222656250000002,13.224340019080534,10.058507844333544,7417.374345043182,156.71715213658592
42915.57701334406,1.0458467938881997,0.489107491630193,0.21051186439763508,0.00006661550653927156,0.0000283203125,13.84781026878267,10.406253221805013,7433.246522178562,155.74593650941233
45364.33229373405,1.0439691515293341,0.5078892193087925,0.2093380064177226,0.00006641145437285973,0.000028027343750000003,14.509316526171622,10.865003437874272,7469.063364869266,154.6256800359541
47619.04761904762,1.057112648041394,0.49615063950966776,0.21677244029050158,0.00006644323462041889,0.000028222656250000002,14.994135210993253,11.116972365750229,7680.795116175557,153.88889242325652
49680.4409139131,1.0514797209647968,0.5110195072552256,0.21598986830389325,0.00006555089039208772,0.000029296875000000002,15.621497687700366,11.497899026278047,7372.4541714395555,152.8806032860216
51306.13039544659,1.0477244362470655,0.4969332114962761,0.19994714257842292,0.00006584922248318849,0.0000279296875,15.890615207855571,11.605939502879767,7158.94664336731,152.50344528926465
52940.10599050387,1.0439691515293341,0.5024112154025342,0.20503386049137692,0.00006691251260788675,0.0000294921875,16.002477796399624,11.630293679442916,6952.141494806952,152.36722852415744
54475.039366727666,1.043969151529334,0.4906726356034097,0.20581643247798523,0.0000673521319837724,0.00002890625,16.473494867921612,11.882845546743678,7120.136042481651,151.64365958533472
56465.2738565782,1.057112648041394,0.5000634994427093,0.20268614453155198,0.00006608319846567964,0.00002861328125,17.155594817188717,12.263316900803641,7083.638634822841,150.58108828200764
57834.80932586301,1.0458467938881997,0.48206434375071827,0.19994714257842292,0.00006788337923937587,0.000029394531250000002,17.3437750183872,12.328411003900486,6802.188504993524,150.3278139777123
59029.6993174691,1.0533573633236624,0.5016286434159261,0.2034687165181603,0.00006678857407161557,0.000029492187500000005,17.567673212403758,12.444745388601225,6899.071712403845,149.98758139899502
60737.1977375394,1.0477244362470652,0.48597720368375985,0.21012057840433093,0.00006722633701602141,0.00002861328125,17.888973435576748,12.622960062835892,7343.463217953409,149.48806650158735
63135.04981750025,1.0420915091704681,0.4844120597105432,0.19759942661859797,0.00006818065051248818,0.00002900390625,18.78091768297838,13.06299002479768,6812.855651765802,148.15609229222395
