Freq.	V(vout)
1.00000000000000e+003	(-6.15710268988067e+001dB,8.87533280390813e+001°)
1.00770481413610e+003	(-6.15043782987678e+001dB,8.87571646223487e+001°)
1.01546899243308e+003	(-6.14377295037514e+001dB,8.87609280193127e+001°)
1.02329299228075e+003	(-6.13710805180853e+001dB,8.87646184733610e+001°)
1.03117727459306e+003	(-6.13044313458394e+001dB,8.87682361829706e+001°)
1.03912230383517e+003	(-6.12377819911110e+001dB,8.87717813495496e+001°)
1.04712854805090e+003	(-6.11711324580411e+001dB,8.87752541977548e+001°)
1.05519647889024e+003	(-6.11044827506120e+001dB,8.87786549193416e+001°)
1.06332657163716e+003	(-6.10378328728805e+001dB,8.87819837364922e+001°)
1.07151930523761e+003	(-6.09711828287100e+001dB,8.87852408173849e+001°)
1.07977516232771e+003	(-6.09045326221399e+001dB,8.87884263786640e+001°)
1.08809462926223e+003	(-6.08378822569435e+001dB,8.87915405859533e+001°)
1.09647819614319e+003	(-6.07712317369908e+001dB,8.87945836287577e+001°)
1.10492635684876e+003	(-6.07045810660660e+001dB,8.87975556832163e+001°)
1.11343960906236e+003	(-6.06379302480130e+001dB,8.88004569477284e+001°)
1.12201845430197e+003	(-6.05712792864339e+001dB,8.88032875467829e+001°)
1.13066339794964e+003	(-6.05046281851558e+001dB,8.88060476911719e+001°)
1.13937494928134e+003	(-6.04379769478107e+001dB,8.88087375224620e+001°)
1.14815362149688e+003	(-6.03713255779697e+001dB,8.88113571983765e+001°)
1.15699993175021e+003	(-6.03046740792884e+001dB,8.88139068771396e+001°)
1.16591440117983e+003	(-6.02380224553510e+001dB,8.88163867091612e+001°)
1.17489755493953e+003	(-6.01713707096635e+001dB,8.88187968391016e+001°)
1.18394992222930e+003	(-6.01047188457462e+001dB,8.88211373961099e+001°)
1.19307203632654e+003	(-6.00380668671152e+001dB,8.88234085420606e+001°)
1.20226443461742e+003	(-5.99714147772190e+001dB,8.88256103951001e+001°)
1.21152765862859e+003	(-5.99047625794367e+001dB,8.88277430765766e+001°)
1.22086225405907e+003	(-5.98381102772534e+001dB,8.88298067277444e+001°)
1.23026877081238e+003	(-5.97714578740394e+001dB,8.88318014696067e+001°)
1.23974776302895e+003	(-5.97048053731334e+001dB,8.88337274119912e+001°)
