Freq.	V(vout)
1.00000000000000e+003	(-6.69386418839708e+001dB,8.87625107429185e+001°)
1.00770481413610e+003	(-6.68719937468573e+001dB,8.87666156668684e+001°)
1.01546899243308e+003	(-6.68053454076255e+001dB,8.87706478929486e+001°)
1.02329299228075e+003	(-6.67386968712316e+001dB,8.87746078189450e+001°)
1.03117727459306e+003	(-6.66720481416345e+001dB,8.87784955988768e+001°)
1.03912230383517e+003	(-6.66053992226550e+001dB,8.87823113737964e+001°)
1.04712854805090e+003	(-6.65387501188280e+001dB,8.87860554141573e+001°)
1.05519647889024e+003	(-6.64721008346524e+001dB,8.87897280674801e+001°)
1.06332657163716e+003	(-6.64054513736848e+001dB,8.87933294175662e+001°)
1.07151930523761e+003	(-6.63388017401749e+001dB,8.87968597297490e+001°)
1.07977516232771e+003	(-6.62721519381030e+001dB,8.88003191705577e+001°)
1.08809462926223e+003	(-6.62055019714891e+001dB,8.88037079973648e+001°)
1.09647819614319e+003	(-6.61388518440815e+001dB,8.88070262878942e+001°)
1.10492635684876e+003	(-6.60722015601143e+001dB,8.88102744348524e+001°)
1.11343960906236e+003	(-6.60055511233049e+001dB,8.88134524930179e+001°)
1.12201845430197e+003	(-6.59389005373491e+001dB,8.88165606862813e+001°)
1.13066339794964e+003	(-6.58722498060448e+001dB,8.88195991680676e+001°)
1.13937494928134e+003	(-6.58055989333021e+001dB,8.88225681295381e+001°)
1.14815362149688e+003	(-6.57389479227495e+001dB,8.88254677817286e+001°)
1.15699993175021e+003	(-6.56722967779786e+001dB,8.88282982516281e+001°)
1.16591440117983e+003	(-6.56056455030505e+001dB,8.88310597636408e+001°)
1.17489755493953e+003	(-6.55389941010039e+001dB,8.88337523891816e+001°)
1.18394992222930e+003	(-6.54723425758145e+001dB,8.88363763264196e+001°)
1.19307203632654e+003	(-6.54056909310297e+001dB,8.88389317834074e+001°)
1.20226443461742e+003	(-6.53390391700253e+001dB,8.88414188440926e+001°)
1.21152765862859e+003	(-6.52723872963902e+001dB,8.88438376489282e+001°)
1.22086225405907e+003	(-6.52057353135638e+001dB,8.88461883810458e+001°)
1.23026877081238e+003	(-6.51390832251391e+001dB,8.88484711984903e+001°)
1.23974776302895e+003	(-6.50724310344762e+001dB,8.88506861690173e+001°)
1.24929978911874e+003	(-6.50057787450289e+001dB,8.88528334782246e+001°)
1.25892541179417e+003	(-6.49391263600412e+001dB,8.88549132044902e+001°)
1.26862519810326e+003	(-6.48724738830940e+001dB,8.88569255244712e+001°)
1.27839971946303e+003	(-6.48058213172993e+001dB,8.88588704775630e+001°)
1.28824955169314e+003	(-6.47391686660343e+001dB,8.88607482753504e+001°)
1.29817527504985e+003	(-6.46725159327842e+001dB,8.88625589559375e+001°)
1.30817747426020e+003	(-6.46058631206782e+001dB,8.88643026803793e+001°)
1.31825673855641e+003	(-6.45392102329170e+001dB,8.88659794744002e+001°)
1.32841366171065e+003	(-6.44725572729555e+001dB,8.88675895456581e+001°)
1.33864884207000e+003	(-6.44059042437271e+001dB,8.88691328440990e+001°)
1.34896288259166e+003	(-6.43392511487647e+001dB,8.88706096028130e+001°)
1.35935639087853e+003	(-6.42725979909981e+001dB,8.88720198028901e+001°)
1.36982997921497e+003	(-6.42059447737791e+001dB,8.88733636069998e+001°)
1.38038426460289e+003	(-6.41392915003638e+001dB,8.88746410991178e+001°)
1.39101986879806e+003	(-6.40726381734949e+001dB,8.88758522246881e+001°)
1.40173741834677e+003	(-6.40059847966175e+001dB,8.88769971720499e+001°)
1.41253754462276e+003	(-6.39393313731464e+001dB,8.88780760363480e+001°)
1.42342088386435e+003	(-6.38726779056498e+001dB,8.88790887774748e+001°)
1.43438807721197e+003	(-6.38060243974835e+001dB,8.88800355233139e+001°)
1.44543977074593e+003	(-6.37393708516836e+001dB,8.88809162837410e+001°)
1.45657661552446e+003	(-6.36727172716419e+001dB,8.88817311942690e+001°)
1.46779926762207e+003	(-6.36060636598192e+001dB,8.88824801642229e+001°)
1.47910838816821e+003	(-6.35394100198762e+001dB,8.88831633692074e+001°)
1.49050464338620e+003	(-6.34727563545673e+001dB,8.88837807818335e+001°)
1.50198870463249e+003	(-6.34061026672827e+001dB,8.88843324817938e+001°)
1.51356124843621e+003	(-6.33394489607336e+001dB,8.88848184646594e+001°)
1.52522295653902e+003	(-6.32727952379976e+001dB,8.88852387428941e+001°)
1.53697451593528e+003	(-6.32061415022816e+001dB,8.88855933803881e+001°)
1.54881661891249e+003	(-6.31394877566660e+001dB,8.88858823802861e+001°)
1.56074996309212e+003	(-6.30728340040137e+001dB,8.88861057641772e+001°)
1.57277525147067e+003	(-6.30061802474719e+001dB,8.88862635888607e+001°)
1.58489319246112e+003	(-6.29395264900459e+001dB,8.88863557650957e+001°)
1.59710449993461e+003	(-6.28728727346876e+001dB,8.88863823565061e+001°)
1.60940989326254e+003	(-6.28062189848244e+001dB,8.88863434200655e+001°)
1.62181009735894e+003	(-6.27395652429802e+001dB,8.88862388483487e+001°)
1.63430584272314e+003	(-6.26729115125178e+001dB,8.88860686894755e+001°)
1.64689786548288e+003	(-6.26062577964051e+001dB,8.88858329307290e+001°)
1.65958690743757e+003	(-6.25396040977268e+001dB,8.88855315677836e+001°)
1.67237371610209e+003	(-6.24729504194353e+001dB,8.88851645509210e+001°)
1.68525904475076e+003	(-6.24062967648052e+001dB,8.88847318889602e+001°)
1.69824365246175e+003	(-6.23396431366210e+001dB,8.88842335397065e+001°)
1.71132830416179e+003	(-6.22729895380975e+001dB,8.88836694747580e+001°)
1.72451377067121e+003	(-6.22063359723460e+001dB,8.88830396510238e+001°)
1.73780082874938e+003	(-6.21396824424020e+001dB,8.88823440722487e+001°)
1.75119026114047e+003	(-6.20730289513741e+001dB,8.88815826576342e+001°)
1.76468285661951e+003	(-6.20063755023582e+001dB,8.88807553734268e+001°)
1.77827941003893e+003	(-6.19397220983132e+001dB,8.88798621535193e+001°)
1.79198072237534e+003	(-6.18730687428452e+001dB,8.88789030109025e+001°)
