Freq,ch1p2p,ch2p2p,ch3amp,mathp2p,mathamp,phase1,phase2,zin,phazin
504335.03079963545,1.0308256550172739,0.41398058091579537,0.12755923381715434,0.00009644831756856759,0.000039941406250000006,59.0209426149214,18.005156939177265,3193.6590569380446,102.97390044590132
522012.5538345173,1.0195598008640798,0.3998942851568458,0.12951566378367513,0.00009488343879984811,0.000042285156250000005,60.031067443687256,18.76016466490508,3062.9108479095453,101.20876789140767
536174.8007556947,1.025192727940677,0.35293996596034727,0.07786591266752674,0.00009748221428618076,0.0000412109375,61.3169390458845,18.01133885451877,1889.44773866226,100.67172209959672
545670.2253855276,1.0327032973761399,0.34667939006748083,0.13068952176358758,0.00009928027342390007,0.00004345703125,61.79935196164224,17.46659589622448,3007.327422155364,100.7340521421333
559332.9486246658,1.0345809397350054,0.362330829799647,0.14986253543549116,0.00009626187935516661,0.00002392578125,61.823962301016564,17.632956803800074,6263.642297385426,100.54308089518337
575556.4461735447,1.0270703702995427,0.35293996596034727,0.08764806250013059,0.00009970466568724894,0.00004619140625,63.47850990313724,17.428171157061552,1897.4971670218545,99.09331893980121
586498.690851136,1.0477244362470652,0.33963624218800603,0.11229908007829231,0.00009907701687097959,0.00004140625000000001,63.910838354732924,16.536008155038857,2712.1287264191346,99.55315349022821
595770.0327673489,1.0233150855818112,0.34746196205408914,0.1279505198104585,0.0000980441809713549,0.00004853515625,65.24371797051889,16.832085527354035,2636.2441103804726,97.92419650212707
610087.0675786881,1.0195598008640796,0.3177242265629734,0.11621194001133386,0.00010000034573337855,0.000040625,65.70075312609752,16.536187476931406,2860.6016002789875,97.76305939697107
619157.1078913483,1.025192727940677,0.3255499464290565,0.12403765987741697,0.00009863898872207664,0.00004501953125,66.85457369061128,16.256721986992343,2755.1966098584594,96.88870432239638
636308.4682051977,1.0289480126584083,0.352157393973739,0.13186337974350004,0.00010170677699138005,0.0000447265625,67.79920038888805,16.203088930661927,2948.211809112315,95.99771068045001
665328.3624892493,1.036458582093871,0.3232022304692316,0.09351735239969292,0.00010251980320306192,0.000030468750000000002,68.80540967943698,15.551539230997475,3069.2874633745364,95.64305108956555
816501.3203911228,1.0251927279406767,0.2754653392861247,0.07630076869431011,0.00010380422903818859,0.0000486328125,75.59821936093263,12.945987363735075,1568.9154044773807,91.4557932753323
825409.6702407439,1.0082939467108856,0.2754653392861247,0.09586506835951783,0.00010493214047599358,0.00004619140625000001,77.46514583392543,13.30550367774892,2075.3875264301532,89.22935048832565
838046.3045525149,1.0195598008640796,0.2621616155137835,0.09508249637290953,0.0001021602974573169,0.00004775390625,76.71964254081831,12.781144013691085,1991.0935845779009,90.4992134454906
852988.6914378012,1.0007833772754227,0.245727603795009,0.09390863839299707,0.00010213010843674046,0.000047070312500000007,76.17291258592238,12.61846728717378,1995.0714878512238,91.20862012690384
874523.6427206591,1.0289480126584083,0.24494503180840066,0.07747462667422257,0.00010262931024028767,0.00004775390625,77.46665910197656,12.237481360254636,1622.372550396808,90.2958595377688
