Freq.	V(att)
2.57039578276884e+004	(3.15559626479766e+000dB,-1.05920960808825e+002°)
2.63026799189536e+004	(3.35087145133273e+000dB,-1.06291547176585e+002°)
2.69153480392689e+004	(3.54592018080819e+000dB,-1.06670741496007e+002°)
2.75422870333814e+004	(3.74073143359846e+000dB,-1.07058741891902e+002°)
2.81838293126443e+004	(3.93529363988701e+000dB,-1.07455750856215e+002°)
2.88403150312658e+004	(4.12959465114237e+000dB,-1.07861975322990e+002°)
2.95120922666636e+004	(4.32362171005451e+000dB,-1.08277626742133e+002°)
3.01995172040199e+004	(4.51736141884820e+000dB,-1.08702921151630e+002°)
3.09029543251356e+004	(4.71079970588588e+000dB,-1.09138079247819e+002°)
3.16227766016835e+004	(4.90392179046869e+000dB,-1.09583326453284e+002°)
3.23593656929625e+004	(5.09671214574034e+000dB,-1.10038892981864e+002°)
3.31131121482588e+004	(5.28915445959457e+000dB,-1.10505013900242e+002°)
3.38844156139199e+004	(5.48123159348337e+000dB,-1.10981929185477e+002°)
3.46736850452528e+004	(5.67292553901908e+000dB,-1.11469883777823e+002°)
3.54813389233572e+004	(5.86421737226051e+000dB,-1.11969127628042e+002°)
3.63078054770098e+004	(6.05508720556971e+000dB,-1.12479915738396e+002°)
3.71535229097169e+004	(6.24551413692335e+000dB,-1.13002508196347e+002°)
3.80189396320557e+004	(6.43547619656062e+000dB,-1.13537170199959e+002°)
3.89045144994277e+004	(6.62495029084752e+000dB,-1.14084172073830e+002°)
3.98107170553493e+004	(6.81391214323690e+000dB,-1.14643789274287e+002°)
4.07380277804108e+004	(7.00233623220357e+000dB,-1.15216302382462e+002°)
4.16869383470331e+004	(7.19019572603475e+000dB,-1.15801997083679e+002°)
4.26579518801588e+004	(7.37746241435921e+000dB,-1.16401164131484e+002°)
4.36515832240161e+004	(7.56410663630209e+000dB,-1.17014099294440e+002°)
4.46683592150958e+004	(7.75009720515869e+000dB,-1.17641103283665e+002°)
4.57088189614870e+004	(7.93540132948891e+000dB,-1.18282481658859e+002°)
4.67735141287193e+004	(8.11998453054457e+000dB,-1.18938544710424e+002°)
4.78630092322633e+004	(8.30381055595580e+000dB,-1.19609607314987e+002°)
4.89778819368441e+004	(8.48684128961990e+000dB,-1.20295988761482e+002°)
5.01187233627267e+004	(8.66903665775729e+000dB,-1.20998012544646e+002°)
5.12861383991359e+004	(8.85035453112431e+000dB,-1.21716006122557e+002°)
5.24807460249767e+004	(9.03075062340387e+000dB,-1.22450300634592e+002°)
5.37031796370247e+004	(9.21017838583039e+000dB,-1.23201230575863e+002°)
5.49540873857619e+004	(9.38858889814858e+000dB,-1.23969133423967e+002°)
5.62341325190343e+004	(9.56593075605497e+000dB,-1.24754349213557e+002°)
5.75439937337151e+004	(9.74214995532814e+000dB,-1.25557220053995e+002°)
5.88843655355583e+004	(9.91718977291988e+000dB,-1.26378089585040e+002°)
6.02559586074351e+004	(1.00909906453544e+001dB,-1.27217302365287e+002°)
6.16595001861475e+004	(1.02634900448677e+001dB,-1.28075203187807e+002°)
6.30957344480186e+004	(1.04346223538162e+001dB,-1.28952136317226e+002°)
6.45654229034648e+004	(1.06043187379892e+001dB,-1.29848444642296e+002°)
6.60693448007589e+004	(1.07725070195828e+001dB,-1.30764468737866e+002°)
6.76082975391974e+004	(1.09391115507202e+001dB,-1.31700545830100e+002°)
6.91830970918929e+004	(1.11040530885536e+001dB,-1.32657008658769e+002°)
7.07945784384130e+004	(1.12672486731363e+001dB,-1.33634184230548e+002°)
7.24435960074982e+004	(1.14286115094257e+001dB,-1.34632392457446e+002°)
7.41310241300909e+004	(1.15880508549613e+001dB,-1.35651944674823e+002°)
7.58577575029175e+004	(1.17454719149509e+001dB,-1.36693142033943e+002°)
7.76247116628683e+004	(1.19007757467048e+001dB,-1.37756273764655e+002°)
7.94328234724272e+004	(1.20538591755627e+001dB,-1.38841615304680e+002°)
8.12830516164090e+004	(1.22046147246711e+001dB,-1.39949426293033e+002°)
8.31763771102661e+004	(1.23529305611819e+001dB,-1.41079948426464e+002°)
8.51138038202367e+004	(1.24986904616468e+001dB,-1.42233403179413e+002°)
8.70963589956071e+004	(1.26417737995800e+001dB,-1.43409989389842e+002°)
8.91250938133735e+004	(1.27820555583342e+001dB,-1.44609880715552e+002°)
9.12010839355899e+004	(1.29194063725898e+001dB,-1.45833222968094e+002°)
9.33254300796980e+004	(1.30536926018676e+001dB,-1.47080131334246e+002°)
9.54992586021425e+004	(1.31847764395457e+001dB,-1.48350687498217e+002°)
9.77237220955799e+004	(1.33125160608723e+001dB,-1.49644936681197e+002°)
9.99999999999988e+004	(1.34367658134080e+001dB,-1.50962884618643e+002°)
1.02329299228074e+005	(1.35573764531943e+001dB,-1.52304494499678e+002°)
1.04712854805089e+005	(1.36741954297113e+001dB,-1.53669683897103e+002°)
1.07151930523759e+005	(1.37870672223550e+001dB,-1.55058321720788e+002°)
1.09647819614317e+005	(1.38958337307116e+001dB,-1.56470225231401e+002°)
1.12201845430195e+005	(1.40003347203364e+001dB,-1.57905157155476e+002°)
1.14815362149687e+005	(1.41004083250430e+001dB,-1.59362822946637e+002°)
1.17489755493952e+005	(1.41958916058790e+001dB,-1.60842868241071e+002°)
1.20226443461740e+005	(1.42866211660089e+001dB,-1.62344876558057e+002°)
1.23026877081237e+005	(1.43724338196512e+001dB,-1.63868367298217e+002°)
1.25892541179415e+005	(1.44531673120352e+001dB,-1.65412794093026e+002°)
1.28824955169312e+005	(1.45286610860870e+001dB,-1.66977543558812e+002°)
1.31825673855639e+005	(1.45987570902339e+001dB,-1.68561934506782e+002°)
1.34896288259164e+005	(1.46633006203822e+001dB,-1.70165217657479e+002°)
1.38038426460287e+005	(1.47221411878072e+001dB,-1.71786575903319e+002°)
1.41253754462274e+005	(1.47751334034420e+001dB,-1.73425125156478e+002°)
1.44543977074591e+005	(1.48221378679200e+001dB,-1.75079915811390e+002°)
1.47910838816819e+005	(1.48630220557556e+001dB,-1.76749934841602e+002°)
1.51356124843619e+005	(1.48976611813001e+001dB,-1.78434108539780e+002°)
1.54881661891246e+005	(1.49259390336210e+001dB,1.79868694102385e+002°)
1.58489319246109e+005	(1.49477487672759e+001dB,1.78159657390530e+002°)
1.62181009735891e+005	(1.49629936361039e+001dB,1.76440014329761e+002°)
1.65958690743754e+005	(1.49715876576771e+001dB,1.74711041475500e+002°)
1.69824365246172e+005	(1.49734561969236e+001dB,1.72974053288920e+002°)
1.73780082874935e+005	(1.49685364586684e+001dB,1.71230396064938e+002°)
1.77827941003890e+005	(1.49567778803927e+001dB,1.69481441511380e+002°)
1.81970085860996e+005	(1.49381424183589e+001dB,1.67728580066853e+002°)
1.86208713666284e+005	(1.49126047223239e+001dB,1.65973214051554e+002°)
1.90546071796322e+005	(1.48801521963068e+001dB,1.64216750749489e+002°)
1.94984459975802e+005	(1.48407849452090e+001dB,1.62460595522205e+002°)
1.99526231496885e+005	(1.47945156094264e+001dB,1.60706145052984e+002°)
2.04173794466950e+005	(1.47413690918634e+001dB,1.58954780816705e+002°)
2.08929613085401e+005	(1.46813821838829e+001dB,1.57207862864200e+002°)
2.13796208950220e+005	(1.46146030986252e+001dB,1.55466724001417e+002°)
2.18776162394952e+005	(1.45410909217598e+001dB,1.53732664433156e+002°)
2.23872113856831e+005	(1.44609149910335e+001dB,1.52006946929195e+002°)
2.29086765276774e+005	(1.43741542169307e+001dB,1.50290792557587e+002°)
2.34422881531989e+005	(1.42808963573464e+001dB,1.48585377016352e+002°)
2.39883291901946e+005	(1.41812372593879e+001dB,1.46891827581109e+002°)
2.45470891568500e+005	(1.40752800812955e+001dB,1.45211220672942e+002°)
2.51188643150955e+005	(1.39631345070171e+001dB,1.43544580038245e+002°)
2.57039578276883e+005	(1.38449159652431e+001dB,1.41892875520872e+002°)
2.63026799189535e+005	(1.37207448637377e+001dB,1.40257022396843e+002°)
2.69153480392688e+005	(1.35907458486481e+001dB,1.38637881233333e+002°)
2.75422870333813e+005	(1.34550470971901e+001dB,1.37036258226806e+002°)
2.81838293126442e+005	(1.33137796507329e+001dB,1.35452905969931e+002°)
2.88403150312657e+005	(1.31670767939078e+001dB,1.33888524593446e+002°)
2.95120922666635e+005	(1.30150734839658e+001dB,1.32343763227132e+002°)
3.01995172040197e+005	(1.28579058332624e+001dB,1.30819221723606e+002°)
3.09029543251355e+005	(1.26957106464748e+001dB,1.29315452589418e+002°)
3.16227766016834e+005	(1.25286250129877e+001dB,1.27832963069855e+002°)
3.23593656929624e+005	(1.23567859538289e+001dB,1.26372217336715e+002°)
3.31131121482586e+005	(1.21803301216179e+001dB,1.24933638731888e+002°)
3.38844156139198e+005	(1.19993935512004e+001dB,1.23517612023712e+002°)
3.46736850452527e+005	(1.18141114579934e+001dB,1.22124485637644e+002°)
3.54813389233570e+005	(1.16246180805468e+001dB,1.20754573827476e+002°)
3.63078054770096e+005	(1.14310465634377e+001dB,1.19408158758243e+002°)
3.71535229097167e+005	(1.12335288763381e+001dB,1.18085492476754e+002°)
3.80189396320556e+005	(1.10321957649328e+001dB,1.16786798750405e+002°)
3.89045144994275e+005	(1.08271767292934e+001dB,1.15512274759441e+002°)
3.98107170553492e+005	(1.06186000253285e+001dB,1.14262092632063e+002°)
4.07380277804107e+005	(1.04065926850176e+001dB,1.13036400815768e+002°)
4.16869383470329e+005	(1.01912805512847e+001dB,1.11835325281869e+002°)
4.26579518801586e+005	(9.97278832356750e+000dB,1.10658970563457e+002°)
4.36515832240160e+005	(9.75123961037632e+000dB,1.09507420629940e+002°)
4.46683592150957e+005	(9.52675698541073e+000dB,1.08380739603857e+002°)
4.57088189614868e+005	(9.29946204409624e+000dB,1.07278972327853e+002°)
4.67735141287191e+005	(9.06947545771570e+000dB,1.06202144791553e+002°)
4.78630092322631e+005	(8.83691702263221e+000dB,1.05150264429617e+002°)
4.89778819368439e+005	(8.60190570242705e+000dB,1.04123320303443e+002°)
5.01187233627265e+005	(8.36455966110309e+000dB,1.03121283179955e+002°)
5.12861383991357e+005	(8.12499628582634e+000dB,1.02144105521532e+002°)
5.24807460249765e+005	(7.88333219799346e+000dB,1.01191721401583e+002°)
5.37031796370245e+005	(7.63968325171759e+000dB,1.00264046360404e+002°)
5.49540873857616e+005	(7.39416451911620e+000dB,9.93609772159790e+001°)
5.62341325190341e+005	(7.14689026206149e+000dB,9.84823918441177e+001°)
5.75439937337148e+005	(6.89797389031379e+000dB,9.76281489419716e+001°)
5.88843655355580e+005	(6.64752790620074e+000dB,9.67980877884041e+001°)
6.02559586074349e+005	(6.39566383622809e+000dB,9.59920280140327e+001°)
6.16595001861473e+005	(6.14249215021192e+000dB,9.52097693929599e+001°)
6.30957344480184e+005	(5.88812216870465e+000dB,9.44510916673269e+001°)
6.45654229034646e+005	(5.63266195965047e+000dB,9.37157544148425e+001°)
6.60693448007586e+005	(5.37621822534704e+000dB,9.30034969683995e+001°)
6.76082975391971e+005	(5.11889618091089e+000dB,9.23140383957924e+001°)
6.91830970918926e+005	(4.86079942554410e+000dB,9.16470775464082e+001°)
7.07945784384127e+005	(4.60202980797847e+000dB,9.10022931706020e+001°)
7.24435960074979e+005	(4.34268728753235e+000dB,9.03793441162799e+001°)
7.41310241300906e+005	(4.08286979225406e+000dB,8.97778696060389e+001°)
7.58577575029172e+005	(3.82267307564511e+000dB,8.91974895970342e+001°)
7.76247116628680e+005	(3.56219057345740e+000dB,8.86378052245918e+001°)
7.94328234724269e+005	(3.30151326204129e+000dB,8.80983993294717e+001°)
8.12830516164087e+005	(3.04072951968730e+000dB,8.75788370676006e+001°)
8.31763771102658e+005	(2.77992499235415e+000dB,8.70786666000683e+001°)
8.51138038202363e+005	(2.51918246511037e+000dB,8.65974198602191e+001°)
8.70963589956067e+005	(2.25858174053837e+000dB,8.61346133937666e+001°)
8.91250938133732e+005	(1.99819952525839e+000dB,8.56897492670423e+001°)
9.12010839355895e+005	(1.73810932562716e+000dB,8.52623160377450e+001°)
9.33254300796976e+005	(1.47838135355493e+000dB,8.48517897819166e+001°)
9.54992586021421e+005	(1.21908244326451e+000dB,8.44576351702999e+001°)
9.77237220955795e+005	(9.60275979689561e-001dB,8.40793065867885e+001°)
9.99999999999984e+005	(7.02021839079248e-001dB,8.37162492813098e+001°)
1.02329299228074e+006	(4.44376342242516e-001dB,8.33679005492273e+001°)
1.04712854805088e+006	(1.87392220730230e-001dB,8.30336909291900e+001°)
1.07151930523759e+006	(-6.88814038803363e-002dB,8.27130454113025e+001°)
1.09647819614317e+006	(-3.24399027566704e-001dB,8.24053846475268e+001°)
1.12201845430195e+006	(-5.79118758404036e-001dB,8.21101261563608e+001°)
1.14815362149686e+006	(-8.33002298288575e-001dB,8.18266855140685e+001°)
1.17489755493951e+006	(-1.08601491217667e+000dB,8.15544775250317e+001°)
1.20226443461739e+006	(-1.33812538528239e+000dB,8.12929173641908e+001°)
1.23026877081236e+006	(-1.58930596877579e+000dB,8.10414216849727e+001°)
1.25892541179415e+006	(-1.83953231461245e+000dB,8.07994096866313e+001°)
1.28824955169311e+006	(-2.08878340020297e+000dB,8.05663041354697e+001°)
1.31825673855639e+006	(-2.33704144369784e+000dB,8.03415323350198e+001°)
1.34896288259163e+006	(-2.58429181071730e+000dB,8.01245270408739e+001°)
1.38038426460286e+006	(-2.83052291339938e+000dB,7.99147273165242e+001°)
1.41253754462273e+006	(-3.07572610266978e+000dB,7.97115793272004e+001°)
1.44543977074590e+006	(-3.31989555465681e+000dB,7.95145370693811e+001°)
1.47910838816818e+006	(-3.56302815218276e+000dB,7.93230630342763e+001°)
1.51356124843618e+006	(-3.80512336226038e+000dB,7.91366288042339e+001°)
1.54881661891246e+006	(-4.04618311051098e+000dB,7.89547155816154e+001°)
1.58489319246109e+006	(-4.28621165339845e+000dB,7.87768146502714e+001°)
1.62181009735890e+006	(-4.52521544914424e+000dB,7.86024277702872e+001°)
1.65958690743753e+006	(-4.76320302815076e+000dB,7.84310675071692e+001°)
1.69824365246172e+006	(-5.00018486371720e+000dB,7.82622574970971e+001°)
1.73780082874935e+006	(-5.23617324378347e+000dB,7.80955326502782e+001°)
1.77827941003889e+006	(-5.47118214438483e+000dB,7.79304392947965e+001°)
1.81970085860995e+006	(-5.70522710544390e+000dB,7.77665352636600e+001°)
1.86208713666284e+006	(-5.93832510946866e+000dB,7.76033899280157e+001°)
1.90546071796322e+006	(-6.17049446366550e+000dB,7.74405841796996e+001°)
1.94984459975801e+006	(-6.40175468591673e+000dB,7.72777103664701e+001°)
1.99526231496885e+006	(-6.63212639501238e+000dB,7.71143721833802e+001°)
2.04173794466950e+006	(-6.86163120546807e+000dB,7.69501845238297e+001°)
2.08929613085400e+006	(-7.09029162720372e+000dB,7.67847732938710e+001°)
2.13796208950220e+006	(-7.31813097030399e+000dB,7.66177751933455e+001°)
2.18776162394952e+006	(-7.54517325502925e+000dB,7.64488374674009e+001°)
2.23872113856830e+006	(-7.77144312719740e+000dB,7.62776176318779e+001°)
2.29086765276773e+006	(-7.99696577901156e+000dB,7.61037831759705e+001°)
2.34422881531988e+006	(-8.22176687536648e+000dB,7.59270112454574e+001°)
2.39883291901945e+006	(-8.44587248562855e+000dB,7.57469883096913e+001°)
2.45470891568499e+006	(-8.66930902084934e+000dB,7.55634098153696e+001°)
2.51188643150954e+006	(-8.89210317634176e+000dB,7.53759798299926e+001°)
2.57039578276882e+006	(-9.11428187952034e+000dB,7.51844106777341e+001°)
2.63026799189534e+006	(-9.33587224288324e+000dB,7.49884225702977e+001°)
2.69153480392687e+006	(-9.55690152199275e+000dB,7.47877432351716e+001°)
2.75422870333812e+006	(-9.77739707829357e+000dB,7.45821075435114e+001°)
2.81838293126441e+006	(-9.99738634659369e+000dB,7.43712571397430e+001°)
2.88403150312656e+006	(-1.02168968070204e+001dB,7.41549400747883e+001°)
2.95120922666634e+006	(-1.04359559612553e+001dB,7.39329104446832e+001°)
3.01995172040196e+006	(-1.06545913128436e+001dB,7.37049280361911e+001°)
3.09029543251354e+006	(-1.08728303513708e+001dB,7.34707579808769e+001°)
3.16227766016832e+006	(-1.10907005402920e+001dB,7.32301704189772e+001°)
3.23593656929623e+006	(-1.13082293082025e+001dB,7.29829401742569e+001°)
3.31131121482585e+006	(-1.15254440433340e+001dB,7.27288464409370e+001°)
3.38844156139197e+006	(-1.17423720910633e+001dB,7.24676724836720e+001°)
3.46736850452526e+006	(-1.19590407542212e+001dB,7.21992053514214e+001°)
3.54813389233569e+006	(-1.21754772959932e+001dB,7.19232356060152e+001°)
3.63078054770095e+006	(-1.23917089452037e+001dB,7.16395570660798e+001°)
3.71535229097166e+006	(-1.26077629037817e+001dB,7.13479665669470e+001°)
3.80189396320555e+006	(-1.28236663562073e+001dB,7.10482637370811e+001°)
3.89045144994274e+006	(-1.30394464807437e+001dB,7.07402507915113e+001°)
3.98107170553490e+006	(-1.32551304622601e+001dB,7.04237323426779e+001°)
4.07380277804106e+006	(-1.34707455064591e+001dB,7.00985152290896e+001°)
4.16869383470328e+006	(-1.36863188553188e+001dB,6.97644083621034e+001°)
4.26579518801585e+006	(-1.39018778035697e+001dB,6.94212225911351e+001°)
4.36515832240158e+006	(-1.41174497160234e+001dB,6.90687705875527e+001°)
4.46683592150955e+006	(-1.43330620455741e+001dB,6.87068667474859e+001°)
4.57088189614867e+006	(-1.45487423516974e+001dB,6.83353271137532e+001°)
4.67735141287190e+006	(-1.47645183192667e+001dB,6.79539693170895e+001°)
4.78630092322630e+006	(-1.49804177775141e+001dB,6.75626125368120e+001°)
4.89778819368437e+006	(-1.51964687189570e+001dB,6.71610774810878e+001°)
5.01187233627263e+006	(-1.54126993181144e+001dB,6.67491863868712e+001°)
5.12861383991356e+006	(-1.56291379498340e+001dB,6.63267630396317e+001°)
5.24807460249763e+006	(-1.58458132070496e+001dB,6.58936328129134e+001°)
5.37031796370243e+006	(-1.60627539177854e+001dB,6.54496227277646e+001°)
5.49540873857615e+006	(-1.62799891612221e+001dB,6.49945615320451e+001°)
5.62341325190339e+006	(-1.64975482826360e+001dB,6.45282797995736e+001°)
5.75439937337146e+006	(-1.67154609070173e+001dB,6.40506100490557e+001°)
5.88843655355578e+006	(-1.69337569511725e+001dB,6.35613868826801e+001°)
6.02559586074347e+006	(-1.71524666341096e+001dB,6.30604471442156e+001°)
6.16595001861471e+006	(-1.73716204855025e+001dB,6.25476300964175e+001°)
6.30957344480182e+006	(-1.75912493520254e+001dB,6.20227776174439e+001°)
6.45654229034644e+006	(-1.78113844013470e+001dB,6.14857344159711e+001°)
6.60693448007584e+006	(-1.80320571235670e+001dB,6.09363482645585e+001°)
6.76082975391969e+006	(-1.82532993298796e+001dB,6.03744702507933e+001°)
6.91830970918924e+006	(-1.84751431482423e+001dB,5.97999550456149e+001°)
7.07945784384125e+006	(-1.86976210158303e+001dB,5.92126611881242e+001°)
7.24435960074977e+006	(-1.89207656680560e+001dB,5.86124513860876e+001°)
7.41310241300904e+006	(-1.91446101239337e+001dB,5.79991928312400e+001°)
7.58577575029170e+006	(-1.93691876675739e+001dB,5.73727575283316e+001°)
7.76247116628677e+006	(-1.95945318255967e+001dB,5.67330226367790e+001°)
7.94328234724267e+006	(-1.98206763402594e+001dB,5.60798708236137e+001°)
8.12830516164084e+006	(-2.00476551381034e+001dB,5.54131906263135e+001°)
8.31763771102655e+006	(-2.02755022939379e+001dB,5.47328768239104e+001°)
8.51138038202361e+006	(-2.05042519899916e+001dB,5.40388308146803e+001°)
8.70963589956064e+006	(-2.07339384700809e+001dB,5.33309609985267e+001°)
8.91250938133729e+006	(-2.09645959886643e+001dB,5.26091831620518e+001°)
9.12010839355893e+006	(-2.11962587546768e+001dB,5.18734208641366e+001°)
9.33254300796974e+006	(-2.14289608700647e+001dB,5.11236058197612e+001°)
9.54992586021418e+006	(-2.16627362629722e+001dB,5.03596782796160e+001°)
9.77237220955792e+006	(-2.18976186155665e+001dB,4.95815874029458e+001°)
9.99999999999981e+006	(-2.21336412865261e+001dB,4.87892916210135e+001°)
1.02329299228073e+007	(-2.23708372282567e+001dB,4.79827589884059e+001°)
1.04712854805088e+007	(-2.26092388989475e+001dB,4.71619675193738e+001°)
1.07151930523759e+007	(-2.28488781696260e+001dB,4.63269055063702e+001°)
1.09647819614316e+007	(-2.30897862264220e+001dB,4.54775718178960e+001°)
1.12201845430194e+007	(-2.33319934683056e+001dB,4.46139761727806e+001°)
1.14815362149686e+007	(-2.35755294006183e+001dB,4.37361393880812e+001°)
1.17489755493951e+007	(-2.38204225247768e+001dB,4.28440935978538e+001°)
1.20226443461739e+007	(-2.40667002245832e+001dB,4.19378824401475e+001°)
1.23026877081236e+007	(-2.43143886496405e+001dB,4.10175612097509e+001°)
1.25892541179414e+007	(-2.45635125964246e+001dB,4.00831969743847e+001°)
1.28824955169311e+007	(-2.48140953876253e+001dB,3.91348686522870e+001°)
1.31825673855638e+007	(-2.50661587504232e+001dB,3.81726670494129e+001°)
1.34896288259163e+007	(-2.53197226944222e+001dB,3.71966948547477e+001°)
1.38038426460286e+007	(-2.55748053900036e+001dB,3.62070665926356e+001°)
1.41253754462273e+007	(-2.58314230479147e+001dB,3.52039085313505e+001°)
1.44543977074590e+007	(-2.60895898009407e+001dB,3.41873585476132e+001°)
1.47910838816818e+007	(-2.63493175885400e+001dB,3.31575659471451e+001°)
1.51356124843618e+007	(-2.66106160453480e+001dB,3.21146912418594e+001°)
1.54881661891245e+007	(-2.68734923944690e+001dB,3.10589058847238e+001°)
1.58489319246108e+007	(-2.71379513464846e+001dB,2.99903919638691e+001°)
1.62181009735890e+007	(-2.74039950051010e+001dB,2.89093418579416e+001°)
1.65958690743753e+007	(-2.76716227803509e+001dB,2.78159578552440e+001°)
1.69824365246171e+007	(-2.79408313102386e+001dB,2.67104517396156e+001°)
1.73780082874934e+007	(-2.82116143916881e+001dB,2.55930443464813e+001°)
1.77827941003889e+007	(-2.84839629216120e+001dB,2.44639650928698e+001°)
1.81970085860995e+007	(-2.87578648488663e+001dB,2.33234514855908e+001°)
1.86208713666283e+007	(-2.90333051377984e+001dB,2.21717486120618e+001°)
1.90546071796321e+007	(-2.93102657440238e+001dB,2.10091086185181e+001°)
1.94984459975801e+007	(-2.95887256029952e+001dB,1.98357901805396e+001°)
1.99526231496884e+007	(-2.98686606318396e+001dB,1.86520579709852e+001°)
2.04173794466949e+007	(-3.01500437448538e+001dB,1.74581821303763e+001°)
2.08929613085400e+007	(-3.04328448829570e+001dB,1.62544377448207e+001°)
2.13796208950219e+007	(-3.07170310572964e+001dB,1.50411043364848e+001°)
2.18776162394951e+007	(-3.10025664071101e+001dB,1.38184653713258e+001°)
2.23872113856830e+007	(-3.12894122718481e+001dB,1.25868077886417e+001°)
2.29086765276773e+007	(-3.15775272774529e+001dB,1.13464215566001e+001°)
2.34422881531988e+007	(-3.18668674366048e+001dB,1.00975992575271e+001°)
2.39883291901944e+007	(-3.21573862626383e+001dB,8.84063570632810e+000°)
2.45470891568498e+007	(-3.24490348967472e+001dB,7.57582760471795e+000°)
2.51188643150953e+007	(-3.27417622480048e+001dB,6.30347323363207e+000°)
2.57039578276881e+007	(-3.30355151456403e+001dB,5.02387218540666e+000°)
2.63026799189533e+007	(-3.33302385029404e+001dB,3.73732513672293e+000°)
2.69153480392686e+007	(-3.36258754920646e+001dB,2.44413366272482e+000°)
2.75422870333811e+007	(-3.39223677289986e+001dB,1.14460009212777e+000°)
2.81838293126440e+007	(-3.42196554678150e+001dB,-1.60972597730422e-001°)
2.88403150312655e+007	(-3.45176778033428e+001dB,-1.47228084717226e+000°)
2.95120922666633e+007	(-3.48163728813115e+001dB,-2.78902054402537e+000°)
3.01995172040196e+007	(-3.51156781149837e+001dB,-4.11088701951170e+000°)
3.09029543251353e+007	(-3.54155304072574e+001dB,-5.43757501334684e+000°)
3.16227766016832e+007	(-3.57158663771833e+001dB,-6.76877861146700e+000°)
3.23593656929622e+007	(-3.60166225898184e+001dB,-8.10419116030842e+000°)
3.31131121482584e+007	(-3.63177357883139e+001dB,-9.44350516173258e+000°)
3.38844156139196e+007	(-3.66191431271154e+001dB,-1.07864121529071e+001°)
3.46736850452525e+007	(-3.69207824051489e+001dB,-1.21326025757377e+001°)
3.54813389233568e+007	(-3.72225922978445e+001dB,-1.34817656401749e+001°)
3.63078054770094e+007	(-3.75245125868586e+001dB,-1.48335891859679e+001°)
3.71535229097165e+007	(-3.78264843863496e+001dB,-1.61877595471830e+001°)
3.80189396320554e+007	(-3.81284503646670e+001dB,-1.75439614235518e+001°)
3.89045144994273e+007	(-3.84303549603273e+001dB,-1.89018777625590e+001°)
3.98107170553489e+007	(-3.87321445911652e+001dB,-2.02611896557563e+001°)
4.07380277804104e+007	(-3.90337678555633e+001dB,-2.16215762523204e+001°)
4.16869383470327e+007	(-3.93351757246995e+001dB,-2.29827146925609e+001°)
4.26579518801584e+007	(-3.96363217247759e+001dB,-2.43442800634555e+001°)
4.36515832240157e+007	(-3.99371621082349e+001dB,-2.57059453777769e+001°)
4.46683592150954e+007	(-4.02376560130108e+001dB,-2.70673815778277e+001°)
4.57088189614866e+007	(-4.05377656089208e+001dB,-2.84282575642613e+001°)
4.67735141287189e+007	(-4.08374562303504e+001dB,-2.97882402497921e+001°)
4.78630092322629e+007	(-4.11366964944595e+001dB,-3.11469946371616e+001°)
4.89778819368436e+007	(-4.14354584042015e+001dB,-3.25041839201152e+001°)
5.01187233627262e+007	(-4.17337174355272e+001dB,-3.38594696057155e+001°)
5.12861383991354e+007	(-4.20314526082246e+001dB,-3.52125116557539e+001°)
5.24807460249762e+007	(-4.23286465399360e+001dB,-3.65629686447863e+001°)
5.37031796370242e+007	(-4.26252854829833e+001dB,-3.79104979318540e+001°)
5.49540873857613e+007	(-4.29213593437328e+001dB,-3.92547558428403e+001°)
5.62341325190337e+007	(-4.32168616843167e+001dB,-4.05953978600145e+001°)
5.75439937337145e+007	(-4.35117897066454e+001dB,-4.19320788155171e+001°)
5.88843655355577e+007	(-4.38061442187309e+001dB,-4.32644530852630e+001°)
6.02559586074345e+007	(-4.40999295834484e+001dB,-4.45921747799403e+001°)
6.16595001861469e+007	(-4.43931536499671e+001dB,-4.59148979300005e+001°)
6.30957344480180e+007	(-4.46858276681648e+001dB,-4.72322766615510e+001°)
6.45654229034642e+007	(-4.49779661864541e+001dB,-4.85439653606783e+001°)
6.60693448007582e+007	(-4.52695869335194e+001dB,-4.98496188237930e+001°)
6.76082975391968e+007	(-4.55607106845690e+001dB,-5.11488923923301e+001°)
6.91830970918922e+007	(-4.58513611127680e+001dB,-5.24414420703467e+001°)
7.07945784384123e+007	(-4.61415646266150e+001dB,-5.37269246243844e+001°)
7.24435960074975e+007	(-4.64313501940696e+001dB,-5.50049976651848e+001°)
7.41310241300902e+007	(-4.67207491543306e+001dB,-5.62753197118409e+001°)
7.58577575029168e+007	(-4.70097950181966e+001dB,-5.75375502391738e+001°)
7.76247116628675e+007	(-4.72985232580081e+001dB,-5.87913497099880e+001°)
7.94328234724265e+007	(-4.75869710882010e+001dB,-6.00363795941730e+001°)
8.12830516164082e+007	(-4.78751772375632e+001dB,-6.12723023775113e+001°)
8.31763771102654e+007	(-4.81631817142928e+001dB,-6.24987815631652e+001°)
8.51138038202359e+007	(-4.84510255650012e+001dB,-6.37154816694930e+001°)
8.70963589956062e+007	(-4.87387506288301e+001dB,-6.49220682282842e+001°)
8.91250938133727e+007	(-4.90263992878528e+001dB,-6.61182077875827e+001°)
9.12010839355890e+007	(-4.93140142149650e+001dB,-6.73035679237935e+001°)
9.33254300796971e+007	(-4.96016381204602e+001dB,-6.84778172677104e+001°)
9.54992586021416e+007	(-4.98893134985074e+001dB,-6.96406255493609e+001°)
9.77237220955790e+007	(-5.01770823747427e+001dB,-7.07916636665021e+001°)
