Freq.	V(n002)
1.41253754462272e+008	(-3.99367041173382e+001dB,4.22459045994975e+000°)
1.44543977074590e+008	(-4.02587086422194e+001dB,4.09282740456701e+000°)
1.47910838816818e+008	(-4.05778992479059e+001dB,3.96383646091231e+000°)
1.51356124843618e+008	(-4.08941914774710e+001dB,3.83758097611335e+000°)
1.54881661891245e+008	(-4.12075008071096e+001dB,3.71402596271045e+000°)
1.58489319246108e+008	(-4.15177428060189e+001dB,3.59313803467227e+000°)
1.62181009735889e+008	(-4.18248333057431e+001dB,3.47488533696789e+000°)
1.65958690743752e+008	(-4.21286885785849e+001dB,3.35923746874734e+000°)
1.69824365246171e+008	(-4.24292255245795e+001dB,3.24616540024292e+000°)
1.73780082874934e+008	(-4.27263618664308e+001dB,3.13564138356877e+000°)
1.77827941003888e+008	(-4.30200163516989e+001dB,3.02763885766717e+000°)
1.81970085860994e+008	(-4.33101089614279e+001dB,2.92213234772362e+000°)
1.86208713666283e+008	(-4.35965611242938e+001dB,2.81909735945060e+000°)
1.90546071796321e+008	(-4.38792959352535e+001dB,2.71851026871859e+000°)
1.94984459975800e+008	(-4.41582383775769e+001dB,2.62034820709230e+000°)
1.99526231496884e+008	(-4.44333155470501e+001dB,2.52458894390865e+000°)
2.04173794466948e+008	(-4.47044568770560e+001dB,2.43121076560812e+000°)
2.08929613085399e+008	(-4.49715943631594e+001dB,2.34019235310291e+000°)
2.13796208950219e+008	(-4.52346627857639e+001dB,2.25151265802997e+000°)
2.18776162394950e+008	(-4.54935999293514e+001dB,2.16515077879455e+000°)
2.23872113856829e+008	(-4.57483467967826e+001dB,2.08108583735767e+000°)
2.29086765276772e+008	(-4.59988478171116e+001dB,1.99929685775763e+000°)
2.34422881531987e+008	(-4.62450510453669e+001dB,1.91976264737986e+000°)
2.39883291901944e+008	(-4.64869083527616e+001dB,1.84246168199987e+000°)
2.45470891568498e+008	(-4.67243756058308e+001dB,1.76737199561997e+000°)
2.51188643150952e+008	(-4.69574128330435e+001dB,1.69447107610042e+000°)
2.57039578276881e+008	(-4.71859843775064e+001dB,1.62373576755031e+000°)
2.63026799189532e+008	(-4.74100590344689e+001dB,1.55514218039230e+000°)
2.69153480392686e+008	(-4.76296101724418e+001dB,1.48866560994807e+000°)
2.75422870333810e+008	(-4.78446158368671e+001dB,1.42428046431028e+000°)
2.81838293126439e+008	(-4.80550588354176e+001dB,1.36196020217151e+000°)
2.88403150312654e+008	(-4.82609268041533e+001dB,1.30167728117307e+000°)
2.95120922666632e+008	(-4.84622122539291e+001dB,1.24340311721959e+000°)
3.01995172040195e+008	(-4.86589125966209e+001dB,1.18710805507866e+000°)
3.09029543251352e+008	(-4.88510301509150e+001dB,1.13276135045357e+000°)
3.16227766016831e+008	(-4.90385721275906e+001dB,1.08033116358144e+000°)
3.23593656929621e+008	(-4.92215505944107e+001dB,1.02978456427303e+000°)
3.31131121482584e+008	(-4.93999824209176e+001dB,9.81087548175944e-001°)
3.38844156139195e+008	(-4.95738892036078e+001dB,9.34205063912649e-001°)
3.46736850452524e+008	(-4.97432971721327e+001dB,8.89101050621212e-001°)
3.54813389233567e+008	(-4.99082370773329e+001dB,8.45738485311962e-001°)
3.63078054770093e+008	(-5.00687440620600e+001dB,8.04079439349730e-001°)
3.71535229097164e+008	(-5.02248575158799e+001dB,7.64085143280252e-001°)
3.80189396320553e+008	(-5.03766209148647e+001dB,7.25716059142436e-001°)
3.89045144994272e+008	(-5.05240816477884e+001dB,6.88931959346317e-001°)
3.98107170553488e+008	(-5.06672908301196e+001dB,6.53692011150389e-001°)
4.07380277804103e+008	(-5.08063031072742e+001dB,6.19954865741788e-001°)
4.16869383470326e+008	(-5.09411764486346e+001dB,5.87678750908504e-001°)
4.26579518801583e+008	(-5.10719719338691e+001dB,5.56821566293865e-001°)
4.36515832240156e+008	(-5.11987535330953e+001dB,5.27340980239201e-001°)
4.46683592150953e+008	(-5.13215878824201e+001dB,4.99194527249873e-001°)
4.57088189614864e+008	(-5.14405440563648e+001dB,4.72339705161372e-001°)
4.67735141287187e+008	(-5.15556933386415e+001dB,4.46734071134522e-001°)
4.78630092322627e+008	(-5.16671089926922e+001dB,4.22335335670316e-001°)
4.89778819368435e+008	(-5.17748660333340e+001dB,3.99101453903993e-001°)
5.01187233627261e+008	(-5.18790410007761e+001dB,3.76990713512718e-001°)
5.12861383991353e+008	(-5.19797117381858e+001dB,3.55961818650139e-001°)
5.24807460249761e+008	(-5.20769571738890e+001dB,3.35973969402404e-001°)
5.37031796370240e+008	(-5.21708571091881e+001dB,3.16986936342372e-001°)
5.49540873857612e+008	(-5.22614920126795e+001dB,2.98961129840345e-001°)
5.62341325190336e+008	(-5.23489428218471e+001dB,2.81857663869358e-001°)
5.75439937337144e+008	(-5.24332907526019e+001dB,2.65638414119734e-001°)
5.88843655355575e+008	(-5.25146171173352e+001dB,2.50266070310318e-001°)
6.02559586074344e+008	(-5.25930031519496e+001dB,2.35704182651720e-001°)
6.16595001861468e+008	(-5.26685298522325e+001dB,2.21917202479422e-001°)
6.30957344480179e+008	(-5.27412778198452e+001dB,2.08870517131265e-001°)
6.45654229034641e+008	(-5.28113271181071e+001dB,1.96530479194368e-001°)
6.60693448007581e+008	(-5.28787571376748e+001dB,1.84864430290787e-001°)
6.76082975391966e+008	(-5.29436464721368e+001dB,1.73840719609171e-001°)
6.91830970918920e+008	(-5.30060728034724e+001dB,1.63428717421406e-001°)
7.07945784384121e+008	(-5.30661127972613e+001dB,1.53598823849077e-001°)
7.24435960074973e+008	(-5.31238420074731e+001dB,1.44322473164564e-001°)
7.41310241300900e+008	(-5.31793347906118e+001dB,1.35572133926385e-001°)
7.58577575029166e+008	(-5.32326642289516e+001dB,1.27321305258107e-001°)
7.76247116628673e+008	(-5.32839020625592e+001dB,1.19544509585453e-001°)
7.94328234724263e+008	(-5.33331186297673e+001dB,1.12217282147374e-001°)
8.12830516164080e+008	(-5.33803828157393e+001dB,1.05316157594490e-001°)
8.31763771102651e+008	(-5.34257620087457e+001dB,9.88186539827641e-002°)
8.51138038202356e+008	(-5.34693220637557e+001dB,9.27032544620442e-002°)
8.70963589956060e+008	(-5.35111272729400e+001dB,8.69493869486733e-002°)
8.91250938133724e+008	(-5.35512403426736e+001dB,8.15374020590803e-002°)
9.12010839355888e+008	(-5.35897223766263e+001dB,7.64485495675287e-002°)
9.33254300796969e+008	(-5.36266328645292e+001dB,7.16649536363892e-002°)
9.54992586021413e+008	(-5.36620296762108e+001dB,6.71695870517127e-002°)
9.77237220955787e+008	(-5.36959690605032e+001dB,6.29462446808147e-002°)
9.99999999999976e+008	(-5.37285056486295e+001dB,5.89795163522917e-002°)
1.02329299228073e+009	(-5.37596924616914e+001dB,5.52547593426003e-002°)
1.04712854805087e+009	(-5.37895809218947e+001dB,5.17580706372253e-002°)
1.07151930523758e+009	(-5.38182208671584e+001dB,4.84762591187159e-002°)
1.09647819614316e+009	(-5.38456605687729e+001dB,4.53968178185991e-002°)
1.12201845430194e+009	(-5.38719467517863e+001dB,4.25078963555045e-002°)
1.14815362149686e+009	(-5.38971246178153e+001dB,3.97982736678360e-002°)
1.17489755493950e+009	(-5.39212378699931e+001dB,3.72573311360608e-002°)
1.20226443461738e+009	(-5.39443287397849e+001dB,3.48750261772065e-002°)
1.23026877081235e+009	(-5.39664380154159e+001dB,3.26418663824855e-002°)
1.25892541179414e+009	(-5.39876050716768e+001dB,3.05488842581147e-002°)
1.28824955169310e+009	(-5.40078679008848e+001dB,2.85876126193728e-002°)
1.31825673855638e+009	(-5.40272631447960e+001dB,2.67500606787233e-002°)
1.34896288259162e+009	(-5.40458261272797e+001dB,2.50286908604127e-002°)
1.38038426460285e+009	(-5.40635908875807e+001dB,2.34163963663067e-002°)
1.41253754462272e+009	(-5.40805902140098e+001dB,2.19064795108177e-002°)
1.44543977074589e+009	(-5.40968556779152e+001dB,2.04926308365771e-002°)
1.47910838816817e+009	(-5.41124176678029e+001dB,1.91689090169694e-002°)
1.51356124843617e+009	(-5.41273054234845e+001dB,1.79297215467432e-002°)
1.54881661891244e+009	(-5.41415470701439e+001dB,1.67698062175937e-002°)
1.58489319246107e+009	(-5.41551696522238e+001dB,1.56842133718442e-002°)
1.62181009735889e+009	(-5.41681991670464e+001dB,1.46682889240888e-002°)
1.65958690743752e+009	(-5.41806605980873e+001dB,1.37176581378614e-002°)
1.69824365246170e+009	(-5.41925779478368e+001dB,1.28282101420244e-002°)
1.73780082874933e+009	(-5.42039742701856e+001dB,1.19960831695902e-002°)
1.77827941003888e+009	(-5.42148717022839e+001dB,1.12176505000569e-002°)
1.81970085860994e+009	(-5.42252914958273e+001dB,1.04895070850331e-002°)
1.86208713666282e+009	(-5.42352540477312e+001dB,9.80845683589877e-003°)
1.90546071796320e+009	(-5.42447789301605e+001dB,9.17150055148347e-003°)
1.94984459975800e+009	(-5.42538849198888e+001dB,8.57582446320138e-003°)
1.99526231496883e+009	(-5.42625900269626e+001dB,8.01878937474216e-003°)
2.04173794466948e+009	(-5.42709115226564e+001dB,7.49792037325458e-003°)
2.08929613085399e+009	(-5.42788659667023e+001dB,7.01089708894970e-003°)
2.13796208950218e+009	(-5.42864692337879e+001dB,6.55554448017611e-003°)
2.18776162394950e+009	(-5.42937365393147e+001dB,6.12982412125848e-003°)
2.23872113856828e+009	(-5.43006824644147e+001dB,5.73182597072913e-003°)
2.29086765276772e+009	(-5.43073209802263e+001dB,5.35976059800227e-003°)
2.34422881531986e+009	(-5.43136654714313e+001dB,5.01195184702947e-003°)
2.39883291901943e+009	(-5.43197287590576e+001dB,4.68682991602060e-003°)
2.45470891568497e+009	(-5.43255231225552e+001dB,4.38292483290468e-003°)
2.51188643150952e+009	(-5.43310603211535e+001dB,4.09886030683155e-003°)
2.57039578276880e+009	(-5.43363516145099e+001dB,3.83334793666719e-003°)
2.63026799189532e+009	(-5.43414077826612e+001dB,3.58518175810743e-003°)
2.69153480392685e+009	(-5.43462391452898e+001dB,3.35323311171853e-003°)
2.75422870333810e+009	(-5.43508555803185e+001dB,3.13644581490279e-003°)
2.81838293126438e+009	(-5.43552665418478e+001dB,2.93383162147880e-003°)
2.88403150312653e+009	(-5.43594810774502e+001dB,2.74446595325405e-003°)
2.95120922666631e+009	(-5.43635078448370e+001dB,2.56748388864872e-003°)
3.01995172040194e+009	(-5.43673551279137e+001dB,2.40207639410075e-003°)
3.09029543251351e+009	(-5.43710308522394e+001dB,2.24748678464074e-003°)
3.16227766016830e+009	(-5.43745425999065e+001dB,2.10300740066896e-003°)
3.23593656929620e+009	(-5.43778976238573e+001dB,1.96797648859377e-003°)
3.31131121482583e+009	(-5.43811028616535e+001dB,1.84177527359980e-003°)
3.38844156139194e+009	(-5.43841649487160e+001dB,1.72382521340413e-003°)
3.46736850452523e+009	(-5.43870902310501e+001dB,1.61358542242872e-003°)
3.54813389233566e+009	(-5.43898847774724e+001dB,1.51055025636690e-003°)
3.63078054770092e+009	(-5.43925543913569e+001dB,1.41424704765021e-003°)
3.71535229097163e+009	(-5.43951046219146e+001dB,1.32423398282990e-003°)
3.80189396320551e+009	(-5.43975407750230e+001dB,1.24009811337362e-003°)
3.89045144994271e+009	(-5.43998679236205e+001dB,1.16145349184380e-003°)
3.98107170553487e+009	(-5.44020909176811e+001dB,1.08793942586952e-003°)
4.07380277804102e+009	(-5.44042143937843e+001dB,1.01921884274784e-003°)
4.16869383470325e+009	(-5.44062427842945e+001dB,9.54976757916109e-004°)
4.26579518801582e+009	(-5.44081803261634e+001dB,8.94918840921732e-004°)
4.36515832240155e+009	(-5.44100310693705e+001dB,8.38770072882468e-004°)
4.46683592150952e+009	(-5.44117988850142e+001dB,7.86273489778683e-004°)
4.57088189614863e+009	(-5.44134874730666e+001dB,7.37189006249190e-004°)
4.67735141287186e+009	(-5.44151003698053e+001dB,6.91292314875736e-004°)
4.78630092322626e+009	(-5.44166409549340e+001dB,6.48373856238015e-004°)
4.89778819368433e+009	(-5.44181124584040e+001dB,6.08237855302014e-004°)
5.01187233627259e+009	(-5.44195179669480e+001dB,5.70701419970363e-004°)
5.12861383991352e+009	(-5.44208604303387e+001dB,5.35593697874534e-004°)
5.24807460249759e+009	(-5.44221426673808e+001dB,5.02755087726131e-004°)
5.37031796370239e+009	(-5.44233673716490e+001dB,4.72036501768536e-004°)
5.49540873857610e+009	(-5.44245371169813e+001dB,4.43298676081582e-004°)
5.62341325190334e+009	(-5.44256543627374e+001dB,4.16411525691273e-004°)
5.75439937337142e+009	(-5.44267214588321e+001dB,3.91253541624472e-004°)
5.88843655355573e+009	(-5.44277406505516e+001dB,3.67711227225437e-004°)
6.02559586074342e+009	(-5.44287140831642e+001dB,3.45678571217781e-004°)
6.16595001861466e+009	(-5.44296438063304e+001dB,3.25056555152213e-004°)
6.30957344480177e+009	(-5.44305317783236e+001dB,3.05752693028104e-004°)
6.45654229034639e+009	(-5.44313798700674e+001dB,2.87680601015538e-004°)
6.60693448007579e+009	(-5.44321898689986e+001dB,2.70759595335076e-004°)
6.76082975391964e+009	(-5.44329634827610e+001dB,2.54914316475033e-004°)
6.91830970918918e+009	(-5.44337023427399e+001dB,2.40074378041184e-004°)
7.07945784384119e+009	(-5.44344080074418e+001dB,2.26174038642014e-004°)
7.24435960074971e+009	(-5.44350819657265e+001dB,2.13151895314163e-004°)
7.41310241300898e+009	(-5.44357256398981e+001dB,2.00950597087995e-004°)
7.58577575029164e+009	(-5.44363403886608e+001dB,1.89516577382652e-004°)
7.76247116628671e+009	(-5.44369275099452e+001dB,1.78799804003870e-004°)
7.94328234724260e+009	(-5.44374882436100e+001dB,1.68753545596441e-004°)
8.12830516164077e+009	(-5.44380237740257e+001dB,1.59334153477024e-004°)
8.31763771102649e+009	(-5.44385352325443e+001dB,1.50500857842145e-004°)
8.51138038202354e+009	(-5.44390236998605e+001dB,1.42215577411002e-004°)
8.70963589956057e+009	(-5.44394902082684e+001dB,1.34442741623449e-004°)
8.91250938133722e+009	(-5.44399357438192e+001dB,1.27149124570432e-004°)
9.12010839355885e+009	(-5.44403612483831e+001dB,1.20303689887392e-004°)
9.33254300796966e+009	(-5.44407676216207e+001dB,1.13877445891108e-004°)
9.54992586021410e+009	(-5.44411557228663e+001dB,1.07843310287162e-004°)
9.77237220955784e+009	(-5.44415263729290e+001dB,1.02175983818958e-004°)
9.99999999999973e+009	(-5.44418803558126e+001dB,9.68518322701977e-005°)
1.02329299228073e+010	(-5.44422184203608e+001dB,9.18487762710199e-005°)
1.04712854805087e+010	(-5.44425412818281e+001dB,8.71461883939274e-005°)
1.07151930523758e+010	(-5.44428496233819e+001dB,8.27247970591444e-005°)
1.09647819614316e+010	(-5.44431440975370e+001dB,7.85665968004925e-005°)
1.12201845430193e+010	(-5.44434253275274e+001dB,7.46547644722208e-005°)
1.14815362149685e+010	(-5.44436939086160e+001dB,7.09735810047440e-005°)
1.17489755493950e+010	(-5.44439504093468e+001dB,6.75083583428937e-005°)
1.20226443461738e+010	(-5.44441953727412e+001dB,6.42453712243892e-005°)
1.23026877081235e+010	(-5.44444293174407e+001dB,6.11717934786508e-005°)
1.25892541179413e+010	(-5.44446527387989e+001dB,5.82756385471327e-005°)
1.28824955169310e+010	(-5.44448661099248e+001dB,5.55457039460041e-005°)
1.31825673855637e+010	(-5.44450698826800e+001dB,5.29715194103396e-005°)
1.34896288259162e+010	(-5.44452644886301e+001dB,5.05432984762075e-005°)
1.38038426460285e+010	(-5.44454503399556e+001dB,4.82518932730438e-005°)
1.41253754462272e+010	(-5.44456278303199e+001dB,4.60887523137310e-005°)
1.44543977074589e+010	(-5.44457973357006e+001dB,4.40458810838232e-005°)
1.47910838816817e+010	(-5.44459592151823e+001dB,4.21158052444410e-005°)
1.51356124843617e+010	(-5.44461138117143e+001dB,4.02915362756271e-005°)
1.54881661891244e+010	(-5.44462614528346e+001dB,3.85665393983786e-005°)
1.58489319246107e+010	(-5.44464024513616e+001dB,3.69347036242716e-005°)
1.62181009735888e+010	(-5.44465371060543e+001dB,3.53903137915800e-005°)
1.65958690743751e+010	(-5.44466657022437e+001dB,3.39280244561183e-005°)
1.69824365246170e+010	(-5.44467885124352e+001dB,3.25428355137633e-005°)
1.73780082874933e+010	(-5.44469057968848e+001dB,3.12300694397443e-005°)
1.77827941003887e+010	(-5.44470178041486e+001dB,2.99853500374109e-005°)
1.81970085860993e+010	(-5.44471247716086e+001dB,2.88045825962800e-005°)
1.86208713666282e+010	(-5.44472269259743e+001dB,2.76839353658168e-005°)
1.90546071796319e+010	(-5.44473244837620e+001dB,2.66198222575866e-005°)
1.94984459975799e+010	(-5.44474176517528e+001dB,2.56088866942267e-005°)
1.99526231496882e+010	(-5.44475066274297e+001dB,2.46479865290721e-005°)
2.04173794466947e+010	(-5.44475915993956e+001dB,2.37341799653410e-005°)
2.08929613085398e+010	(-5.44476727477719e+001dB,2.28647124084840e-005°)
2.13796208950217e+010	(-5.44477502445802e+001dB,2.20370041897245e-005°)
2.18776162394949e+010	(-5.44478242541054e+001dB,2.12486391029157e-005°)
2.23872113856828e+010	(-5.44478949332442e+001dB,2.04973537006915e-005°)
2.29086765276771e+010	(-5.44479624318367e+001dB,1.97810272994682e-005°)
2.34422881531986e+010	(-5.44480268929836e+001dB,1.90976726462109e-005°)
2.39883291901942e+010	(-5.44480884533493e+001dB,1.84454272029989e-005°)
2.45470891568496e+010	(-5.44481472434510e+001dB,1.78225450083489e-005°)
2.51188643150951e+010	(-5.44482033879351e+001dB,1.72273890769832e-005°)
2.57039578276879e+010	(-5.44482570058412e+001dB,1.66584243022670e-005°)
2.63026799189531e+010	(-5.44483082108542e+001dB,1.61142108279302e-005°)
2.69153480392684e+010	(-5.44483571115449e+001dB,1.55933978578949e-005°)
2.75422870333809e+010	(-5.44484038115999e+001dB,1.50947178751087e-005°)
2.81838293126437e+010	(-5.44484484100415e+001dB,1.46169812422192e-005°)
2.88403150312652e+010	(-5.44484910014371e+001dB,1.41590711587277e-005°)
2.95120922666630e+010	(-5.44485316760999e+001dB,1.37199389509465e-005°)
3.01995172040193e+010	(-5.44485705202797e+001dB,1.32985996726634e-005°)
3.09029543251350e+010	(-5.44486076163463e+001dB,1.28941279958785e-005°)
3.16227766016829e+010	(-5.44486430429633e+001dB,1.25056543723571e-005°)
3.23593656929619e+010	(-5.44486768752553e+001dB,1.21323614480210e-005°)
3.31131121482582e+010	(-5.44487091849668e+001dB,1.17734807133952e-005°)
3.38844156139193e+010	(-5.44487400406144e+001dB,1.14282893744421e-005°)
3.46736850452522e+010	(-5.44487695076317e+001dB,1.10961074291644e-005°)
3.54813389233565e+010	(-5.44487976485085e+001dB,1.07762949363181e-005°)
3.63078054770091e+010	(-5.44488245229227e+001dB,1.04682494634982e-005°)
3.71535229097162e+010	(-5.44488501878669e+001dB,1.01714037026983e-005°)
3.80189396320550e+010	(-5.44488746977693e+001dB,9.88522324223920e-006°)
3.89045144994269e+010	(-5.44488981046093e+001dB,9.60920448470192e-006°)
3.98107170553486e+010	(-5.44489204580270e+001dB,9.34287270118764e-006°)
4.07380277804101e+010	(-5.44489418054291e+001dB,9.08578021287121e-006°)
4.16869383470323e+010	(-5.44489621920890e+001dB,8.83750469141662e-006°)
4.26579518801580e+010	(-5.44489816612429e+001dB,8.59764757038355e-006°)
4.36515832240153e+010	(-5.44490002541815e+001dB,8.36583256027318e-006°)
4.46683592150950e+010	(-5.44490180103372e+001dB,8.14170426036119e-006°)
4.57088189614862e+010	(-5.44490349673683e+001dB,7.92492686090439e-006°)
4.67735141287184e+010	(-5.44490511612383e+001dB,7.71518292975520e-006°)
4.78630092322624e+010	(-5.44490666262924e+001dB,7.51217227779218e-006°)
4.89778819368432e+010	(-5.44490813953302e+001dB,7.31561089796595e-006°)
5.01187233627258e+010	(-5.44490954996753e+001dB,7.12522997309400e-006°)
5.12861383991350e+010	(-5.44491089692418e+001dB,6.94077494786344e-006°)
5.24807460249757e+010	(-5.44491218325975e+001dB,6.76200466080619e-006°)
5.37031796370237e+010	(-5.44491341170247e+001dB,6.58869053228984e-006°)
5.49540873857608e+010	(-5.44491458485779e+001dB,6.42061580482716e-006°)
5.62341325190332e+010	(-5.44491570521390e+001dB,6.25757483226166e-006°)
5.75439937337140e+010	(-5.44491677514704e+001dB,6.09937241460324e-006°)
5.88843655355572e+010	(-5.44491779692649e+001dB,5.94582317551590e-006°)
6.02559586074340e+010	(-5.44491877271941e+001dB,5.79675097964436e-006°)
6.16595001861464e+010	(-5.44491970459545e+001dB,5.65198838716519e-006°)
6.30957344480174e+010	(-5.44492059453109e+001dB,5.51137614311431e-006°)
6.45654229034636e+010	(-5.44492144441388e+001dB,5.37476269920702e-006°)
6.60693448007576e+010	(-5.44492225604643e+001dB,5.24200376602085e-006°)
6.76082975391962e+010	(-5.44492303115021e+001dB,5.11296189354745e-006°)
6.91830970918916e+010	(-5.44492377136921e+001dB,4.98750607825741e-006°)
7.07945784384117e+010	(-5.44492447827347e+001dB,4.86551139494184e-006°)
7.24435960074968e+010	(-5.44492515336233e+001dB,4.74685865171006e-006°)
7.41310241300895e+010	(-5.44492579806768e+001dB,4.63143406663006e-006°)
7.58577575029161e+010	(-5.44492641375696e+001dB,4.51912896460017e-006°)
7.76247116628669e+010	(-5.44492700173606e+001dB,4.40983949313161e-006°)
7.94328234724258e+010	(-5.44492756325212e+001dB,4.30346635580964e-006°)
8.12830516164075e+010	(-5.44492809949613e+001dB,4.19991456228507e-006°)
8.31763771102646e+010	(-5.44492861160550e+001dB,4.09909319371776e-006°)
8.51138038202351e+010	(-5.44492910066643e+001dB,4.00091518267419e-006°)
8.70963589956055e+010	(-5.44492956771625e+001dB,3.90529710653676e-006°)
8.91250938133719e+010	(-5.44493001374560e+001dB,3.81215899355319e-006°)
9.12010839355882e+010	(-5.44493043970054e+001dB,3.72142414070766e-006°)
9.33254300796963e+010	(-5.44493084648455e+001dB,3.63301894265013e-006°)
9.54992586021407e+010	(-5.44493123496043e+001dB,3.54687273097066e-006°)
9.77237220955781e+010	(-5.44493160595219e+001dB,3.46291762315402e-006°)
1.00000000000000e+011	(-5.44493196024671e+001dB,3.38108838058999e-006°)
