time	V(buff)	V(n009)
2.328764656784573e-002	6.208951e-002	-9.037738e-001
2.334345013927430e-002	6.208951e-002	-9.394881e-001
2.339925371070286e-002	6.208951e-002	-9.752024e-001
2.343800000000003e-002	6.208951e-002	-1.000000e+000
2.343830506322943e-002	6.215657e-002	-9.998047e-001
2.343861012645882e-002	6.186096e-002	-9.996095e-001
2.343891518968822e-002	6.120269e-002	-9.994143e-001
2.343922025291762e-002	6.018175e-002	-9.992190e-001
2.343952531614702e-002	5.879815e-002	-9.990238e-001
2.343983037937642e-002	5.705188e-002	-9.988285e-001
2.344013544260582e-002	5.494294e-002	-9.986333e-001
2.344087233065943e-002	4.883754e-002	-9.981617e-001
2.344158973701448e-002	4.219570e-002	-9.977025e-001
2.344229124139555e-002	3.546927e-002	-9.972536e-001
2.344321588241469e-002	2.685565e-002	-9.966618e-001
2.344406419612836e-002	1.951264e-002	-9.961189e-001
2.344523498941920e-002	1.041931e-002	-9.953696e-001
2.344682837202262e-002	-3.424192e-004	-9.943498e-001
2.344898035586677e-002	-1.249622e-002	-9.929726e-001
2.345155003599550e-002	-2.416185e-002	-9.913280e-001
2.345437898960344e-002	-3.394134e-002	-9.895175e-001
2.345828658644046e-002	-4.359877e-002	-9.870166e-001
2.346308418834682e-002	-5.163205e-002	-9.839461e-001
2.346763597091242e-002	-5.654855e-002	-9.810330e-001
2.347176677396108e-002	-5.938774e-002	-9.783893e-001
2.347563853974359e-002	-6.112107e-002	-9.759113e-001
2.347977212589441e-002	-6.233654e-002	-9.732658e-001
2.348438324632060e-002	-6.321613e-002	-9.703147e-001
2.349647695644192e-002	-6.425840e-002	-9.625747e-001
2.352544899469623e-002	-6.469409e-002	-9.440327e-001
2.355976728922636e-002	-6.470697e-002	-9.220689e-001
2.359408558375650e-002	-6.471694e-002	-9.001052e-001
2.362840387828664e-002	-6.472399e-002	-8.781415e-001
2.366272217281678e-002	-6.472814e-002	-8.561777e-001
2.369704046734691e-002	-6.472937e-002	-8.342140e-001
2.373135876187705e-002	-6.472769e-002	-8.122503e-001
2.376567705640719e-002	-6.472310e-002	-7.902867e-001
2.383543152069290e-002	-6.472310e-002	-7.456438e-001
2.390518598497861e-002	-6.472310e-002	-7.010009e-001
2.397494044926432e-002	-6.472310e-002	-6.563581e-001
2.404469491355003e-002	-6.472309e-002	-6.117152e-001
2.411444937783574e-002	-6.472309e-002	-5.670724e-001
2.418420384212145e-002	-6.472308e-002	-5.224295e-001
2.425395830640716e-002	-6.472307e-002	-4.777867e-001
2.432371277069287e-002	-6.472308e-002	-4.331438e-001
2.439346723497858e-002	-6.472307e-002	-3.885010e-001
2.446322169926429e-002	-6.472304e-002	-3.438581e-001
2.453297616355000e-002	-6.472300e-002	-2.992153e-001
2.460273062783571e-002	-6.472295e-002	-2.545724e-001
2.467248509212142e-002	-6.472288e-002	-2.099295e-001
2.474223955640713e-002	-6.472280e-002	-1.652867e-001
2.477362906533570e-002	-6.472290e-002	-1.451974e-001
2.480501857426427e-002	-6.472305e-002	-1.251081e-001
2.483640808319284e-002	-6.472326e-002	-1.050188e-001
2.486779759212141e-002	-6.472353e-002	-8.492954e-002
2.489918710104998e-002	-6.472384e-002	-6.484025e-002
2.493057660997855e-002	-6.472421e-002	-4.475097e-002
2.496196611890712e-002	-6.472464e-002	-2.466168e-002
2.498638018140712e-002	-6.472415e-002	-9.036683e-003
2.500000000000000e-002	-6.472374e-002	-3.200000e-004
