Time (s),Channel 1 (V),Channel 2 (V)
-0.01014094795209751,-0.4960874115262017,-0.4822208642804325
-0.01013844795209751,-0.494209769167336,-0.4769457660366885
-0.01013594795209751,-0.4960874115262009,-0.4822208642804302
-0.01013344795209751,-0.4979650538850675,-0.4822208642804325
-0.0101309479520975,-0.4960874115262017,-0.4804624981991845
-0.01012844795209751,-0.4960874115262017,-0.4804624981991845
-0.0101259479520975,-0.4942097691673368,-0.4787041321179373
-0.01012344795209751,-0.4960874115262017,-0.4804624981991845
-0.0101209479520975,-0.4960874115262017,-0.4804624981991845
-0.01011844795209751,-0.4923321268084703,-0.4769457660366885
-0.01011594795209751,-0.4960874115262017,-0.4822208642804325
-0.01011344795209751,-0.4942097691673368,-0.4787041321179381
-0.01011094795209751,-0.4979650538850675,-0.4822208642804325
-0.0101084479520975,-0.4979650538850666,-0.4822208642804318
-0.01010594795209751,-0.4960874115262017,-0.4804624981991845
-0.0101034479520975,-0.4998426962439323,-0.4839792303616798
-0.01010094795209751,-0.4979650538850675,-0.4822208642804325
-0.0100984479520975,-0.4960874115262017,-0.4822208642804325
-0.01009594795209751,-0.4960874115262017,-0.4822208642804325
-0.01009344795209751,-0.4960874115262017,-0.4804624981991845
-0.01009094795209751,-0.4979650538850666,-0.4839792303616789
-0.01008844795209751,-0.4960874115262017,-0.4787041321179365
-0.0100859479520975,-0.4942097691673368,-0.4804624981991845
-0.01008344795209751,-0.4960874115262017,-0.4804624981991845
-0.0100809479520975,-0.494209769167336,-0.4787041321179365
-0.01007844795209751,-0.494209769167336,-0.4787041321179365
-0.01007594795209751,-0.4923321268084703,-0.4787041321179365
-0.01007344795209751,-0.4942097691673352,-0.4787041321179365
-0.01007094795209751,-0.4979650538850675,-0.4822208642804325
-0.01006844795209751,-0.4942097691673377,-0.4787041321179381
-0.01006594795209751,-0.4960874115262017,-0.4822208642804325
-0.0100634479520975,-0.4960874115262017,-0.4822208642804325
-0.01006094795209751,-0.4960874115262017,-0.4822208642804325
-0.0100584479520975,-0.4960874115262017,-0.4822208642804325
-0.01005594795209751,-0.494209769167336,-0.4787041321179365
-0.01005344795209751,-0.4960874115262017,-0.4804624981991845
-0.01005094795209751,-0.4960874115262017,-0.4804624981991845
-0.01004844795209751,-0.4923321268084703,-0.4769457660366885
-0.0100459479520975,-0.494209769167336,-0.4804624981991829
-0.01004344795209751,-0.494209769167336,-0.4769457660366885
-0.0100409479520975,-0.4979650538850666,-0.4822208642804318
-0.01003844795209751,-0.4960874115262017,-0.4804624981991845
-0.0100359479520975,-0.4960874115262017,-0.4787041321179365
-0.01003344795209751,-0.4979650538850675,-0.4839792303616806
-0.01003094795209751,-0.4960874115262017,-0.4804624981991845
-0.01002844795209751,-0.4942097691673368,-0.4804624981991845
-0.01002594795209751,-0.494209769167336,-0.4787041321179365
-0.0100234479520975,-0.4942097691673377,-0.4787041321179381
-0.01002094795209751,-0.4979650538850675,-0.4822208642804325
-0.0100184479520975,-0.4942097691673368,-0.4787041321179373
-0.01001594795209751,-0.4960874115262017,-0.4804624981991845
-0.0100134479520975,-0.4960874115262017,-0.4822208642804325
-0.01001094795209751,-0.4960874115262017,-0.4804624981991845
-0.01000844795209751,-0.4979650538850675,-0.4822208642804325
-0.01000594795209751,-0.4942097691673377,-0.4804624981991853
-0.01000344795209751,-0.4960874115262017,-0.4804624981991845
-0.0100009479520975,0.2887670944797669,0.2791516489000606
-0.009998447952097506,0.5140841775435495,0.4848804804059873
-0.009995947952097505,0.5103288928258181,0.4637800874310108
-0.009993447952097506,0.5122065351846837,0.4479547926997784
-0.009990947952097505,0.5103288928258181,0.4303711318872981
-0.009988447952097506,0.5122065351846828,0.4163042032373203
-0.009985947952097505,0.5140841775435495,0.4022372745873296
-0.009983447952097506,0.5122065351846846,0.3828952476936099
-0.009980947952097505,0.5140841775435495,0.3688283190436169
-0.009978447952097505,0.5140841775435486,0.3547613903936239
-0.009975947952097506,0.5122065351846837,0.3354193634999042
-0.009973447952097505,0.5122065351846837,0.323110800931168
-0.009970947952097506,0.5084512504669524,0.3037687740374395
-0.009968447952097505,0.5084512504669524,0.2932185775499513
-0.009965947952097506,0.5084512504669524,0.2791516488999734
-0.009963447952097505,0.5084512504669524,0.2650847202499828
-0.009960947952097505,0.5103288928258181,0.2545345237624889
-0.009958447952097505,0.5103288928258181,0.2422259611937583
-0.009955947952097505,0.5103288928258181,0.2316757647062653
-0.009953447952097506,0.5103288928258181,0.2211255682187818
-0.009950947952097505,0.5065736081080866,0.2070586395687976
-0.009948447952097506,0.5103288928258181,0.2017835413250535
-0.009945947952097505,0.5084512504669524,0.1894749787563172
-0.009943447952097506,0.5084512504669524,0.1789247822688338
-0.009940947952097505,0.5084512504669524,0.1718913179438369
-0.009938447952097505,0.5084512504669533,0.1648578536188423
-0.009935947952097506,0.5103288928258181,0.1595827553751006
-0.009933447952097505,0.5084512504669524,0.1507909249688572
-0.009930947952097506,0.5084512504669524,0.1437574606438683
-0.009928447952097505,0.5103288928258181,0.1402407284813722
-0.009925947952097506,0.5084512504669524,0.131448898075132
-0.009923447952097505,0.5084512504669524,0.127932165912636
-0.009920947952097506,0.5065736081080875,0.1226570676688942
-0.009918447952097505,0.5065736081080866,0.1191403355063958
-0.009915947952097505,0.5084512504669515,0.1191403355063926
-0.009913447952097506,0.5065736081080866,0.1121068711814036
-0.009910947952097505,0.5084512504669524,0.1121068711814036
-0.009908447952097506,0.5065736081080866,0.1103485051001556
-0.009905947952097505,0.5065736081080866,0.1085901390189075
-0.009903447952097506,0.5084512504669515,0.1103485051001548
-0.009900947952097505,0.5065736081080866,0.1068317729376595
-0.009898447952097506,0.5084512504669515,0.110348505100154
-0.009895947952097505,0.5065736081080866,0.1103485051001556
-0.009893447952097505,0.5046959657492218,0.1085901390189099
-0.009890947952097506,0.5065736081080866,0.1138652372626517
-0.009888447952097505,0.5065736081080866,0.1173819694251477
-0.009885947952097506,0.5084512504669524,0.1208987015876438
-0.009883447952097505,0.5084512504669524,0.1261737998313879
-0.009880947952097506,0.5065736081080875,0.1261737998313879
-0.009878447952097505,0.5084512504669524,0.1349656302376281
-0.009875947952097506,0.5046959657492226,0.1349656302376281
-0.009873447952097505,0.5046959657492209,0.1402407284813722
-0.009870947952097505,0.5028183233903553,0.1455158267251195
-0.009868447952097506,0.5028183233903553,0.1525492910501084
-0.009865947952097505,0.5065736081080866,0.1648578536188447
-0.009863447952097506,0.5065736081080866,0.1683745857813408
-0.009860947952097505,0.5046959657492209,0.1771664161875809
-0.009858447952097506,0.5084512504669507,0.1859582465938171
-0.009855947952097505,0.5065736081080866,0.1929917109188133
-0.009853447952097505,0.5065736081080857,0.2017835413250567
-0.009850947952097506,0.5046959657492209,0.2088170056500456
-0.009848447952097505,0.5046959657492218,0.2193672021375386
-0.009845947952097506,0.5065736081080866,0.229917398625022
-0.009843447952097505,0.5046959657492209,0.2387092290312622
-0.009840947952097506,0.5065736081080866,0.2510177915999985
-0.009838447952097505,0.5065736081080866,0.2598096220062387
-0.009835947952097506,0.5084512504669515,0.270359818493722
-0.009833447952097505,0.5084512504669524,0.2826683810624632
-0.009830947952097505,0.5065736081080875,0.2914602114687089
-0.009828447952097506,0.5084512504669524,0.3037687740374395
-0.009825947952097505,0.5065736081080857,0.316077336606179
-0.009823447952097506,0.5046959657492209,0.323110800931168
-0.009820947952097505,0.5065736081080866,0.3371777295811522
-0.009818447952097506,0.5065736081080866,0.3477279260686357
-0.009815947952097505,0.5084512504669524,0.3635532207998727
-0.009813447952097506,0.5065736081080875,0.3741034172873562
-0.009810947952097505,0.5046959657492209,0.3846536137748492
-0.009808447952097505,0.5065736081080857,0.3969621763435902
-0.009805947952097506,0.5046959657492209,0.4075123728310737
-0.009803447952097505,0.5046959657492209,0.4198209353998099
-0.009800947952097506,0.5028183233903553,0.4303711318872981
-0.009798447952097505,0.5028183233903553,0.4409213283747864
-0.009795947952097506,0.5065736081080849,0.4585049891872587
-0.009793447952097505,0.5046959657492209,0.4672968195935069
-0.009790947952097506,0.5065736081080857,0.4813637482434848
-0.009788447952097505,0.5065736081080866,0.4936723108122274
-0.009785947952097505,0.5046959657492218,0.5042225072997212
-0.009783447952097506,0.5065736081080866,0.5165310698684519
-0.009780947952097505,0.5046959657492209,0.5270812663559401
-0.009778447952097506,0.5046959657492209,0.5393898289246764
-0.009775947952097505,0.5065736081080866,0.5516983914934126
-0.009773447952097506,0.5046959657492218,0.5604902218996488
-0.009770947952097505,0.5065736081080866,0.5745571505496371
-0.009768447952097505,0.5065736081080866,0.5833489809558828
-0.009765947952097506,0.5065736081080866,0.5956575435246135
-0.009763447952097505,0.5065736081080849,0.604449373930857
-0.009760947952097506,0.5028183233903553,0.6114828382558459
-0.009758447952097505,0.5046959657492209,0.6255497669058302
-0.009755947952097506,0.5046959657492209,0.6325832312308223
-0.009753447952097505,0.5028183233903553,0.6413750616370625
-0.009750947952097506,0.5028183233903553,0.6519252581245459
-0.009748447952097505,0.5028183233903553,0.6607170885307909
-0.009745947952097505,0.5065736081080857,0.6730256510995304
-0.009743447952097506,0.5046959657492209,0.6800591154245192
-0.009740947952097505,0.5046959657492218,0.6870925797495162
-0.009738447952097506,0.5065736081080866,0.6976427762369997
-0.009735947952097505,0.5065736081080866,0.7046762405619917
-0.009733447952097506,0.5065736081080866,0.713468070968228
-0.009730947952097505,0.5046959657492209,0.7187431692119761
-0.009728447952097506,0.5046959657492209,0.7240182674557177
-0.009725947952097505,0.5065736081080866,0.7328100978619604
-0.009723447952097505,0.5046959657492209,0.7345684639432116
-0.009720947952097506,0.5046959657492209,0.7416019282682005
-0.009718447952097505,0.5046959657492209,0.7468770265119447
-0.009715947952097506,0.5046959657492209,0.7503937586744407
-0.009713447952097505,0.5046959657492209,0.7574272229994329
-0.009710947952097506,0.5028183233903561,0.7591855890806801
-0.009708447952097505,0.5046959657492209,0.764460687324425
-0.009705947952097506,0.5065736081080857,0.7679774194869196
-0.009703447952097505,0.5046959657492209,0.7697357855681691
-0.009700947952097505,0.5065736081080857,0.7750108838119132
-0.009698447952097506,0.5046959657492209,0.7750108838119132
-0.009695947952097505,0.5065736081080866,0.7802859820556574
-0.009693447952097506,0.5046959657492209,0.7785276159744093
-0.009690947952097505,0.5009406810314896,0.7767692498931612
-0.009688447952097506,0.5028183233903544,0.7802859820556558
-0.009685947952097505,0.5028183233903553,0.7785276159744093
-0.009683447952097505,0.5009406810314905,0.7802859820556574
-0.009680947952097506,0.5028183233903553,0.7802859820556574
-0.009678447952097505,0.5028183233903569,0.7785276159744109
-0.009675947952097506,0.5065736081080866,0.7820443481369054
-0.009673447952097505,0.5046959657492209,0.7785276159744093
-0.009670947952097506,0.5046959657492209,0.7785276159744093
-0.009668447952097505,0.5065736081080866,0.7767692498931612
-0.009665947952097506,0.5046959657492218,0.7732525177306667
-0.009663447952097505,0.5065736081080866,0.7732525177306652
-0.009660947952097505,0.5046959657492209,0.7697357855681667
-0.009658447952097506,0.5046959657492209,0.764460687324425
-0.009655947952097505,0.50469596574922,0.7627023212431737
-0.009653447952097506,0.5028183233903553,0.7556688569181849
-0.009650947952097505,0.5046959657492209,0.7556688569181849
-0.009648447952097506,0.5046959657492209,0.7521521247556903
-0.009645947952097505,0.5065736081080866,0.7468770265119447
-0.009643447952097506,0.5084512504669515,0.7451186604306974
-0.009640947952097505,0.5046959657492209,0.7363268300244564
-0.009638447952097505,0.5065736081080866,0.7328100978619579
-0.009635947952097506,0.5065736081080866,0.7275349996182162
-0.009633447952097505,0.5028183233903553,0.7187431692119761
-0.009630947952097506,0.5046959657492209,0.7134680709682319
-0.009628447952097505,0.5028183233903553,0.7046762405619917
-0.009625947952097506,0.50469596574922,0.7029178744807445
-0.009623447952097505,0.5046959657492209,0.6941260440745035
-0.009620947952097506,0.5046959657492209,0.6888509458307619
-0.009618447952097505,0.5065736081080866,0.6835758475870154
-0.009615947952097505,0.5065736081080857,0.6765423832620192
-0.009613447952097506,0.5046959657492209,0.667750552855783
-0.009610947952097505,0.5046959657492209,0.6607170885307909
-0.009608447952097506,0.5028183233903553,0.6519252581245507
-0.009605947952097505,0.5065736081080866,0.6484085259620547
-0.009603447952097506,0.5028183233903569,0.636099963393324
-0.009600947952097505,0.5028183233903553,0.6308248651495743
-0.009598447952097505,0.50469596574922,0.6220330347433308
-0.009595947952097506,0.5028183233903553,0.614999570418342
-0.009593447952097505,0.50469596574922,0.6079661060933458
-0.009590947952097506,0.5028183233903553,0.5991742756871096
-0.009588447952097505,0.5046959657492209,0.5921408113621175
-0.009585947952097506,0.5065736081080866,0.5851073470371253
-0.009583447952097505,0.5028183233903553,0.5745571505496371
-0.009580947952097506,0.5065736081080849,0.5710404183871426
-0.009578447952097505,0.5065736081080866,0.5622485879809008
-0.009575947952097505,0.5084512504669515,0.5552151236559048
-0.009573447952097506,0.5065736081080866,0.5464232932496685
-0.009570947952097505,0.5028183233903561,0.5358730967621779
-0.009568447952097506,0.5046959657492209,0.5305979985184363
-0.009565947952097505,0.5046959657492209,0.5235645341934441
-0.009563447952097506,0.5028183233903561,0.5130143377059606
-0.009560947952097505,0.5046959657492209,0.5077392394622118
-0.009558447952097506,0.5028183233903561,0.4971890429747283
-0.009555947952097505,0.5046959657492209,0.4936723108122274
-0.009553447952097505,0.5028183233903553,0.483122114324736
-0.009550947952097506,0.5028183233903553,0.4760886499997471
-0.009548447952097505,0.5065736081080866,0.4725719178372511
-0.009545947952097506,0.5046959657492209,0.4637800874310108
-0.009543447952097505,0.5065736081080866,0.4602633552685147
-0.009540947952097506,0.5065736081080866,0.4514715248622786
-0.009538447952097505,0.5046959657492209,0.4444380605372824
-0.009535947952097506,0.5065736081080857,0.440921328374788
-0.009533447952097505,0.5046959657492209,0.4303711318872981
-0.009530947952097505,0.5028183233903553,0.4250960336435509
-0.009528447952097506,0.5028183233903553,0.4180625693185619
-0.009525947952097505,0.5028183233903553,0.4127874710748177
-0.009523447952097506,0.5028183233903553,0.4092707389123217
-0.009520947952097505,0.5028183233903553,0.4004789085060815
-0.009518447952097506,0.5028183233903553,0.3987205424248342
-0.009515947952097505,0.5046959657492209,0.3952038102623374
-0.009513447952097505,0.5028183233903561,0.3881703459373445
-0.009510947952097506,0.5046959657492209,0.3864119798560972
-0.009508447952097505,0.5028183233903569,0.3793785155311051
-0.009505947952097506,0.5065736081080866,0.3793785155311051
-0.009503447952097505,0.5065736081080866,0.375861783368609
-0.009500947952097506,0.5028183233903553,0.3688283190436169
-0.009498447952097505,0.5046959657492209,0.3670699529623689
-0.009495947952097506,0.5028183233903561,0.3635532207998743
-0.009493447952097505,0.5028183233903553,0.3600364886373767
-0.009490947952097505,0.5028183233903544,0.3582781225561263
-0.009488447952097506,0.5009406810314896,0.3530030243123845
-0.009485947952097505,0.50469596574922,0.3565197564748783
-0.009483447952097506,0.5028183233903553,0.3512446582311365
-0.009480947952097505,0.5046959657492209,0.3512446582311365
-0.009478447952097506,0.5046959657492209,0.3512446582311365
-0.009475947952097505,0.5046959657492209,0.3494862921498885
-0.009473447952097506,0.5046959657492209,0.3494862921498885
-0.009470947952097505,0.5028183233903553,0.3459695599873924
-0.009468447952097505,0.5028183233903561,0.3459695599873932
-0.009465947952097506,0.5046959657492209,0.3477279260686404
-0.009463447952097505,0.5028183233903553,0.3442111939061444
-0.009460947952097506,0.5046959657492209,0.3477279260686404
-0.009458447952097505,0.5046959657492209,0.3477279260686404
-0.009455947952097506,0.5065736081080857,0.3494862921498877
-0.009453447952097505,0.5065736081080866,0.3512446582311365
-0.009450947952097506,0.5028183233903569,0.3477279260686421
-0.009448447952097505,0.5046959657492209,0.3530030243123845
-0.009445947952097505,0.5065736081080857,0.3547613903936326
-0.009443447952097506,0.5046959657492209,0.3547613903936326
-0.009440947952097505,0.5065736081080866,0.3600364886373767
-0.009438447952097506,0.5028183233903553,0.3582781225561287
-0.009435947952097505,0.5065736081080866,0.3653115868811208
-0.009433447952097506,0.5065736081080866,0.3653115868811208
-0.009430947952097505,0.5028183233903553,0.3670699529623689
-0.009428447952097505,0.5046959657492209,0.3723450512061146
-0.009425947952097505,0.5046959657492209,0.375861783368609
-0.009423447952097505,0.5065736081080866,0.3793785155311059
-0.009420947952097506,0.5065736081080866,0.3811368816123532
-0.009418447952097505,0.5009406810314896,0.3811368816123532
-0.009415947952097506,0.5046959657492209,0.3881703459373452
-0.009413447952097505,0.5009406810314896,0.3881703459373452
-0.009410947952097506,0.5028183233903544,0.393445444181087
-0.009408447952097505,0.5028183233903553,0.3969621763435854
-0.009405947952097505,0.5028183233903561,0.402237274587332
-0.009403447952097506,0.5046959657492209,0.4075123728310737
-0.009400947952097505,0.5046959657492209,0.4127874710748193
-0.009398447952097506,0.5046959657492209,0.4163042032373139
-0.009395947952097505,0.5065736081080866,0.4250960336435541
-0.009393447952097506,0.5046959657492218,0.4268543997248013
-0.009390947952097505,0.5065736081080866,0.4338878640497942
-0.009388447952097506,0.5046959657492218,0.4356462301310414
-0.009385947952097505,0.5046959657492209,0.4426796944560344
-0.009383447952097505,0.50469596574922,0.446196426618532
-0.009380947952097506,0.5028183233903553,0.4497131587810266
-0.009378447952097505,0.5046959657492209,0.4567466231060187
-0.009375947952097506,0.5046959657492209,0.4620217213497628
-0.009373447952097505,0.5028183233903553,0.4655384535122589
-0.009370947952097506,0.50469596574922,0.4725719178372478
-0.009368447952097505,0.5028183233903553,0.4743302839184991
-0.009365947952097506,0.5065736081080849,0.4848804804059825
-0.009363447952097505,0.5046959657492209,0.4866388464872353
-0.009360947952097505,0.5046959657492218,0.4901555786497361
-0.009358447952097506,0.5065736081080866,0.5007057751372196
-0.009355947952097505,0.5065736081080866,0.5042225072997156
-0.009353447952097506,0.5065736081080866,0.5094976055434598
-0.009350947952097505,0.5046959657492209,0.5130143377059558
-0.009348447952097506,0.5028183233903561,0.5147727037872031
-0.009345947952097505,0.5065736081080866,0.5253229002746921
-0.009343447952097505,0.5046959657492209,0.5270812663559425
-0.009340947952097505,0.5046959657492209,0.5323563645996843
-0.009338447952097505,0.5046959657492218,0.5376314628434308
-0.009335947952097506,0.5065736081080866,0.5429065610871725
-0.009333447952097505,0.5065736081080866,0.5481816593309166
-0.009330947952097506,0.5028183233903553,0.5499400254121646
-0.009328447952097505,0.5046959657492209,0.5552151236559087
-0.009325947952097506,0.5065736081080857,0.5622485879808976
-0.009323447952097505,0.5046959657492209,0.564006954062149
-0.009320947952097505,0.5065736081080849,0.571040418387141
-0.009318447952097506,0.5028183233903553,0.571040418387141
-0.009315947952097505,0.5065736081080866,0.579832248793382
-0.009313447952097506,0.5065736081080866,0.5815906148746293
-0.009310947952097505,0.5046959657492209,0.5833489809558773
-0.009308447952097506,0.5046959657492209,0.5886240791996215
-0.009305947952097505,0.5046959657492209,0.5921408113621175
-0.009303447952097506,0.5028183233903561,0.5938991774433647
-0.009300947952097505,0.5028183233903553,0.5974159096058616
-0.009298447952097505,0.5009406810314921,0.5974159096058655
-0.009295947952097506,0.5065736081080866,0.6062077400121018
-0.009293447952097505,0.5046959657492209,0.6062077400121018
-0.009290947952097506,0.5046959657492209,0.6097244721745978
-0.009288447952097505,0.5065736081080866,0.614999570418342
-0.009285947952097506,0.5065736081080866,0.614999570418342
-0.009283447952097505,0.5065736081080866,0.620274668662086
-0.009280947952097506,0.5046959657492218,0.6185163025808388
-0.009278447952097505,0.5046959657492209,0.620274668662086
-0.009275947952097505,0.5084512504669507,0.6273081329870774
-0.009273447952097506,0.5046959657492209,0.6255497669058302
-0.009270947952097505,0.5065736081080866,0.6273081329870782
-0.009268447952097506,0.5028183233903553,0.6255497669058302
-0.009265947952097505,0.5046959657492209,0.6273081329870782
-0.009263447952097506,0.5046959657492209,0.6308248651495727
-0.009260947952097505,0.5009406810314896,0.6273081329870782
-0.009258447952097505,0.5028183233903561,0.6290664990683278
-0.009255947952097505,0.5046959657492209,0.6325832312308223
-0.009253447952097505,0.5028183233903561,0.6290664990683278
-0.009250947952097506,0.5046959657492209,0.6325832312308223
-0.009248447952097505,0.5009406810314896,0.6290664990683262
-0.009245947952097506,0.5028183233903553,0.6308248651495743
-0.009243447952097505,0.5028183233903553,0.6308248651495743
-0.009240947952097506,0.5009406810314905,0.6273081329870798
-0.009238447952097505,0.5009406810314896,0.6290664990683262
-0.009235947952097505,0.5028183233903561,0.6290664990683262
-0.009233447952097506,0.5046959657492209,0.6290664990683262
-0.009230947952097505,0.5065736081080857,0.6308248651495727
-0.009228447952097506,0.5046959657492209,0.6273081329870782
-0.009225947952097505,0.5065736081080866,0.6308248651495743
-0.009223447952097506,0.5046959657492209,0.6255497669058302
-0.009220947952097505,0.5046959657492209,0.6237914008245822
-0.009218447952097506,0.5046959657492209,0.6220330347433348
-0.009215947952097505,0.5046959657492209,0.620274668662086
-0.009213447952097505,0.5065736081080849,0.6202746686620836
-0.009210947952097506,0.5028183233903553,0.614999570418342
-0.009208447952097505,0.5028183233903553,0.6132412043370939
-0.009205947952097506,0.5065736081080866,0.6132412043370939
-0.009203447952097505,0.5046959657492209,0.6097244721745978
-0.009200947952097506,0.5065736081080857,0.6097244721745978
-0.009198447952097505,0.5046959657492209,0.6044493739308537
-0.009195947952097506,0.5065736081080857,0.6044493739308537
-0.009193447952097505,0.5065736081080866,0.6026910078496057
-0.009190947952097505,0.5028183233903561,0.59741590960586
-0.009188447952097506,0.5046959657492209,0.5938991774433655
-0.009185947952097505,0.5046959657492209,0.5921408113621175
-0.009183447952097506,0.5046959657492209,0.5886240791996215
-0.009180947952097505,0.5046959657492209,0.5868657131183733
-0.009178447952097506,0.5028183233903561,0.5815906148746317
-0.009175947952097505,0.5046959657492209,0.5815906148746293
-0.009173447952097506,0.5046959657492209,0.5763155166308876
-0.009170947952097505,0.5028183233903553,0.571040418387141
-0.009168447952097505,0.5028183233903553,0.5692820523058915
-0.009165947952097506,0.5028183233903553,0.565765320143397
-0.009163447952097505,0.5028183233903553,0.564006954062149
-0.009160947952097506,0.5028183233903553,0.5587318558184048
-0.009158447952097505,0.5009406810314896,0.5534567575746607
-0.009155947952097506,0.5046959657492193,0.555215123655908
-0.009153447952097505,0.5046959657492209,0.5499400254121646
-0.009150947952097505,0.5046959657492209,0.548181659330915
-0.009148447952097506,0.5046959657492209,0.5446649271684205
-0.009145947952097505,0.5046959657492218,0.5411481950059237
-0.009143447952097506,0.5065736081080866,0.5393898289246764
-0.009140947952097505,0.5028183233903553,0.5323563645996843
-0.009138447952097506,0.5028183233903553,0.5305979985184363
-0.009135947952097505,0.5065736081080866,0.5305979985184363
-0.009133447952097506,0.5046959657492218,0.5235645341934473
-0.009130947952097505,0.5065736081080866,0.5235645341934441
-0.009128447952097505,0.5046959657492209,0.5165310698684511
-0.009125947952097506,0.5046959657492209,0.5147727037872039
-0.009123447952097505,0.5065736081080857,0.5130143377059534
-0.009120947952097506,0.5046959657492209,0.5077392394622118
-0.009118447952097505,0.5065736081080866,0.5059808733809638
-0.009115947952097506,0.5046959657492218,0.5024641412184692
-0.009113447952097505,0.5046959657492209,0.4971890429747235
-0.009110947952097506,0.5046959657492209,0.4954306768934762
-0.009108447952097505,0.5009406810314896,0.4883972125684833
-0.009105947952097505,0.50469596574922,0.490155578649729
-0.009103447952097506,0.5028183233903553,0.4848804804059873
-0.009100947952097505,0.5009406810314896,0.4813637482434912
-0.009098447952097506,0.5028183233903553,0.4813637482434912
-0.009095947952097505,0.5028183233903553,0.4778470160809951
-0.009093447952097506,0.50469596574922,0.4760886499997479
-0.009090947952097505,0.5028183233903553,0.4725719178372511
-0.009088447952097506,0.5028183233903553,0.4708135517560037
-0.009085947952097505,0.5065736081080866,0.4725719178372511
-0.009083447952097505,0.5046959657492209,0.4672968195935061
-0.009080947952097506,0.5046959657492209,0.4655384535122589
-0.009078447952097505,0.5028183233903553,0.4637800874310108
-0.009075947952097506,0.5028183233903553,0.4620217213497628
-0.009073447952097505,0.5065736081080866,0.4637800874310108
-0.009070947952097506,0.5028183233903569,0.4567466231060219
-0.009068447952097505,0.5028183233903553,0.4567466231060187
-0.009065947952097505,0.50469596574922,0.456746623106017
-0.009063447952097506,0.5028183233903553,0.4532298909435226
-0.009060947952097505,0.50469596574922,0.453229890943521
-0.009058447952097506,0.5028183233903553,0.4497131587810266
-0.009055947952097505,0.5046959657492209,0.4514715248622746
-0.009053447952097506,0.5065736081080866,0.4514715248622746
-0.009050947952097505,0.5028183233903553,0.4479547926997784
-0.009048447952097506,0.5065736081080849,0.451471524862273
-0.009045947952097505,0.5065736081080866,0.4479547926997784
-0.009043447952097505,0.5065736081080866,0.4497131587810258
-0.009040947952097506,0.5065736081080866,0.4479547926997784
-0.009038447952097505,0.5028183233903561,0.444438060537284
-0.009035947952097506,0.5046959657492209,0.4479547926997784
-0.009033447952097505,0.5046959657492209,0.4461964266185304
-0.009030947952097506,0.5046959657492209,0.4461964266185304
-0.009028447952097505,0.5046959657492209,0.4479547926997784
-0.009025947952097506,0.5046959657492209,0.4461964266185312
-0.009023447952097505,0.5065736081080866,0.4497131587810266
-0.009020947952097505,0.5046959657492209,0.4461964266185304
-0.009018447952097506,0.5046959657492209,0.4461964266185304
-0.009015947952097505,0.5065736081080866,0.4497131587810266
-0.009013447952097506,0.5028183233903553,0.4479547926997784
-0.009010947952097505,0.5046959657492209,0.4479547926997784
-0.009008447952097506,0.5028183233903561,0.4479547926997784
-0.009005947952097505,0.5046959657492209,0.4497131587810266
