Freq.,Vvout
1.09395636627198e+002,-5.20867312482607e-004,-1.66372122118365e+000
1.09647819614307e+002,-5.20631933105295e-004,-1.66757416119550e+000
1.09900583943240e+002,-5.20395459326842e-004,-1.67143610597585e+000
1.10153930954130e+002,-5.20157885999448e-004,-1.67530707713845e+000
1.10407861990195e+002,-5.19919207980139e-004,-1.67918709635289e+000
1.10662378397755e+002,-5.19679420096041e-004,-1.68307618534470e+000
1.10917481526228e+002,-5.19438517157892e-004,-1.68697436589558e+000
1.11173172728147e+002,-5.19196493930138e-004,-1.69088165984354e+000
1.11429453359161e+002,-5.18953345159865e-004,-1.69479808908310e+000
1.11686324778044e+002,-5.18709065580663e-004,-1.69872367556541e+000
1.11943788346703e+002,-5.18463649899117e-004,-1.70265844129848e+000
1.12201845430184e+002,-5.18217092783238e-004,-1.70660240834733e+000
1.12460497396680e+002,-5.17969388883681e-004,-1.71055559883420e+000
1.12719745617539e+002,-5.17720532842421e-004,-1.71451803493864e+000
1.12979591467267e+002,-5.17470519239713e-004,-1.71848973889779e+000
1.13240036323543e+002,-5.17219342657743e-004,-1.72247073300649e+000
1.13501081567219e+002,-5.16966997635301e-004,-1.72646103961750e+000
1.13762728582331e+002,-5.16713478717928e-004,-1.73046068114162e+000
1.14024978756104e+002,-5.16458780387516e-004,-1.73446968004796e+000
1.14287833478965e+002,-5.16202897099922e-004,-1.73848805886402e+000
1.14551294144541e+002,-5.15945823325468e-004,-1.74251584017595e+000
1.14815362149676e+002,-5.15687553471793e-004,-1.74655304662870e+000
1.15080038894431e+002,-5.15428081928213e-004,-1.75059970092620e+000
1.15345325782097e+002,-5.15167403057043e-004,-1.75465582583157e+000
1.15611224219197e+002,-5.14905511199383e-004,-1.75872144416723e+000
1.15877735615500e+002,-5.14642400664508e-004,-1.76279657881522e+000
1.16144861384022e+002,-5.14378065721194e-004,-1.76688125271723e+000
1.16412602941036e+002,-5.14112500657500e-004,-1.77097548887493e+000
1.16680961706083e+002,-5.13845699680483e-004,-1.77507931035001e+000
1.16949939101974e+002,-5.13577656997199e-004,-1.77919274026454e+000
1.17219536554800e+002,-5.13308366775165e-004,-1.78331580180099e+000
1.17489755493940e+002,-5.13037823167434e-004,-1.78744851820255e+000
1.17760597352068e+002,-5.12766020281736e-004,-1.79159091277322e+000
1.18032063565160e+002,-5.12492952221942e-004,-1.79574300887810e+000
1.18304155572503e+002,-5.12218613051422e-004,-1.79990482994352e+000
1.18576874816703e+002,-5.11942996776648e-004,-1.80407639945720e+000
1.18850222743689e+002,-5.11666097432060e-004,-1.80825774096855e+000
1.19124200802724e+002,-5.11387908978806e-004,-1.81244887808877e+000
1.19398810446414e+002,-5.11108425361643e-004,-1.81664983449106e+000
1.19674053130711e+002,-5.10827640522433e-004,-1.82086063391091e+000
1.19949930314925e+002,-5.10545548324927e-004,-1.82508130014616e+000
1.20226443461728e+002,-5.10262142629982e-004,-1.82931185705726e+000
1.20503594037166e+002,-5.09977417283993e-004,-1.83355232856751e+000
1.20781383510665e+002,-5.09691366095743e-004,-1.83780273866318e+000
1.21059813355035e+002,-5.09403982797832e-004,-1.84206311139378e+000
1.21338885046484e+002,-5.09115261181687e-004,-1.84633347087222e+000
1.21618600064623e+002,-5.08825194920120e-004,-1.85061384127503e+000
1.21898959892473e+002,-5.08533777727410e-004,-1.85490424684253e+000
1.22179966016474e+002,-5.08241003214650e-004,-1.85920471187912e+000
1.22461619926491e+002,-5.07946865046940e-004,-1.86351526075337e+000
1.22743923115827e+002,-5.07651356788120e-004,-1.86783591789831e+000
1.23026877081225e+002,-5.07354472014571e-004,-1.87216670781161e+000
1.23310483322877e+002,-5.07056204246738e-004,-1.87650765505577e+000
1.23594743344437e+002,-5.06756546978067e-004,-1.88085878425837e+000
1.23879658653023e+002,-5.06455493697183e-004,-1.88522012011224e+000
1.24165230759227e+002,-5.06153037819420e-004,-1.88959168737569e+000
1.24451461177125e+002,-5.05849172750468e-004,-1.89397351087272e+000
1.24738351424280e+002,-5.05543891883485e-004,-1.89836561549321e+000
1.25025903021758e+002,-5.05237188546048e-004,-1.90276802619317e+000
1.25314117494128e+002,-5.04929056042595e-004,-1.90718076799496e+000
1.25602996369473e+002,-5.04619487668883e-004,-1.91160386598742e+000
1.25892541179403e+002,-5.04308476649307e-004,-1.91603734532618e+000
1.26182753459053e+002,-5.03996016210194e-004,-1.92048123123386e+000
1.26473634747101e+002,-5.03682099530616e-004,-1.92493554900028e+000
1.26765186585770e+002,-5.03366719757823e-004,-1.92940032398259e+000
1.27057410520840e+002,-5.03049870013027e-004,-1.93387558160567e+000
1.27350308101652e+002,-5.02731543363439e-004,-1.93836134736219e+000
1.27643880881120e+002,-5.02411732874341e-004,-1.94285764681293e+000
1.27938130415738e+002,-5.02090431544474e-004,-1.94736450558691e+000
1.28233058265588e+002,-5.01767632380298e-004,-1.95188194938174e+000
1.28528665994347e+002,-5.01443328307265e-004,-1.95641000396371e+000
1.28824955169299e+002,-5.01117512234433e-004,-1.96094869516812e+000
1.29121927361339e+002,-5.00790177075688e-004,-1.96549804889943e+000
1.29419584144984e+002,-5.00461315656189e-004,-1.97005809113158e+000
1.29717927098381e+002,-5.00130920792423e-004,-1.97462884790811e+000
1.30016957803314e+002,-4.99798985254585e-004,-1.97921034534244e+000
1.30316677845215e+002,-4.99465501793585e-004,-1.98380260961814e+000
1.30617088813169e+002,-4.99130463112116e-004,-1.98840566698909e+000
1.30918192299926e+002,-4.98793861891657e-004,-1.99301954377976e+000
1.31219989901906e+002,-4.98455690757754e-004,-1.99764426638543e+000
1.31522483219209e+002,-4.98115942332098e-004,-2.00227986127243e+000
1.31825673855626e+002,-4.97774609163089e-004,-2.00692635497834e+000
1.32129563418643e+002,-4.97431683787555e-004,-2.01158377411231e+000
1.32434153519452e+002,-4.97087158702789e-004,-2.01625214535521e+000
1.32739445772959e+002,-4.96741026367508e-004,-2.02093149545990e+000
1.33045441797794e+002,-4.96393279204751e-004,-2.02562185125148e+000
1.33352143216317e+002,-4.96043909609591e-004,-2.03032323962757e+000
1.33659551654629e+002,-4.95692909915383e-004,-2.03503568755843e+000
1.33967668742578e+002,-4.95340272431375e-004,-2.03975922208734e+000
1.34276496113771e+002,-4.94985989460065e-004,-2.04449387033075e+000
1.34586035405580e+002,-4.94630053211373e-004,-2.04923965947859e+000
1.34896288259150e+002,-4.94272455918369e-004,-2.05399661679450e+000
1.35207256319412e+002,-4.93913189717683e-004,-2.05876476961601e+000
1.35518941235088e+002,-4.93552246744985e-004,-2.06354414535490e+000
1.35831344658700e+002,-4.93189619091586e-004,-2.06833477149737e+000
1.36144468246580e+002,-4.92825298800580e-004,-2.07313667560431e+000
1.36458313658877e+002,-4.92459277900596e-004,-2.07794988531158e+000
1.36772882559569e+002,-4.92091548330579e-004,-2.08277442833024e+000
1.37088176616470e+002,-4.91722102068053e-004,-2.08761033244680e+000
1.37404197501236e+002,-4.91350930980602e-004,-2.09245762552347e+000
1.37720946889379e+002,-4.90978026921349e-004,-2.09731633549845e+000
1.38038426460273e+002,-4.90603381729918e-004,-2.10218649038617e+000
1.38356637897162e+002,-4.90226987167818e-004,-2.10706811827753e+000
1.38675582887173e+002,-4.89848834986920e-004,-2.11196124734019e+000
1.38995263121320e+002,-4.89468916864837e-004,-2.11686590581883e+000
1.39315680294514e+002,-4.89087224473401e-004,-2.12178212203539e+000
1.39636836105578e+002,-4.88703749429476e-004,-2.12670992438935e+000
1.39958732257246e+002,-4.88318483308458e-004,-2.13164934135799e+000
1.40281370456180e+002,-4.87931417653924e-004,-2.13660040149667e+000
1.40604752412975e+002,-4.87542543954483e-004,-2.14156313343912e+000
1.40928879842171e+002,-4.87151853654383e-004,-2.14653756589757e+000
1.41253754462259e+002,-4.86759338184377e-004,-2.15152372766324e+000
1.41579377995692e+002,-4.86364988904817e-004,-2.15652164760648e+000
1.41905752168893e+002,-4.85968797164489e-004,-2.16153135467700e+000
1.42232878712266e+002,-4.85570754226348e-004,-2.16655287790428e+000
1.42560759360203e+002,-4.85170851350461e-004,-2.17158624639773e+000
1.42889395851094e+002,-4.84769079740000e-004,-2.17663148934703e+000
1.43218789927338e+002,-4.84365430572099e-004,-2.18168863602237e+000
1.43548943335349e+002,-4.83959894920708e-004,-2.18675771577476e+000
1.43879857825568e+002,-4.83552463899319e-004,-2.19183875803631e+000
1.44211535152470e+002,-4.83143128534632e-004,-2.19693179232047e+000
1.44543977074576e+002,-4.82731879799345e-004,-2.20203684822239e+000
1.44877185354460e+002,-4.82318708651694e-004,-2.20715395541909e+000
1.45211161758758e+002,-4.81903605989161e-004,-2.21228314366988e+000
1.45545908058180e+002,-4.81486562672585e-004,-2.21742444281656e+000
1.45881426027518e+002,-4.81067569513625e-004,-2.22257788278374e+000
1.46217717445655e+002,-4.80646617264150e-004,-2.22774349357907e+000
1.46554784095574e+002,-4.80223696676998e-004,-2.23292130529368e+000
1.46892627764370e+002,-4.79798798404715e-004,-2.23811134810229e+000
1.47231250243255e+002,-4.79371913091168e-004,-2.24331365226365e+000
1.47570653327572e+002,-4.78943031320438e-004,-2.24852824812073e+000
1.47910838816804e+002,-4.78512143639963e-004,-2.25375516610109e+000
1.48251808514578e+002,-4.78079240535462e-004,-2.25899443671715e+000
1.48593564228684e+002,-4.77644312471443e-004,-2.26424609056652e+000
1.48936107771074e+002,-4.77207349845874e-004,-2.26951015833222e+000
1.49279440957882e+002,-4.76768343008506e-004,-2.27478667078308e+000
1.49623565609426e+002,-4.76327282268592e-004,-2.28007565877399e+000
1.49968483550220e+002,-4.75884157903562e-004,-2.28537715324624e+000
1.50314196608985e+002,-4.75438960114666e-004,-2.29069118522775e+000
1.50660706618657e+002,-4.74991679071328e-004,-2.29601778583351e+000
1.51008015416397e+002,-4.74542304900548e-004,-2.30135698626577e+000
1.51356124843603e+002,-4.74090827673393e-004,-2.30670881781439e+000
1.51705036745916e+002,-4.73637237399213e-004,-2.31207331185721e+000
1.52054752973232e+002,-4.73181524075790e-004,-2.31745049986026e+000
1.52405275379711e+002,-4.72723677617008e-004,-2.32284041337819e+000
1.52756605823790e+002,-4.72263687894323e-004,-2.32824308405447e+000
1.53108746168185e+002,-4.71801544728081e-004,-2.33365854362182e+000
1.53461698279912e+002,-4.71337237932847e-004,-2.33908682390247e+000
1.53815464030286e+002,-4.70870757212285e-004,-2.34452795680849e+000
1.54170045294938e+002,-4.70402092225702e-004,-2.34998197434212e+000
1.54525443953823e+002,-4.69931232647838e-004,-2.35544890859612e+000
1.54881661891230e+002,-4.69458168020354e-004,-2.36092879175403e+000
1.55238700995790e+002,-4.68982887871413e-004,-2.36642165609055e+000
1.55596563160489e+002,-4.68505381685785e-004,-2.37192753397193e+000
1.55955250282677e+002,-4.68025638884594e-004,-2.37744645785616e+000
1.56314764264077e+002,-4.67543648845572e-004,-2.38297846029342e+000
1.56675107010797e+002,-4.67059400888593e-004,-2.38852357392634e+000
1.57036280433337e+002,-4.66572884278564e-004,-2.39408183149043e+000
1.57398286446603e+002,-4.66084088227355e-004,-2.39965326581433e+000
1.57761126969916e+002,-4.65593001907303e-004,-2.40523790982016e+000
1.58124803927020e+002,-4.65099614419384e-004,-2.41083579652393e+000
1.58489319246093e+002,-4.64603914823108e-004,-2.41644695903587e+000
1.58854674859759e+002,-4.64105892117237e-004,-2.42207143056064e+000
1.59220872705098e+002,-4.63605535263889e-004,-2.42770924439787e+000
1.59587914723654e+002,-4.63102833152858e-004,-2.43336043394243e+000
1.59955802861448e+002,-4.62597774625724e-004,-2.43902503268472e+000
1.60324539068985e+002,-4.62090348472959e-004,-2.44470307421114e+000
1.60694125301269e+002,-4.61580543404996e-004,-2.45039459220430e+000
1.61064563517808e+002,-4.61068348132274e-004,-2.45609962044357e+000
1.61435855682630e+002,-4.60553751249509e-004,-2.46181819280526e+000
1.61808003764287e+002,-4.60036741317670e-004,-2.46755034326302e+000
1.62181009735874e+002,-4.59517306867835e-004,-2.47329610588834e+000
1.62554875575029e+002,-4.58995436352006e-004,-2.47905551485070e+000
1.62929603263953e+002,-4.58471118151794e-004,-2.48482860441808e+000
1.63305194789414e+002,-4.57944340599627e-004,-2.49061540895728e+000
1.63681652142762e+002,-4.57415092008653e-004,-2.49641596293433e+000
1.64058977319935e+002,-4.56883360565690e-004,-2.50223030091480e+000
1.64437172321474e+002,-4.56349134468172e-004,-2.50805845756418e+000
1.64816239152531e+002,-4.55812401803596e-004,-2.51390046764832e+000
1.65196179822882e+002,-4.55273150635355e-004,-2.51975636603378e+000
1.65576996346933e+002,-4.54731368937161e-004,-2.52562618768812e+000
1.65958690743736e+002,-4.54187044678873e-004,-2.53150996768041e+000
1.66341265036997e+002,-4.53640165690522e-004,-2.53740774118154e+000
1.66724721255087e+002,-4.53090719800213e-004,-2.54331954346465e+000
1.67109061431051e+002,-4.52538694776267e-004,-2.54924540990544e+000
1.67494287602624e+002,-4.51984078283821e-004,-2.55518537598263e+000
1.67880401812236e+002,-4.51426857983196e-004,-2.56113947727837e+000
1.68267406107027e+002,-4.50867021420922e-004,-2.56710774947852e+000
1.68655302538854e+002,-4.50304556136783e-004,-2.57309022837317e+000
1.69044093164306e+002,-4.49739449547129e-004,-2.57908694985693e+000
1.69433780044713e+002,-4.49171689061565e-004,-2.58509794992946e+000
1.69824365246154e+002,-4.48601261992301e-004,-2.59112326469574e+000
1.70215850839475e+002,-4.48028155610081e-004,-2.59716293036650e+000
1.70608238900292e+002,-4.47452357107545e-004,-2.60321698325874e+000
1.71001531509008e+002,-4.46873853633937e-004,-2.60928545979597e+000
1.71395730750822e+002,-4.46292632253646e-004,-2.61536839650871e+000
1.71790838715738e+002,-4.45708679959701e-004,-2.62146583003495e+000
1.72186857498580e+002,-4.45121983719098e-004,-2.62757779712043e+000
1.72583789199000e+002,-4.44532530408190e-004,-2.63370433461917e+000
1.72981635921490e+002,-4.43940306831970e-004,-2.63984547949384e+000
1.73380399775393e+002,-4.43345299745293e-004,-2.64600126881621e+000
1.73780082874917e+002,-4.42747495833581e-004,-2.65217173976747e+000
1.74180687339141e+002,-4.42146881724402e-004,-2.65835692963884e+000
1.74582215292030e+002,-4.41543443963360e-004,-2.66455687583187e+000
1.74984668862445e+002,-4.40937169027590e-004,-2.67077161585883e+000
1.75388050184155e+002,-4.40328043341198e-004,-2.67700118734324e+000
1.75792361395848e+002,-4.39716053278146e-004,-2.68324562802031e+000
1.76197604641142e+002,-4.39101185091858e-004,-2.68950497573727e+000
1.76603782068595e+002,-4.38483424996221e-004,-2.69577926845391e+000
1.77010895831721e+002,-4.37862759172345e-004,-2.70206854424296e+000
1.77418948088995e+002,-4.37239173686583e-004,-2.70837284129058e+000
1.77827941003871e+002,-4.36612654523324e-004,-2.71469219789675e+000
1.78237876744788e+002,-4.35983187659249e-004,-2.72102665247579e+000
1.78648757485184e+002,-4.35350758954356e-004,-2.72737624355673e+000
1.79060585403508e+002,-4.34715354202110e-004,-2.73374100978384e+000
1.79473362683231e+002,-4.34076959129439e-004,-2.74012098991701e+000
1.79887091512857e+002,-4.33435559405417e-004,-2.74651622283228e+000
1.80301774085935e+002,-4.32791140612331e-004,-2.75292674752224e+000
1.80717412601071e+002,-4.32143688284257e-004,-2.75935260309652e+000
1.81134009261938e+002,-4.31493187846304e-004,-2.76579382878228e+000
1.81551566277292e+002,-4.30839624675370e-004,-2.77225046392461e+000
1.81970085860976e+002,-4.30182984074103e-004,-2.77872254798706e+000
1.82389570231942e+002,-4.29523251257402e-004,-2.78521012055210e+000
1.82810021614252e+002,-4.28860411402562e-004,-2.79171322132156e+000
1.83231442237099e+002,-4.28194449564410e-004,-2.79823189011718e+000
1.83653834334812e+002,-4.27525350766921e-004,-2.80476616688101e+000
1.84077200146873e+002,-4.26853099916426e-004,-2.81131609167592e+000
1.84501541917925e+002,-4.26177681893223e-004,-2.81788170468614e+000
1.84926861897785e+002,-4.25499081455146e-004,-2.82446304621764e+000
1.85353162341459e+002,-4.24817283314708e-004,-2.83106015669875e+000
1.85780445509147e+002,-4.24132272101498e-004,-2.83767307668051e+000
1.86208713666264e+002,-4.23444032372781e-004,-2.84430184683736e+000
1.86637969083444e+002,-4.22752548575896e-004,-2.85094650796737e+000
1.87068214036557e+002,-4.22057805124435e-004,-2.85760710099300e+000
1.87499450806719e+002,-4.21359786350027e-004,-2.86428366696145e+000
1.87931681680304e+002,-4.20658476467621e-004,-2.87097624704526e+000
1.88364908948957e+002,-4.19953859639135e-004,-2.87768488254272e+000
1.88799134909606e+002,-4.19245919950308e-004,-2.88440961487846e+000
1.89234361864475e+002,-4.18534641407811e-004,-2.89115048560399e+000
1.89670592121092e+002,-4.17820007934425e-004,-2.89790753639807e+000
1.90107827992307e+002,-4.17102003355535e-004,-2.90468080906741e+000
1.90546071796302e+002,-4.16380611441568e-004,-2.91147034554707e+000
1.90985325856601e+002,-4.15655815880989e-004,-2.91827618790113e+000
1.91425592502085e+002,-4.14927600242689e-004,-2.92509837832297e+000
1.91866874067006e+002,-4.14195948079174e-004,-2.93193695913608e+000
1.92309172890992e+002,-4.13460842785769e-004,-2.93879197279443e+000
1.92752491319070e+002,-4.12722267725981e-004,-2.94566346188302e+000
1.93196831701669e+002,-4.11980206164963e-004,-2.95255146911852e+000
1.93642196394637e+002,-4.11234641295550e-004,-2.95945603734970e+000
1.94088587759254e+002,-4.10485556193897e-004,-2.96637720955807e+000
1.94536008162243e+002,-4.09732933878306e-004,-2.97331502885831e+000
1.94984459975781e+002,-4.08976757272584e-004,-2.98026953849895e+000
1.95433945577516e+002,-4.08217009224358e-004,-2.98724078186291e+000
1.95884467350575e+002,-4.07453672485796e-004,-2.99422880246797e+000
1.96336027683581e+002,-4.06686729723247e-004,-3.00123364396742e+000
1.96788628970660e+002,-4.05916163510489e-004,-3.00825535015062e+000
1.97242273611461e+002,-4.05141956339341e-004,-3.01529396494350e+000
1.97696964011162e+002,-4.04364090627376e-004,-3.02234953240920e+000
1.98152702580486e+002,-4.03582548670664e-004,-3.02942209674865e+000
1.98609491735713e+002,-4.02797312710321e-004,-3.03651170230113e+000
1.99067333898694e+002,-4.02008364879463e-004,-3.04361839354480e+000
1.99526231496863e+002,-4.01215687219600e-004,-3.05074221509741e+000
1.99986186963250e+002,-4.00419261691248e-004,-3.05788321171676e+000
2.00447202736492e+002,-3.99619070159462e-004,-3.06504142830135e+000
2.00909281260848e+002,-3.98815094381298e-004,-3.07221690989103e+000
2.01372424986214e+002,-3.98007316063676e-004,-3.07940970166747e+000
2.01836636368131e+002,-3.97195716770801e-004,-3.08661984895491e+000
2.02301917867802e+002,-3.96380278012886e-004,-3.09384739722063e+000
2.02768271952103e+002,-3.95560981183467e-004,-3.10109239207569e+000
2.03235701093597e+002,-3.94737807588334e-004,-3.10835487927543e+000
2.03704207770547e+002,-3.93910738446494e-004,-3.11563490472014e+000
2.04173794466928e+002,-3.93079754877639e-004,-3.12293251445572e+000
2.04644463672442e+002,-3.92244837888642e-004,-3.13024775467419e+000
2.05116217882531e+002,-3.91405968422737e-004,-3.13758067171446e+000
2.05589059598389e+002,-3.90563127293949e-004,-3.14493131206283e+000
2.06062991326975e+002,-3.89716295243021e-004,-3.15229972235370e+000
2.06538015581027e+002,-3.88865452899807e-004,-3.15968594937022e+000
2.07014134879079e+002,-3.88010580800631e-004,-3.16709004004488e+000
2.07491351745465e+002,-3.87151659371891e-004,-3.17451204146019e+000
2.07969668710344e+002,-3.86288668979244e-004,-3.18195200084932e+000
2.08449088309703e+002,-3.85421589818631e-004,-3.18940996559675e+000
2.08929613085378e+002,-3.84550402052252e-004,-3.19688598323893e+000
2.09411245585063e+002,-3.83675085718885e-004,-3.20438010146495e+000
2.09893988362326e+002,-3.82795620739666e-004,-3.21189236811717e+000
2.10377843976621e+002,-3.81911986949916e-004,-3.21942283119200e+000
2.10862814993303e+002,-3.81024164083714e-004,-3.22697153884040e+000
2.11348903983638e+002,-3.80132131752675e-004,-3.23453853936867e+000
2.11836113524824e+002,-3.79235869487423e-004,-3.24212388123915e+000
2.12324446199995e+002,-3.78335356712517e-004,-3.24972761307078e+000
2.12813904598245e+002,-3.77430572728126e-004,-3.25734978363997e+000
2.13304491314631e+002,-3.76521496741854e-004,-3.26499044188111e+000
2.13796208950197e+002,-3.75608107853312e-004,-3.27264963688740e+000
2.14289060111979e+002,-3.74690385065688e-004,-3.28032741791147e+000
2.14783047413027e+002,-3.73768307257782e-004,-3.28802383436614e+000
2.15278173472410e+002,-3.72841853202330e-004,-3.29573893582511e+000
2.15774440915240e+002,-3.71911001584325e-004,-3.30347277202363e+000
2.16271852372675e+002,-3.70975730935441e-004,-3.31122539285932e+000
2.16770410481942e+002,-3.70036019744938e-004,-3.31899684839276e+000
2.17270117886347e+002,-3.69091846308250e-004,-3.32678718884834e+000
2.17770977235289e+002,-3.68143188892864e-004,-3.33459646461487e+000
2.18272991184273e+002,-3.67190025594625e-004,-3.34242472624652e+000
2.18776162394928e+002,-3.66232334435138e-004,-3.35027202446323e+000
2.19280493535017e+002,-3.65270093283654e-004,-3.35813841015177e+000
2.19785987278455e+002,-3.64303279947723e-004,-3.36602393436634e+000
2.20292646305318e+002,-3.63331872049752e-004,-3.37392864832932e+000
2.20800473301862e+002,-3.62355847189985e-004,-3.38185260343207e+000
2.21309470960536e+002,-3.61375182768095e-004,-3.38979585123567e+000
2.21819641979994e+002,-3.60389856098910e-004,-3.39775844347169e+000
2.22330989065112e+002,-3.59399844413373e-004,-3.40574043204293e+000
2.22843514927002e+002,-3.58405124771753e-004,-3.41374186902429e+000
2.23357222283025e+002,-3.57405674135974e-004,-3.42176280666339e+000
2.23872113856806e+002,-3.56401469372502e-004,-3.42980329738157e+000
2.24388192378248e+002,-3.55392487200276e-004,-3.43786339377444e+000
2.24905460583550e+002,-3.54378704224457e-004,-3.44594314861291e+000
2.25423921215214e+002,-3.53360096928717e-004,-3.45404261484375e+000
2.25943577022069e+002,-3.52336641696449e-004,-3.46216184559061e+000
2.26464430759277e+002,-3.51308314750021e-004,-3.47030089415472e+000
2.26986485188354e+002,-3.50275092230808e-004,-3.47845981401564e+000
2.27509743077178e+002,-3.49236950100838e-004,-3.48663865883229e+000
2.28034207200013e+002,-3.48193864272007e-004,-3.49483748244351e+000
2.28559880337514e+002,-3.47145810481685e-004,-3.50305633886913e+000
2.29086765276748e+002,-3.46092764337069e-004,-3.51129528231062e+000
2.29614864811207e+002,-3.45034701342192e-004,-3.51955436715203e+000
2.30144181740822e+002,-3.43971596875739e-004,-3.52783364796081e+000
2.30674718871978e+002,-3.42903426175618e-004,-3.53613317948866e+000
2.31206479017530e+002,-3.41830164335105e-004,-3.54445301667232e+000
2.31739464996818e+002,-3.40751786362630e-004,-3.55279321463457e+000
2.32273679635681e+002,-3.39668267103670e-004,-3.56115382868498e+000
2.32809125766471e+002,-3.38579581284140e-004,-3.56953491432079e+000
2.33345806228071e+002,-3.37485703494003e-004,-3.57793652722787e+000
2.33883723865906e+002,-3.36386608187268e-004,-3.58635872328147e+000
2.34422881531962e+002,-3.35282269689705e-004,-3.59480155854721e+000
2.34963282084801e+002,-3.34172662215241e-004,-3.60326508928194e+000
2.35504928389571e+002,-3.33057759810992e-004,-3.61174937193464e+000
2.36047823318028e+002,-3.31937536385226e-004,-3.62025446314728e+000
2.36591969748546e+002,-3.30811965731476e-004,-3.62878041975584e+000
2.37137370566135e+002,-3.29681021509253e-004,-3.63732729879104e+000
2.37684028662457e+002,-3.28544677234399e-004,-3.64589515747950e+000
2.38231946935839e+002,-3.27402906271376e-004,-3.65448405324439e+000
2.38781128291287e+002,-3.26255681857376e-004,-3.66309404370666e+000
2.39331575640508e+002,-3.25102977101352e-004,-3.67172518668570e+000
2.39883291901918e+002,-3.23944764938697e-004,-3.68037754020047e+000
2.40436280000663e+002,-3.22781018201643e-004,-3.68905116247036e+000
2.40990542868629e+002,-3.21611709546933e-004,-3.69774611191618e+000
2.41546083444463e+002,-3.20436811501145e-004,-3.70646244716111e+000
2.42102904673587e+002,-3.19256296466482e-004,-3.71520022703166e+000
2.42661009508210e+002,-3.18070136660976e-004,-3.72395951055864e+000
2.43220400907350e+002,-3.16878304189859e-004,-3.73274035697816e+000
2.43781081836844e+002,-3.15680771008910e-004,-3.74154282573261e+000
2.44343055269366e+002,-3.14477508897457e-004,-3.75036697647162e+000
2.44906324184443e+002,-3.13268489514311e-004,-3.75921286905312e+000
2.45470891568472e+002,-3.12053684373656e-004,-3.76808056354428e+000
2.46036760414731e+002,-3.10833064805507e-004,-3.77697012022251e+000
2.46603933723402e+002,-3.09606602021294e-004,-3.78588159957654e+000
2.47172414501581e+002,-3.08374267083962e-004,-3.79481506230749e+000
2.47742205763297e+002,-3.07136030880969e-004,-3.80377056932969e+000
2.48313310529525e+002,-3.05891864159972e-004,-3.81274818177191e+000
2.48885731828207e+002,-3.04641737500856e-004,-3.82174796097838e+000
2.49459472694263e+002,-3.03385621326345e-004,-3.83076996850976e+000
2.50034536169611e+002,-3.02123485956970e-004,-3.83981426614419e+000
2.50610925303179e+002,-3.00855301483774e-004,-3.84888091587851e+000
2.51188643150926e+002,-2.99581037864748e-004,-3.85796997992914e+000
2.51767692775853e+002,-2.98300664920974e-004,-3.86708152073322e+000
2.52348077248025e+002,-2.97014152283587e-004,-3.87621560094978e+000
2.52929799644582e+002,-2.95721469443918e-004,-3.88537228346068e+000
2.53512863049758e+002,-2.94422585725534e-004,-3.89455163137181e+000
2.54097270554898e+002,-2.93117470277481e-004,-3.90375370801421e+000
2.54683025258471e+002,-2.91806092105151e-004,-3.91297857694510e+000
2.55270130266092e+002,-2.90488420026879e-004,-3.92222630194901e+000
2.55858588690531e+002,-2.89164422735667e-004,-3.93149694703900e+000
2.56448403651738e+002,-2.87834068699856e-004,-3.94079057645765e+000
2.57039578276853e+002,-2.86497326273058e-004,-3.95010725467833e+000
2.57632115700224e+002,-2.85154163593870e-004,-3.95944704640627e+000
2.58226019063426e+002,-2.83804548674588e-004,-3.96881001657976e+000
2.58821291515276e+002,-2.82448449333711e-004,-3.97819623037123e+000
2.59417936211848e+002,-2.81085833220041e-004,-3.98760575318855e+000
2.60015956316493e+002,-2.79716667812689e-004,-3.99703865067608e+000
2.60615354999856e+002,-2.78340920426862e-004,-4.00649498871595e+000
2.61216135439887e+002,-2.76958558172393e-004,-4.01597483342920e+000
2.61818300821864e+002,-2.75569548024141e-004,-4.02547825117698e+000
2.62421854338410e+002,-2.74173856752557e-004,-4.03500530856178e+000
2.63026799189504e+002,-2.72771450954545e-004,-4.04455607242866e+000
2.63633138582504e+002,-2.71362297054427e-004,-4.05413060986641e+000
2.64240875732160e+002,-2.69946361290439e-004,-4.06372898820886e+000
2.64850013860636e+002,-2.68523609744632e-004,-4.07335127503609e+000
2.65460556197519e+002,-2.67094008262824e-004,-4.08299753817565e+000
2.66072505979846e+002,-2.65657522567438e-004,-4.09266784570382e+000
2.66685866452113e+002,-2.64214118149487e-004,-4.10236226594694e+000
2.67300640866296e+002,-2.62763760352480e-004,-4.11208086748262e+000
2.67916832481868e+002,-2.61306414304910e-004,-4.12182371914103e+000
2.68534444565816e+002,-2.59842044976197e-004,-4.13159089000621e+000
2.69153480392656e+002,-2.58370617112065e-004,-4.14138244941737e+000
2.69773943244457e+002,-2.56892095292415e-004,-4.15119846697013e+000
2.70395836410849e+002,-2.55406443904315e-004,-4.16103901251795e+000
2.71019163189049e+002,-2.53913627130434e-004,-4.17090415617338e+000
2.71643926883873e+002,-2.52413608982788e-004,-4.18079396830939e+000
2.72270130807755e+002,-2.50906353242961e-004,-4.19070851956074e+000
2.72897778280768e+002,-2.49391823537313e-004,-4.20064788082532e+000
2.73526872630635e+002,-2.47869983273343e-004,-4.21061212326552e+000
