Freq.	V(vo)
1.02730641483867e+002	(-2.04916303409899e-003dB,-1.26909749459613e+000°)
1.02754298811780e+002	(-2.05010675613109e-003dB,-1.26938967498229e+000°)
1.02777961587622e+002	(-2.05105091270333e-003dB,-1.26968192260228e+000°)
1.02801629812646e+002	(-2.05199550401742e-003dB,-1.26997423747153e+000°)
1.02825303488109e+002	(-2.05294053027993e-003dB,-1.27026661960549e+000°)
1.02848982615264e+002	(-2.05388599168392e-003dB,-1.27055906901963e+000°)
1.02872667195367e+002	(-2.05483188843111e-003dB,-1.27085158572939e+000°)
1.02896357229674e+002	(-2.05577822072710e-003dB,-1.27114416975024e+000°)
1.02920052719442e+002	(-2.05672498876688e-003dB,-1.27143682109765e+000°)
1.02943753665926e+002	(-2.05767219274928e-003dB,-1.27172953978709e+000°)
1.02967460070382e+002	(-2.05861983287893e-003dB,-1.27202232583402e+000°)
1.02991171934069e+002	(-2.05956790936046e-003dB,-1.27231517925392e+000°)
1.03014889258242e+002	(-2.06051642238692e-003dB,-1.27260810006228e+000°)
1.03038612044161e+002	(-2.06146537215909e-003dB,-1.27290108827457e+000°)
1.03062340293081e+002	(-2.06241475888738e-003dB,-1.27319414390629e+000°)
1.03086074006261e+002	(-2.06336458276195e-003dB,-1.27348726697292e+000°)
1.03109813184961e+002	(-2.06431484399419e-003dB,-1.27378045748995e+000°)
1.03133557830437e+002	(-2.06526554277715e-003dB,-1.27407371547289e+000°)
1.03157307943950e+002	(-2.06621667931256e-003dB,-1.27436704093724e+000°)
1.03181063526758e+002	(-2.06716825380602e-003dB,-1.27466043389849e+000°)
1.03204824580121e+002	(-2.06812026645926e-003dB,-1.27495389437216e+000°)
1.03228591105299e+002	(-2.06907271747403e-003dB,-1.27524742237376e+000°)
1.03252363103551e+002	(-2.07002560704820e-003dB,-1.27554101791880e+000°)
1.03276140576139e+002	(-2.07097893538640e-003dB,-1.27583468102281e+000°)
1.03299923524322e+002	(-2.07193270268747e-003dB,-1.27612841170130e+000°)
1.03323711949362e+002	(-2.07288690915701e-003dB,-1.27642220996979e+000°)
1.03347505852520e+002	(-2.07384155499773e-003dB,-1.27671607584383e+000°)
1.03371305235057e+002	(-2.07479664041039e-003dB,-1.27701000933894e+000°)
1.03395110098236e+002	(-2.07575216559866e-003dB,-1.27730401047066e+000°)
1.03418920443318e+002	(-2.07670813075849e-003dB,-1.27759807925452e+000°)
1.03442736271566e+002	(-2.07766453610416e-003dB,-1.27789221570608e+000°)
1.03466557584242e+002	(-2.07862138182679e-003dB,-1.27818641984088e+000°)
1.03490384382610e+002	(-2.07957866813296e-003dB,-1.27848069167446e+000°)
1.03514216667933e+002	(-2.08053639523114e-003dB,-1.27877503122239e+000°)
1.03538054441474e+002	(-2.08149456331922e-003dB,-1.27906943850022e+000°)
1.03561897704497e+002	(-2.08245317259412e-003dB,-1.27936391352351e+000°)
1.03585746458267e+002	(-2.08341222327203e-003dB,-1.27965845630783e+000°)
1.03609600704047e+002	(-2.08437171554410e-003dB,-1.27995306686874e+000°)
1.03633460443103e+002	(-2.08533164962267e-003dB,-1.28024774522182e+000°)
1.03657325676699e+002	(-2.08629202570658e-003dB,-1.28054249138264e+000°)
1.03681196406101e+002	(-2.08725284399950e-003dB,-1.28083730536678e+000°)
1.03705072632575e+002	(-2.08821410470511e-003dB,-1.28113218718983e+000°)
1.03728954357386e+002	(-2.08917580802804e-003dB,-1.28142713686737e+000°)
1.03752841581800e+002	(-2.09013795417002e-003dB,-1.28172215441498e+000°)
1.03776734307084e+002	(-2.09110054333762e-003dB,-1.28201723984828e+000°)
1.03800632534505e+002	(-2.09206357573257e-003dB,-1.28231239318283e+000°)
1.03824536265330e+002	(-2.09302705155953e-003dB,-1.28260761443427e+000°)
1.03848445500826e+002	(-2.09399097102118e-003dB,-1.28290290361817e+000°)
1.03872360242261e+002	(-2.09495533432409e-003dB,-1.28319826075016e+000°)
1.03896280490902e+002	(-2.09592014167868e-003dB,-1.28349368584583e+000°)
1.03920206248019e+002	(-2.09688539327031e-003dB,-1.28378917892082e+000°)
1.03944137514879e+002	(-2.09785108932095e-003dB,-1.28408473999073e+000°)
1.03968074292751e+002	(-2.09881723003140e-003dB,-1.28438036907119e+000°)
1.03992016582905e+002	(-2.09978381560533e-003dB,-1.28467606617783e+000°)
1.04015964386609e+002	(-2.10075084624253e-003dB,-1.28497183132626e+000°)
1.04039917705134e+002	(-2.10171832215344e-003dB,-1.28526766453213e+000°)
1.04063876539749e+002	(-2.10268624354366e-003dB,-1.28556356581107e+000°)
1.04087840891725e+002	(-2.10365461061493e-003dB,-1.28585953517872e+000°)
1.04111810762332e+002	(-2.10462342357479e-003dB,-1.28615557265073e+000°)
1.04135786152842e+002	(-2.10559268262882e-003dB,-1.28645167824273e+000°)
1.04159767064525e+002	(-2.10656238797973e-003dB,-1.28674785197039e+000°)
1.04183753498652e+002	(-2.10753253982928e-003dB,-1.28704409384935e+000°)
1.04207745456496e+002	(-2.10850313839464e-003dB,-1.28734040389527e+000°)
1.04231742939329e+002	(-2.10947418387175e-003dB,-1.28763678212382e+000°)
1.04255745948422e+002	(-2.11044567646816e-003dB,-1.28793322855065e+000°)
1.04279754485049e+002	(-2.11141761639429e-003dB,-1.28822974319144e+000°)
1.04303768550482e+002	(-2.11239000384995e-003dB,-1.28852632606186e+000°)
1.04327788145995e+002	(-2.11336283904845e-003dB,-1.28882297717758e+000°)
1.04351813272861e+002	(-2.11433612218288e-003dB,-1.28911969655429e+000°)
1.04375843932353e+002	(-2.11530985347328e-003dB,-1.28941648420766e+000°)
1.04399880125747e+002	(-2.11628403311948e-003dB,-1.28971334015339e+000°)
1.04423921854316e+002	(-2.11725866132806e-003dB,-1.29001026440715e+000°)
1.04447969119335e+002	(-2.11823373830459e-003dB,-1.29030725698466e+000°)
1.04472021922078e+002	(-2.11920926425953e-003dB,-1.29060431790159e+000°)
1.04496080263822e+002	(-2.12018523939750e-003dB,-1.29090144717365e+000°)
1.04520144145842e+002	(-2.12116166392314e-003dB,-1.29119864481656e+000°)
1.04544213569413e+002	(-2.12213853804302e-003dB,-1.29149591084601e+000°)
1.04568288535812e+002	(-2.12311586197239e-003dB,-1.29179324527771e+000°)
1.04592369046315e+002	(-2.12409363590335e-003dB,-1.29209064812738e+000°)
1.04616455102199e+002	(-2.12507186005886e-003dB,-1.29238811941075e+000°)
1.04640546704741e+002	(-2.12605053463586e-003dB,-1.29268565914353e+000°)
1.04664643855218e+002	(-2.12702965984861e-003dB,-1.29298326734144e+000°)
1.04688746554908e+002	(-2.12800923589695e-003dB,-1.29328094402022e+000°)
1.04712854805088e+002	(-2.12898926299516e-003dB,-1.29357868919560e+000°)
1.04736968607038e+002	(-2.12996974134401e-003dB,-1.29387650288332e+000°)
1.04761087962034e+002	(-2.13095067115973e-003dB,-1.29417438509911e+000°)
1.04785212871357e+002	(-2.13193205263731e-003dB,-1.29447233585872e+000°)
1.04809343336286e+002	(-2.13291388599875e-003dB,-1.29477035517790e+000°)
1.04833479358098e+002	(-2.13389617144483e-003dB,-1.29506844307240e+000°)
1.04857620938075e+002	(-2.13487890918502e-003dB,-1.29536659955798e+000°)
1.04881768077497e+002	(-2.13586209942686e-003dB,-1.29566482465038e+000°)
1.04905920777643e+002	(-2.13684574237980e-003dB,-1.29596311836538e+000°)
1.04930079039794e+002	(-2.13782983825138e-003dB,-1.29626148071873e+000°)
1.04954242865230e+002	(-2.13881438725011e-003dB,-1.29655991172621e+000°)
1.04978412255234e+002	(-2.13979938958255e-003dB,-1.29685841140359e+000°)
1.05002587211087e+002	(-2.14078484546492e-003dB,-1.29715697976665e+000°)
1.05026767734069e+002	(-2.14177075509801e-003dB,-1.29745561683116e+000°)
1.05050953825464e+002	(-2.14275711869031e-003dB,-1.29775432261291e+000°)
1.05075145486553e+002	(-2.14374393645514e-003dB,-1.29805309712769e+000°)
1.05099342718620e+002	(-2.14473120860199e-003dB,-1.29835194039128e+000°)
1.05123545522946e+002	(-2.14571893533740e-003dB,-1.29865085241949e+000°)
1.05147753900816e+002	(-2.14670711687086e-003dB,-1.29894983322810e+000°)
1.05171967853513e+002	(-2.14769575340894e-003dB,-1.29924888283292e+000°)
1.05196187382320e+002	(-2.14868484516688e-003dB,-1.29954800124976e+000°)
1.05220412488522e+002	(-2.14967439235126e-003dB,-1.29984718849442e+000°)
1.05244643173403e+002	(-2.15066439517252e-003dB,-1.30014644458272e+000°)
1.05268879438248e+002	(-2.15165485384300e-003dB,-1.30044576953047e+000°)
1.05293121284342e+002	(-2.15264576856061e-003dB,-1.30074516335349e+000°)
1.05317368712970e+002	(-2.15363713955314e-003dB,-1.30104462606761e+000°)
1.05341621725417e+002	(-2.15462896701365e-003dB,-1.30134415768864e+000°)
1.05365880322970e+002	(-2.15562125116706e-003dB,-1.30164375823243e+000°)
1.05390144506914e+002	(-2.15661399221317e-003dB,-1.30194342771480e+000°)
1.05414414278537e+002	(-2.15760719036628e-003dB,-1.30224316615160e+000°)
1.05438689639124e+002	(-2.15860084583490e-003dB,-1.30254297355866e+000°)
1.05462970589963e+002	(-2.15959495883234e-003dB,-1.30284284995182e+000°)
1.05487257132342e+002	(-2.16058952956905e-003dB,-1.30314279534695e+000°)
1.05511549267547e+002	(-2.16158455825256e-003dB,-1.30344280975989e+000°)
1.05535846996867e+002	(-2.16258004509427e-003dB,-1.30374289320649e+000°)
1.05560150321591e+002	(-2.16357599030847e-003dB,-1.30404304570261e+000°)
1.05584459243006e+002	(-2.16457239409981e-003dB,-1.30434326726413e+000°)
1.05608773762401e+002	(-2.16556925668739e-003dB,-1.30464355790689e+000°)
1.05633093881067e+002	(-2.16656657827684e-003dB,-1.30494391764679e+000°)
1.05657419600291e+002	(-2.16756435908149e-003dB,-1.30524434649967e+000°)
1.05681750921364e+002	(-2.16856259931272e-003dB,-1.30554484448144e+000°)
1.05706087845575e+002	(-2.16956129918193e-003dB,-1.30584541160796e+000°)
1.05730430374216e+002	(-2.17056045889861e-003dB,-1.30614604789513e+000°)
1.05754778508577e+002	(-2.17156007867414e-003dB,-1.30644675335882e+000°)
1.05779132249948e+002	(-2.17256015872668e-003dB,-1.30674752801493e+000°)
1.05803491599621e+002	(-2.17356069926185e-003dB,-1.30704837187937e+000°)
1.05827856558887e+002	(-2.17456170049006e-003dB,-1.30734928496801e+000°)
1.05852227129039e+002	(-2.17556316263238e-003dB,-1.30765026729678e+000°)
1.05876603311368e+002	(-2.17656508589538e-003dB,-1.30795131888158e+000°)
1.05900985107166e+002	(-2.17756747048756e-003dB,-1.30825243973831e+000°)
1.05925372517727e+002	(-2.17857031662129e-003dB,-1.30855362988289e+000°)
1.05949765544343e+002	(-2.17957362452148e-003dB,-1.30885488933124e+000°)
1.05974164188308e+002	(-2.18057739438601e-003dB,-1.30915621809927e+000°)
1.05998568450915e+002	(-2.18158162643209e-003dB,-1.30945761620292e+000°)
1.06022978333458e+002	(-2.18258632087496e-003dB,-1.30975908365812e+000°)
1.06047393837231e+002	(-2.18359147792507e-003dB,-1.31006062048078e+000°)
1.06071814963529e+002	(-2.18459709779961e-003dB,-1.31036222668686e+000°)
1.06096241713647e+002	(-2.18560318070708e-003dB,-1.31066390229228e+000°)
1.06120674088879e+002	(-2.18660972685888e-003dB,-1.31096564731299e+000°)
1.06145112090522e+002	(-2.18761673647027e-003dB,-1.31126746176495e+000°)
1.06169555719870e+002	(-2.18862420976134e-003dB,-1.31156934566409e+000°)
1.06194004978220e+002	(-2.18963214693675e-003dB,-1.31187129902637e+000°)
1.06218459866868e+002	(-2.19064054821366e-003dB,-1.31217332186775e+000°)
1.06242920387110e+002	(-2.19164941380447e-003dB,-1.31247541420419e+000°)
1.06267386540244e+002	(-2.19265874392345e-003dB,-1.31277757605166e+000°)
1.06291858327567e+002	(-2.19366853878974e-003dB,-1.31307980742613e+000°)
1.06316335750375e+002	(-2.19467879860315e-003dB,-1.31338210834355e+000°)
1.06340818809967e+002	(-2.19568952358667e-003dB,-1.31368447881993e+000°)
1.06365307507641e+002	(-2.19670071395556e-003dB,-1.31398691887122e+000°)
1.06389801844696e+002	(-2.19771236992316e-003dB,-1.31428942851341e+000°)
1.06414301822429e+002	(-2.19872449170375e-003dB,-1.31459200776250e+000°)
1.06438807442140e+002	(-2.19973707951454e-003dB,-1.31489465663447e+000°)
1.06463318705129e+002	(-2.20075013356209e-003dB,-1.31519737514531e+000°)
1.06487835612694e+002	(-2.20176365406458e-003dB,-1.31550016331103e+000°)
1.06512358166136e+002	(-2.20277764124208e-003dB,-1.31580302114763e+000°)
1.06536886366754e+002	(-2.20379209530310e-003dB,-1.31610594867110e+000°)
1.06561420215849e+002	(-2.20480701646099e-003dB,-1.31640894589746e+000°)
1.06585959714723e+002	(-2.20582240493871e-003dB,-1.31671201284272e+000°)
1.06610504864675e+002	(-2.20683826094479e-003dB,-1.31701514952289e+000°)
1.06635055667008e+002	(-2.20785458469737e-003dB,-1.31731835595401e+000°)
1.06659612123023e+002	(-2.20887137641173e-003dB,-1.31762163215208e+000°)
1.06684174234022e+002	(-2.20988863629830e-003dB,-1.31792497813314e+000°)
1.06708742001307e+002	(-2.21090636458199e-003dB,-1.31822839391321e+000°)
1.06733315426181e+002	(-2.21192456146746e-003dB,-1.31853187950834e+000°)
1.06757894509947e+002	(-2.21294322718155e-003dB,-1.31883543493456e+000°)
1.06782479253907e+002	(-2.21396236192795e-003dB,-1.31913906020790e+000°)
1.06807069659366e+002	(-2.21498196593156e-003dB,-1.31944275534443e+000°)
1.06831665727627e+002	(-2.21600203941055e-003dB,-1.31974652036017e+000°)
1.06856267459994e+002	(-2.21702258256957e-003dB,-1.32005035527120e+000°)
1.06880874857771e+002	(-2.21804359563450e-003dB,-1.32035426009356e+000°)
1.06905487922263e+002	(-2.21906507881771e-003dB,-1.32065823484331e+000°)
1.06930106654776e+002	(-2.22008703233447e-003dB,-1.32096227953653e+000°)
1.06954731056613e+002	(-2.22110945640582e-003dB,-1.32126639418926e+000°)
1.06979361129082e+002	(-2.22213235124414e-003dB,-1.32157057881760e+000°)
1.07003996873488e+002	(-2.22315571707242e-003dB,-1.32187483343760e+000°)
1.07028638291136e+002	(-2.22417955409820e-003dB,-1.32217915806535e+000°)
1.07053285383334e+002	(-2.22520386254254e-003dB,-1.32248355271693e+000°)
1.07077938151387e+002	(-2.22622864262553e-003dB,-1.32278801740843e+000°)
1.07102596596605e+002	(-2.22725389456050e-003dB,-1.32309255215594e+000°)
1.07127260720292e+002	(-2.22827961856177e-003dB,-1.32339715697554e+000°)
1.07151930523758e+002	(-2.22930581485713e-003dB,-1.32370183188334e+000°)
1.07176606008310e+002	(-2.23033248365510e-003dB,-1.32400657689544e+000°)
1.07201287175257e+002	(-2.23135962517287e-003dB,-1.32431139202793e+000°)
1.07225974025906e+002	(-2.23238723963055e-003dB,-1.32461627729694e+000°)
1.07250666561568e+002	(-2.23341532724532e-003dB,-1.32492123271856e+000°)
1.07275364783550e+002	(-2.23444388824114e-003dB,-1.32522625830892e+000°)
1.07300068693163e+002	(-2.23547292282749e-003dB,-1.32553135408413e+000°)
1.07324778291717e+002	(-2.23650243122253e-003dB,-1.32583652006032e+000°)
1.07349493580521e+002	(-2.23753241364827e-003dB,-1.32614175625361e+000°)
1.07374214560886e+002	(-2.23856287031903e-003dB,-1.32644706268013e+000°)
1.07398941234122e+002	(-2.23959380145972e-003dB,-1.32675243935601e+000°)
1.07423673601540e+002	(-2.24062520728176e-003dB,-1.32705788629740e+000°)
1.07448411664453e+002	(-2.24165708800908e-003dB,-1.32736340352043e+000°)
1.07473155424171e+002	(-2.24268944385214e-003dB,-1.32766899104125e+000°)
1.07497904882005e+002	(-2.24372227503875e-003dB,-1.32797464887601e+000°)
1.07522660039270e+002	(-2.24475558178418e-003dB,-1.32828037704086e+000°)
1.07547420897276e+002	(-2.24578936430563e-003dB,-1.32858617555194e+000°)
1.07572187457337e+002	(-2.24682362282705e-003dB,-1.32889204442544e+000°)
1.07596959720766e+002	(-2.24785835755984e-003dB,-1.32919798367750e+000°)
1.07621737688876e+002	(-2.24889356872798e-003dB,-1.32950399332429e+000°)
1.07646521362981e+002	(-2.24992925655057e-003dB,-1.32981007338198e+000°)
1.07671310744394e+002	(-2.25096542124966e-003dB,-1.33011622386676e+000°)
1.07696105834431e+002	(-2.25200206303953e-003dB,-1.33042244479479e+000°)
1.07720906634406e+002	(-2.25303918213933e-003dB,-1.33072873618225e+000°)
1.07745713145634e+002	(-2.25407677877590e-003dB,-1.33103509804534e+000°)
1.07770525369429e+002	(-2.25511485315969e-003dB,-1.33134153040024e+000°)
1.07795343307108e+002	(-2.25615340551369e-003dB,-1.33164803326315e+000°)
1.07820166959987e+002	(-2.25719243606764e-003dB,-1.33195460665025e+000°)
1.07844996329380e+002	(-2.25823194502812e-003dB,-1.33226125057776e+000°)
1.07869831416606e+002	(-2.25927193262200e-003dB,-1.33256796506187e+000°)
1.07894672222980e+002	(-2.26031239906936e-003dB,-1.33287475011879e+000°)
1.07919518749820e+002	(-2.26135334458355e-003dB,-1.33318160576473e+000°)
1.07944370998442e+002	(-2.26239476939430e-003dB,-1.33348853201592e+000°)
1.07969228970166e+002	(-2.26343667372076e-003dB,-1.33379552888855e+000°)
1.07994092666307e+002	(-2.26447905778302e-003dB,-1.33410259639887e+000°)
1.08018962088186e+002	(-2.26552192179635e-003dB,-1.33440973456309e+000°)
1.08043837237120e+002	(-2.26656526598856e-003dB,-1.33471694339745e+000°)
1.08068718114428e+002	(-2.26760909057879e-003dB,-1.33502422291817e+000°)
1.08093604721430e+002	(-2.26865339578521e-003dB,-1.33533157314150e+000°)
1.08118497059444e+002	(-2.26969818183467e-003dB,-1.33563899408367e+000°)
1.08143395129791e+002	(-2.27074344894532e-003dB,-1.33594648576094e+000°)
1.08168298933790e+002	(-2.27178919732957e-003dB,-1.33625404818954e+000°)
1.08193208472763e+002	(-2.27283542722679e-003dB,-1.33656168138573e+000°)
1.08218123748029e+002	(-2.27388213884647e-003dB,-1.33686938536577e+000°)
1.08243044760910e+002	(-2.27492933241353e-003dB,-1.33717716014591e+000°)
1.08267971512727e+002	(-2.27597700814326e-003dB,-1.33748500574243e+000°)
1.08292904004801e+002	(-2.27702516627889e-003dB,-1.33779292217157e+000°)
1.08317842238455e+002	(-2.27807380701352e-003dB,-1.33810090944963e+000°)
1.08342786215011e+002	(-2.27912293059137e-003dB,-1.33840896759286e+000°)
