Freq.	V(vo)/V(Vi)
1.00000000000000e+000	(1.91974593413754e-002dB,-1.77005134988880e+002°)
1.02329299228075e+000	(2.01042370351270e-002dB,-1.76935620333782e+002°)
1.04712854805090e+000	(2.10535835263397e-002dB,-1.76864503918186e+002°)
1.07151930523761e+000	(2.20474890462430e-002dB,-1.76791749672835e+002°)
1.09647819614318e+000	(2.30880360921716e-002dB,-1.76717320776185e+002°)
1.12201845430196e+000	(2.41774036297969e-002dB,-1.76641179643055e+002°)
1.14815362149688e+000	(2.53178714795871e-002dB,-1.76563287913457e+002°)
1.17489755493953e+000	(2.65118248948053e-002dB,-1.76483606441613e+002°)
1.20226443461741e+000	(2.77617593386182e-002dB,-1.76402095285214e+002°)
1.23026877081238e+000	(2.90702854682158e-002dB,-1.76318713694948e+002°)
1.25892541179417e+000	(3.04401343340393e-002dB,-1.76233420104346e+002°)
1.28824955169313e+000	(3.18741628021764e-002dB,-1.76146172119982e+002°)
1.31825673855641e+000	(3.33753592087119e-002dB,-1.76056926512084e+002°)
1.34896288259165e+000	(3.49468492545142e-002dB,-1.75965639205610e+002°)
1.38038426460288e+000	(3.65919021494603e-002dB,-1.75872265271828e+002°)
1.41253754462275e+000	(3.83139370152534e-002dB,-1.75776758920487e+002°)
1.44543977074593e+000	(4.01165295560660e-002dB,-1.75679073492613e+002°)
1.47910838816821e+000	(4.20034190065663e-002dB,-1.75579161454028e+002°)
1.51356124843621e+000	(4.39785153668699e-002dB,-1.75476974389645e+002°)
1.54881661891248e+000	(4.60459069343697e-002dB,-1.75372462998631e+002°)
1.58489319246111e+000	(4.82098681421062e-002dB,-1.75265577090512e+002°)
1.62181009735893e+000	(5.04748677140746e-002dB,-1.75156265582330e+002°)
1.65958690743756e+000	(5.28455771471219e-002dB,-1.75044476496917e+002°)
1.69824365246174e+000	(5.53268795300239e-002dB,-1.74930156962431e+002°)
1.73780082874937e+000	(5.79238787094221e-002dB,-1.74813253213222e+002°)
1.77827941003892e+000	(6.06419088133034e-002dB,-1.74693710592183e+002°)
1.81970085860998e+000	(6.34865441414768e-002dB,-1.74571473554682e+002°)
1.86208713666287e+000	(6.64636094335371e-002dB,-1.74446485674231e+002°)
1.90546071796325e+000	(6.95791905237167e-002dB,-1.74318689650013e+002°)
1.94984459975804e+000	(7.28396453922947e-002dB,-1.74188027316441e+002°)
1.99526231496888e+000	(7.62516156228450e-002dB,-1.74054439654888e+002°)
2.04173794466953e+000	(7.98220382740824e-002dB,-1.73917866807769e+002°)
2.08929613085404e+000	(8.35581581748123e-002dB,-1.73778248095149e+002°)
2.13796208950223e+000	(8.74675406498237e-002dB,-1.73635522034075e+002°)
2.18776162394955e+000	(9.15580846839282e-002dB,-1.73489626360823e+002°)
2.23872113856834e+000	(9.58380365306324e-002dB,-1.73340498056277e+002°)
2.29086765276777e+000	(1.00316003771177e-001dB,-1.73188073374667e+002°)
2.34422881531992e+000	(1.05000969828357e-001dB,-1.73032287875897e+002°)
2.39883291901949e+000	(1.09902308938896e-001dB,-1.72873076461705e+002°)
2.45470891568503e+000	(1.15029801586335e-001dB,-1.72710373415938e+002°)
2.51188643150958e+000	(1.20393650395442e-001dB,-1.72544112449188e+002°)
2.57039578276886e+000	(1.26004496487277e-001dB,-1.72374226748094e+002°)
2.63026799189538e+000	(1.31873436292256e-001dB,-1.72200649029603e+002°)
2.69153480392691e+000	(1.38012038816645e-001dB,-1.72023311600510e+002°)
2.75422870333816e+000	(1.44432363355752e-001dB,-1.71842146422596e+002°)
2.81838293126445e+000	(1.51146977644576e-001dB,-1.71657085183709e+002°)
2.88403150312660e+000	(1.58168976433991e-001dB,-1.71468059375140e+002°)
2.95120922666638e+000	(1.65512000477770e-001dB,-1.71275000375671e+002°)
3.01995172040201e+000	(1.73190255912359e-001dB,-1.71077839542657e+002°)
3.09029543251359e+000	(1.81218534008149e-001dB,-1.70876508310549e+002°)
