Freq.	V(vo)/V(Vi)
1.00000000000000e+000	(-7.97399941935230e-005dB,1.79999964558907e+002°)
1.02329299228075e+000	(-7.97397814657526e-005dB,1.79999963733362e+002°)
1.04712854805090e+000	(-7.97395587127418e-005dB,1.79999962888588e+002°)
1.07151930523761e+000	(-7.97393254716093e-005dB,1.79999962024135e+002°)
1.09647819614318e+000	(-7.97390812409000e-005dB,1.79999961139545e+002°)
1.12201845430196e+000	(-7.97388254931221e-005dB,1.79999960234348e+002°)
1.14815362149688e+000	(-7.97385577017479e-005dB,1.79999959308066e+002°)
1.17489755493953e+000	(-7.97382772910686e-005dB,1.79999958360207e+002°)
1.20226443461741e+000	(-7.97379836738034e-005dB,1.79999957390267e+002°)
1.23026877081238e+000	(-7.97376762183121e-005dB,1.79999956397732e+002°)
1.25892541179417e+000	(-7.97373542784893e-005dB,1.79999955382077e+002°)
1.28824955169313e+000	(-7.97370171706205e-005dB,1.79999954342762e+002°)
1.31825673855641e+000	(-7.97366641849543e-005dB,1.79999953279236e+002°)
1.34896288259165e+000	(-7.97362945760585e-005dB,1.79999952190936e+002°)
1.38038426460288e+000	(-7.97359075464272e-005dB,1.79999951077282e+002°)
1.41253754462275e+000	(-7.97355022956612e-005dB,1.79999949937686e+002°)
1.44543977074593e+000	(-7.97350779336780e-005dB,1.79999948771543e+002°)
1.47910838816821e+000	(-7.97346335954680e-005dB,1.79999947578234e+002°)
1.51356124843621e+000	(-7.97341683234452e-005dB,1.79999946357125e+002°)
1.54881661891248e+000	(-7.97336811417012e-005dB,1.79999945107570e+002°)
1.58489319246111e+000	(-7.97331710058599e-005dB,1.79999943828905e+002°)
1.62181009735893e+000	(-7.97326368377932e-005dB,1.79999942520452e+002°)
1.65958690743756e+000	(-7.97320775179068e-005dB,1.79999941181518e+002°)
1.69824365246174e+000	(-7.97314918427087e-005dB,1.79999939811390e+002°)
1.73780082874937e+000	(-7.97308785971353e-005dB,1.79999938409344e+002°)
1.77827941003892e+000	(-7.97302364667963e-005dB,1.79999936974634e+002°)
1.81970085860998e+000	(-7.97295640919773e-005dB,1.79999935506500e+002°)
1.86208713666287e+000	(-7.97288600531753e-005dB,1.79999934004163e+002°)
1.90546071796325e+000	(-7.97281228547048e-005dB,1.79999932466826e+002°)
1.94984459975804e+000	(-7.97273509526633e-005dB,1.79999930893672e+002°)
1.99526231496888e+000	(-7.97265426883923e-005dB,1.79999929283867e+002°)
2.04173794466953e+000	(-7.97256963771963e-005dB,1.79999927636558e+002°)
2.08929613085404e+000	(-7.97248102090160e-005dB,1.79999925950869e+002°)
2.13796208950223e+000	(-7.97238823246110e-005dB,1.79999924225906e+002°)
2.18776162394955e+000	(-7.97229107567353e-005dB,1.79999922460754e+002°)
2.23872113856834e+000	(-7.97218934532812e-005dB,1.79999920654475e+002°)
2.29086765276777e+000	(-7.97208282560640e-005dB,1.79999918806112e+002°)
2.34422881531992e+000	(-7.97197129056437e-005dB,1.79999916914683e+002°)
2.39883291901949e+000	(-7.97185450702552e-005dB,1.79999914979183e+002°)
2.45470891568503e+000	(-7.97173222628750e-005dB,1.79999912998587e+002°)
2.51188643150958e+000	(-7.97160419058324e-005dB,1.79999910971841e+002°)
2.57039578276886e+000	(-7.97147012854848e-005dB,1.79999908897871e+002°)
2.63026799189538e+000	(-7.97132975811486e-005dB,1.79999906775575e+002°)
2.69153480392691e+000	(-7.97118278236323e-005dB,1.79999904603826e+002°)
2.75422870333816e+000	(-7.97102889164520e-005dB,1.79999902381470e+002°)
2.81838293126445e+000	(-7.97086776078657e-005dB,1.79999900107329e+002°)
2.88403150312660e+000	(-7.97069904850873e-005dB,1.79999897780194e+002°)
2.95120922666638e+000	(-7.97052240041807e-005dB,1.79999895398828e+002°)
3.01995172040201e+000	(-7.97033744273786e-005dB,1.79999892961968e+002°)
3.09029543251359e+000	(-7.97014378790132e-005dB,1.79999890468319e+002°)
3.16227766016837e+000	(-7.96994102490833e-005dB,1.79999887916555e+002°)
3.23593656929628e+000	(-7.96972872713651e-005dB,1.79999885305322e+002°)
3.31131121482591e+000	(-7.96950644858032e-005dB,1.79999882633231e+002°)
3.38844156139202e+000	(-7.96927371893295e-005dB,1.79999879898863e+002°)
3.46736850452531e+000	(-7.96903004937233e-005dB,1.79999877100764e+002°)
3.54813389233575e+000	(-7.96877492783588e-005dB,1.79999874237448e+002°)
3.63078054770101e+000	(-7.96850781574178e-005dB,1.79999871307392e+002°)
3.71535229097172e+000	(-7.96822815290708e-005dB,1.79999868309038e+002°)
3.80189396320560e+000	(-7.96793535050805e-005dB,1.79999865240792e+002°)
3.89045144994280e+000	(-7.96762879368386e-005dB,1.79999862101023e+002°)
3.98107170553496e+000	(-7.96730783738996e-005dB,1.79999858888060e+002°)
4.07380277804112e+000	(-7.96697180977326e-005dB,1.79999855600195e+002°)
4.16869383470335e+000	(-7.96662000455388e-005dB,1.79999852235678e+002°)
4.26579518801592e+000	(-7.96625168333950e-005dB,1.79999848792720e+002°)
4.36515832240165e+000	(-7.96586607466111e-005dB,1.79999845269487e+002°)
4.46683592150962e+000	(-7.96546237059777e-005dB,1.79999841664104e+002°)
4.57088189614874e+000	(-7.96503972494439e-005dB,1.79999837974653e+002°)
4.67735141287197e+000	(-7.96459725407964e-005dB,1.79999834199168e+002°)
4.78630092322637e+000	(-7.96413403310859e-005dB,1.79999830335638e+002°)
4.89778819368445e+000	(-7.96364909229469e-005dB,1.79999826382007e+002°)
5.01187233627271e+000	(-7.96314141956702e-005dB,1.79999822336166e+002°)
5.12861383991364e+000	(-7.96260995560219e-005dB,1.79999818195961e+002°)
5.24807460249771e+000	(-7.96205359334216e-005dB,1.79999813959183e+002°)
5.37031796370252e+000	(-7.96147117027956e-005dB,1.79999809623575e+002°)
5.49540873857623e+000	(-7.96086147665455e-005dB,1.79999805186824e+002°)
5.62341325190348e+000	(-7.96022324301487e-005dB,1.79999800646562e+002°)
5.75439937337156e+000	(-7.95955514272314e-005dB,1.79999796000368e+002°)
5.88843655355588e+000	(-7.95885579031746e-005dB,1.79999791245761e+002°)
6.02559586074356e+000	(-7.95812373321813e-005dB,1.79999786380203e+002°)
6.16595001861481e+000	(-7.95735745510284e-005dB,1.79999781401094e+002°)
6.30957344480192e+000	(-7.95655537060280e-005dB,1.79999776305775e+002°)
6.45654229034654e+000	(-7.95571582212044e-005dB,1.79999771091522e+002°)
6.60693448007594e+000	(-7.95483707404340e-005dB,1.79999765755547e+002°)
6.76082975391980e+000	(-7.95391731669831e-005dB,1.79999760294997e+002°)
6.91830970918935e+000	(-7.95295465477874e-005dB,1.79999754706949e+002°)
7.07945784384136e+000	(-7.95194710859886e-005dB,1.79999748988411e+002°)
7.24435960074988e+000	(-7.95089261062180e-005dB,1.79999743136323e+002°)
7.41310241300916e+000	(-7.94978899658779e-005dB,1.79999737147547e+002°)
7.58577575029182e+000	(-7.94863400966080e-005dB,1.79999731018873e+002°)
7.76247116628690e+000	(-7.94742528692782e-005dB,1.79999724747015e+002°)
7.94328234724279e+000	(-7.94616036614924e-005dB,1.79999718328608e+002°)
8.12830516164097e+000	(-7.94483666840076e-005dB,1.79999711760205e+002°)
8.31763771102669e+000	(-7.94345150617385e-005dB,1.79999705038277e+002°)
8.51138038202374e+000	(-7.94200206842856e-005dB,1.79999698159213e+002°)
8.70963589956078e+000	(-7.94048542367932e-005dB,1.79999691119312e+002°)
8.91250938133743e+000	(-7.93889850784440e-005dB,1.79999683914784e+002°)
9.12010839355907e+000	(-7.93723812511375e-005dB,1.79999676541752e+002°)
9.33254300796988e+000	(-7.93550093888428e-005dB,1.79999668996240e+002°)
9.54992586021433e+000	(-7.93368346558809e-005dB,1.79999661274181e+002°)
9.77237220955808e+000	(-7.93178207440318e-005dB,1.79999653371405e+002°)
9.99999999999997e+000	(-7.92979297307772e-005dB,1.79999645283645e+002°)
1.02329299228075e+001	(-7.92771221063019e-005dB,1.79999637006529e+002°)
1.04712854805090e+001	(-7.92553566134141e-005dB,1.79999628535579e+002°)
1.07151930523760e+001	(-7.92325902947976e-005dB,1.79999619866207e+002°)
1.09647819614318e+001	(-7.92087783310041e-005dB,1.79999610993714e+002°)
1.12201845430196e+001	(-7.91838740230945e-005dB,1.79999601913288e+002°)
1.14815362149688e+001	(-7.91578287241716e-005dB,1.79999592619997e+002°)
1.17489755493953e+001	(-7.91305917275166e-005dB,1.79999583108789e+002°)
1.20226443461741e+001	(-7.91021102579111e-005dB,1.79999573374487e+002°)
1.23026877081238e+001	(-7.90723293549516e-005dB,1.79999563411789e+002°)
1.25892541179416e+001	(-7.90411917949388e-005dB,1.79999553215260e+002°)
1.28824955169313e+001	(-7.90086380619478e-005dB,1.79999542779332e+002°)
1.31825673855640e+001	(-7.89746062176424e-005dB,1.79999532098299e+002°)
1.34896288259165e+001	(-7.89390318511303e-005dB,1.79999521166313e+002°)
1.38038426460288e+001	(-7.89018480249597e-005dB,1.79999509977381e+002°)
1.41253754462275e+001	(-7.88629851410777e-005dB,1.79999498525361e+002°)
1.44543977074592e+001	(-7.88223709302218e-005dB,1.79999486803957e+002°)
1.47910838816820e+001	(-7.87799303188426e-005dB,1.79999474806715e+002°)
1.51356124843620e+001	(-7.87355853779934e-005dB,1.79999462527019e+002°)
1.54881661891248e+001	(-7.86892552693282e-005dB,1.79999449958088e+002°)
1.58489319246111e+001	(-7.86408561419178e-005dB,1.79999437092969e+002°)
1.62181009735892e+001	(-7.85903010878904e-005dB,1.79999423924533e+002°)
1.65958690743755e+001	(-7.85375000218903e-005dB,1.79999410445469e+002°)
