Freq.	V(vo)/V(Vi)
1.69824365246173e+002	(-4.11132373732794e+000dB,-1.44226893857149e+002°)
1.73780082874936e+002	(-3.97625541141691e+000dB,-1.44535998050689e+002°)
1.77827941003891e+002	(-3.84448851541267e+000dB,-1.44858706649989e+002°)
1.81970085860997e+002	(-3.71599527795543e+000dB,-1.45194091580027e+002°)
1.86208713666286e+002	(-3.59074610401750e+000dB,-1.45541257785350e+002°)
1.90546071796323e+002	(-3.46870964980478e+000dB,-1.45899341631084e+002°)
1.94984459975803e+002	(-3.34985288755532e+000dB,-1.46267509499606e+002°)
1.99526231496887e+002	(-3.23414116330630e+000dB,-1.46644956564172e+002°)
2.04173794466952e+002	(-3.12153825020991e+000dB,-1.47030905721376e+002°)
2.08929613085403e+002	(-3.01200639954262e+000dB,-1.47424606664955e+002°)
2.13796208950222e+002	(-2.90550639116111e+000dB,-1.47825335084262e+002°)
2.18776162394954e+002	(-2.80199758481084e+000dB,-1.48232391971498e+002°)
2.23872113856832e+002	(-2.70143797338310e+000dB,-1.48645103022730e+002°)
2.29086765276776e+002	(-2.60378423894123e+000dB,-1.49062818118607e+002°)
2.34422881531991e+002	(-2.50899181209368e+000dB,-1.49484910871633e+002°)
2.39883291901947e+002	(-2.41701493507777e+000dB,-1.49910778227872e+002°)
2.45470891568501e+002	(-2.32780672873126e+000dB,-1.50339840111885e+002°)
2.51188643150956e+002	(-2.24131926336809e+000dB,-1.50771539104748e+002°)
2.57039578276885e+002	(-2.15750363343689e+000dB,-1.51205340145939e+002°)
2.63026799189536e+002	(-2.07631003572522e+000dB,-1.51640730250885e+002°)
2.69153480392690e+002	(-1.99768785077771e+000dB,-1.52077218236908e+002°)
2.75422870333815e+002	(-1.92158572712033e+000dB,-1.52514334451237e+002°)
2.81838293126443e+002	(-1.84795166782388e+000dB,-1.52951630495640e+002°)
2.88403150312659e+002	(-1.77673311889825e+000dB,-1.53388678943126e+002°)
2.95120922666637e+002	(-1.70787705898052e+000dB,-1.53825073042923e+002°)
3.01995172040200e+002	(-1.64133008976553e+000dB,-1.54260426410773e+002°)
3.09029543251357e+002	(-1.57703852662525e+000dB,-1.54694372702238e+002°)
3.16227766016836e+002	(-1.51494848886982e+000dB,-1.55126565267424e+002°)
3.23593656929626e+002	(-1.45500598912084e+000dB,-1.55556676786093e+002°)
3.31131121482589e+002	(-1.39715702129054e+000dB,-1.55984398882707e+002°)
3.38844156139200e+002	(-1.34134764669165e+000dB,-1.56409441721414e+002°)
3.46736850452529e+002	(-1.28752407783800e+000dB,-1.56831533581437e+002°)
3.54813389233573e+002	(-1.23563275953506e+000dB,-1.57250420413664e+002°)
3.63078054770099e+002	(-1.18562044690261e+000dB,-1.57665865379592e+002°)
3.71535229097170e+002	(-1.13743428001461e+000dB,-1.58077648374001e+002°)
3.80189396320558e+002	(-1.09102185488726e+000dB,-1.58485565532981e+002°)
3.89045144994278e+002	(-1.04633129059064e+000dB,-1.58889428729048e+002°)
3.98107170553494e+002	(-1.00331129230362e+000dB,-1.59289065055276e+002°)
4.07380277804110e+002	(-9.61911210175034e-001dB,-1.59684316300358e+002°)
4.16869383470332e+002	(-9.22081093895324e-001dB,-1.60075038416644e+002°)
4.26579518801589e+002	(-8.83771742921546e-001dB,-1.60461100983130e+002°)
4.36515832240163e+002	(-8.46934752335780e-001dB,-1.60842386665410e+002°)
4.46683592150960e+002	(-8.11522554350143e-001dB,-1.61218790674532e+002°)
4.57088189614872e+002	(-7.77488455502639e-001dB,-1.61590220226617e+002°)
4.67735141287195e+002	(-7.44786669615889e-001dB,-1.61956594005062e+002°)
4.78630092322635e+002	(-7.13372346614920e-001dB,-1.62317841626989e+002°)
4.89778819368443e+002	(-6.83201597322358e-001dB,-1.62673903115544e+002°)
5.01187233627268e+002	(-6.54231514366963e-001dB,-1.63024728379496e+002°)
5.12861383991361e+002	(-6.26420189357876e-001dB,-1.63370276701483e+002°)
5.24807460249769e+002	(-5.99726726488919e-001dB,-1.63710516236100e+002°)
5.37031796370249e+002	(-5.74111252747598e-001dB,-1.64045423518941e+002°)
5.49540873857620e+002	(-5.49534924911150e-001dB,-1.64374982987506e+002°)
5.62341325190345e+002	(-5.25959933517101e-001dB,-1.64699186514838e+002°)
5.75439937337152e+002	(-5.03349503998838e-001dB,-1.65018032956569e+002°)
5.88843655355584e+002	(-4.81667895178378e-001dB,-1.65331527711974e+002°)
6.02559586074353e+002	(-4.60880395307663e-001dB,-1.65639682299499e+002°)
6.16595001861477e+002	(-4.40953315848131e-001dB,-1.65942513947128e+002°)
6.30957344480188e+002	(-4.21853983174920e-001dB,-1.66240045197860e+002°)
6.45654229034650e+002	(-4.03550728387719e-001dB,-1.66532303530468e+002°)
6.60693448007591e+002	(-3.86012875405093e-001dB,-1.66819320995624e+002°)
6.76082975391976e+002	(-3.69210727512944e-001dB,-1.67101133867396e+002°)
6.91830970918931e+002	(-3.53115552531093e-001dB,-1.67377782310059e+002°)
7.07945784384132e+002	(-3.37699566754652e-001dB,-1.67649310060096e+002°)
