Freq.	V(vo)/V(Vi)
1.00000000000000e+000	(-7.97444433838246e-005dB,1.79999965858259e+002°)
1.02329299228075e+000	(-7.97444403085561e-005dB,1.79999965062996e+002°)
1.04712854805090e+000	(-7.97444370973161e-005dB,1.79999964249208e+002°)
1.07151930523761e+000	(-7.97444337404614e-005dB,1.79999963416465e+002°)
1.09647819614318e+000	(-7.97444302215982e-005dB,1.79999962564325e+002°)
1.12201845430196e+000	(-7.97444265281901e-005dB,1.79999961692336e+002°)
1.14815362149688e+000	(-7.97444226775951e-005dB,1.79999960800036e+002°)
1.17489755493953e+000	(-7.97444186254539e-005dB,1.79999959886952e+002°)
1.20226443461741e+000	(-7.97444143900888e-005dB,1.79999958952599e+002°)
1.23026877081238e+000	(-7.97444099579991e-005dB,1.79999957996482e+002°)
1.25892541179417e+000	(-7.97444053108623e-005dB,1.79999957018095e+002°)
1.28824955169313e+000	(-7.97444004535003e-005dB,1.79999956016917e+002°)
1.31825673855641e+000	(-7.97443953598759e-005dB,1.79999954992420e+002°)
1.34896288259165e+000	(-7.97443900434897e-005dB,1.79999953944058e+002°)
1.38038426460288e+000	(-7.97443844561251e-005dB,1.79999952871278e+002°)
1.41253754462275e+000	(-7.97443786083896e-005dB,1.79999951773509e+002°)
1.44543977074593e+000	(-7.97443724887114e-005dB,1.79999950650170e+002°)
1.47910838816821e+000	(-7.97443660845539e-005dB,1.79999949500664e+002°)
1.51356124843621e+000	(-7.97443593747017e-005dB,1.79999948324384e+002°)
1.54881661891248e+000	(-7.97443523379396e-005dB,1.79999947120704e+002°)
1.58489319246111e+000	(-7.97443449906612e-005dB,1.79999945888987e+002°)
1.62181009735893e+000	(-7.97443372875427e-005dB,1.79999944628579e+002°)
1.65958690743756e+000	(-7.97443292150833e-005dB,1.79999943338813e+002°)
1.69824365246174e+000	(-7.97443207723189e-005dB,1.79999942019005e+002°)
1.73780082874937e+000	(-7.97443119197114e-005dB,1.79999940668454e+002°)
1.77827941003892e+000	(-7.97443026601541e-005dB,1.79999939286445e+002°)
1.81970085860998e+000	(-7.97442929618237e-005dB,1.79999937872244e+002°)
1.86208713666287e+000	(-7.97442828112196e-005dB,1.79999936425103e+002°)
1.90546071796325e+000	(-7.97442721688040e-005dB,1.79999934944253e+002°)
1.94984459975804e+000	(-7.97442610336125e-005dB,1.79999933428910e+002°)
1.99526231496888e+000	(-7.97442493805724e-005dB,1.79999931878270e+002°)
2.04173794466953e+000	(-7.97442371653242e-005dB,1.79999930291511e+002°)
2.08929613085404e+000	(-7.97442243695456e-005dB,1.79999928667792e+002°)
