Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1000.000000000002,20.46615863629022,-178.5382894264059
1043.505758489209,20.47528471834992,-178.4779909226172
1088.904268000138,20.46347877784376,-178.5241894665507
1136.277874101619,20.49845317481192,-178.4901711422505
1185.712504868913,20.53008683919529,-178.433809258507
1237.297826743373,20.54009407629453,-178.3550551567304
1291.127407172891,20.55044778460863,-178.3200391231694
1347.298884328151,20.57833766561882,-178.2920798874268
1405.91414420251,20.60121933482233,-178.2659486697943
1467.079505416744,20.61683449877295,-178.3314828585347
1530.905912063871,20.63578885202397,-178.3820343998701
1597.509134943821,20.64521290227806,-178.3420365579175
1667.009981552988,20.71934935986006,-178.289661245986
1739.534515209528,20.70923751084982,-178.3376307060164
1815.214283711876,20.74897511834623,-178.1420045239698
1894.186557945202,20.76227835458368,-178.3637863079235
1976.594580868669,20.78422811709477,-178.3505284763716
2062.587827335017,20.81650151366126,-178.4771672098269
2152.322275213833,20.81992395132683,-178.4379850342675
2245.960688310226,20.86340839223443,-178.7102175876561
2343.672911592103,20.87925547384312,-178.8021894797063
2445.636179261526,20.9061955541756,-178.6072673434362
2552.035436228945,20.93030887370353,-178.7112897384967
2663.06367357342,20.94326094492583,-178.8102198411892
2778.922278597287,20.97057288911944,-179.1061314796394
2899.821400110217,20.9666553248382,-178.9994679222494
3025.980329605247,20.98676597098245,-179.287065322253
3157.627899018142,21.02117048469635,-179.0449644644776
3295.002895791607,21.03301503728692,-179.4187717632533
3438.354495997156,21.05073041513586,-179.4979837591767
3587.942716300288,21.05557656774267,-179.6570664110993
3744.038885588758,21.10508723845748,-179.9138727631303
3906.926137119383,21.12939323528115,-179.9844557286388
4076.899922076071,21.10885822514163,179.8800747763318
4254.268545470581,21.10948408302999,179.8788922053753
4439.35372535805,21.13138056300232,179.793819649211
4632.491176381634,21.14396367308508,179.5317000040176
4834.031218704682,21.16521667322232,179.3865091478611
5044.33941343493,21.16603498337604,179.4444347889838
5263.797225693425,21.13497493389825,179.0752551167439
5492.802716530598,21.25735301205761,178.8975885021771
5731.771264944839,21.22493592329709,178.5720363172528
5981.136321312907,21.23788157740172,178.4557965465464
6241.350193598964,21.241249506731,178.1738674412996
6512.884867768249,21.24181324162659,177.8820756315795
6796.232863893387,21.24624468430789,177.9459291150507
7091.908129506345,21.26922196112782,177.9630181858651
7400.446971816293,21.26786931469738,177.9682805404251
7722.409030484318,21.25615089421755,177.6364206316595
8058.378292719442,21.3032332736345,177.2596002663892
8408.964152537163,21.25022387990998,176.7003172444137
8774.802516101838,21.31888437306926,176.4763590868007
9156.556955157852,21.21855894772061,176.6982490992822
9554.91991064162,21.30074775372187,176.1455190244324
9970.613948657712,21.34916517378441,176.4784193307996
10404.39307109713,21.32262394969808,176.0622364577661
10857.04408327507,21.38910429255436,176.1044176974764
11329.3880210687,21.29985706310484,175.607916894665
11822.28164014383,21.36929259845479,175.1216799218226
12336.6189699713,21.40184304039049,173.8364922043397
12873.33293545226,21.35112983757227,174.7974126379905
13433.39704909319,21.30578354290719,173.9990774772319
14017.82717680068,21.40129027542152,174.1587736982234
14627.683380498,21.40968238149667,173.184129699147
15264.07184090656,21.56370297795247,172.9095423324
15928.14686397893,21.44439869574902,173.3423686733232
16621.11297462382,21.41535952662387,172.4975108519674
17344.22710151961,21.49795231977813,171.8843584862325
18098.80085698031,21.63824811843673,172.0781681541511
18886.20291600833,21.64432177431997,171.3570504930771
19707.86149885035,21.52518468493461,170.1474605443817
20565.26696155808,21.61803277331187,169.7401074439767
21459.9744992537,21.63851140478312,169.8990508904745
22393.60696700277,21.67601862580244,168.87225462027
23367.8578234114,21.72026698537113,167.3872968645359
