Freq.	V(vin)/I(V3)
1.48251808514562e+004	(7.86362876542568e+001dB,-1.75070313375423e+002°)
1.48593564228668e+004	(7.86374329348174e+001dB,-1.75085763919202e+002°)
1.48936107771058e+004	(7.86385729192598e+001dB,-1.75101192217244e+002°)
1.49279440957866e+004	(7.86397076321749e+001dB,-1.75116598325083e+002°)
1.49623565609410e+004	(7.86408370980382e+001dB,-1.75131982298320e+002°)
1.49968483550204e+004	(7.86419613412095e+001dB,-1.75147344192619e+002°)
1.50314196608969e+004	(7.86430803859342e+001dB,-1.75162684063707e+002°)
1.50660706618641e+004	(7.86441942563431e+001dB,-1.75178001967374e+002°)
1.51008015416381e+004	(7.86453029764536e+001dB,-1.75193297959470e+002°)
1.51356124843587e+004	(7.86464065701700e+001dB,-1.75208572095906e+002°)
1.51705036745900e+004	(7.86475050612840e+001dB,-1.75223824432653e+002°)
1.52054752973216e+004	(7.86485984734752e+001dB,-1.75239055025738e+002°)
1.52405275379695e+004	(7.86496868303119e+001dB,-1.75254263931248e+002°)
1.52756605823773e+004	(7.86507701552511e+001dB,-1.75269451205325e+002°)
1.53108746168169e+004	(7.86518484716400e+001dB,-1.75284616904167e+002°)
1.53461698279895e+004	(7.86529218027153e+001dB,-1.75299761084029e+002°)
1.53815464030269e+004	(7.86539901716049e+001dB,-1.75314883801215e+002°)
1.54170045294921e+004	(7.86550536013274e+001dB,-1.75329985112086e+002°)
1.54525443953807e+004	(7.86561121147935e+001dB,-1.75345065073055e+002°)
1.54881661891214e+004	(7.86571657348058e+001dB,-1.75360123740584e+002°)
1.55238700995774e+004	(7.86582144840600e+001dB,-1.75375161171186e+002°)
1.55596563160473e+004	(7.86592583851448e+001dB,-1.75390177421426e+002°)
1.55955250282660e+004	(7.86602974605428e+001dB,-1.75405172547916e+002°)
1.56314764264060e+004	(7.86613317326308e+001dB,-1.75420146607316e+002°)
1.56675107010780e+004	(7.86623612236804e+001dB,-1.75435099656332e+002°)
1.57036280433320e+004	(7.86633859558588e+001dB,-1.75450031751718e+002°)
1.57398286446587e+004	(7.86644059512285e+001dB,-1.75464942950275e+002°)
1.57761126969900e+004	(7.86654212317487e+001dB,-1.75479833308845e+002°)
1.58124803927003e+004	(7.86664318192753e+001dB,-1.75494702884317e+002°)
1.58489319246076e+004	(7.86674377355615e+001dB,-1.75509551733621e+002°)
1.58854674859742e+004	(7.86684390022582e+001dB,-1.75524379913732e+002°)
1.59220872705081e+004	(7.86694356409147e+001dB,-1.75539187481663e+002°)
1.59587914723638e+004	(7.86704276729790e+001dB,-1.75553974494472e+002°)
1.59955802861431e+004	(7.86714151197985e+001dB,-1.75568741009255e+002°)
1.60324539068968e+004	(7.86723980026202e+001dB,-1.75583487083148e+002°)
1.60694125301252e+004	(7.86733763425913e+001dB,-1.75598212773325e+002°)
1.61064563517791e+004	(7.86743501607599e+001dB,-1.75612918136998e+002°)
1.61435855682612e+004	(7.86753194780749e+001dB,-1.75627603231419e+002°)
1.61808003764270e+004	(7.86762843153874e+001dB,-1.75642268113872e+002°)
1.62181009735857e+004	(7.86772446934502e+001dB,-1.75656912841682e+002°)
1.62554875575012e+004	(7.86782006329187e+001dB,-1.75671537472204e+002°)
1.62929603263936e+004	(7.86791521543515e+001dB,-1.75686142062832e+002°)
1.63305194789397e+004	(7.86800992782108e+001dB,-1.75700726670992e+002°)
1.63681652142744e+004	(7.86810420248626e+001dB,-1.75715291354142e+002°)
1.64058977319917e+004	(7.86819804145774e+001dB,-1.75729836169774e+002°)
1.64437172321456e+004	(7.86829144675307e+001dB,-1.75744361175412e+002°)
1.64816239152514e+004	(7.86838442038030e+001dB,-1.75758866428612e+002°)
1.65196179822864e+004	(7.86847696433811e+001dB,-1.75773351986957e+002°)
1.65576996346916e+004	(7.86856908061579e+001dB,-1.75787817908063e+002°)
1.65958690743719e+004	(7.86866077119326e+001dB,-1.75802264249577e+002°)
1.66341265036980e+004	(7.86875203804122e+001dB,-1.75816691069170e+002°)
1.66724721255069e+004	(7.86884288312109e+001dB,-1.75831098424544e+002°)
1.67109061431033e+004	(7.86893330838508e+001dB,-1.75845486373428e+002°)
1.67494287602606e+004	(7.86902331577629e+001dB,-1.75859854973579e+002°)
1.67880401812218e+004	(7.86911290722869e+001dB,-1.75874204282779e+002°)
1.68267406107009e+004	(7.86920208466718e+001dB,-1.75888534358835e+002°)
1.68655302538836e+004	(7.86929085000762e+001dB,-1.75902845259580e+002°)
1.69044093164288e+004	(7.86937920515694e+001dB,-1.75917137042873e+002°)
1.69433780044695e+004	(7.86946715201310e+001dB,-1.75931409766594e+002°)
1.69824365246136e+004	(7.86955469246517e+001dB,-1.75945663488649e+002°)
1.70215850839457e+004	(7.86964182839336e+001dB,-1.75959898266966e+002°)
1.70608238900274e+004	(7.86972856166909e+001dB,-1.75974114159495e+002°)
1.71001531508990e+004	(7.86981489415500e+001dB,-1.75988311224207e+002°)
1.71395730750804e+004	(7.86990082770502e+001dB,-1.76002489519098e+002°)
1.71790838715720e+004	(7.86998636416437e+001dB,-1.76016649102180e+002°)
1.72186857498562e+004	(7.87007150536965e+001dB,-1.76030790031487e+002°)
1.72583789198981e+004	(7.87015625314885e+001dB,-1.76044912365075e+002°)
1.72981635921471e+004	(7.87024060932140e+001dB,-1.76059016161015e+002°)
1.73380399775375e+004	(7.87032457569821e+001dB,-1.76073101477399e+002°)
1.73780082874898e+004	(7.87040815408171e+001dB,-1.76087168372338e+002°)
1.74180687339122e+004	(7.87049134626588e+001dB,-1.76101216903958e+002°)
1.74582215292011e+004	(7.87057415403634e+001dB,-1.76115247130405e+002°)
1.74984668862426e+004	(7.87065657917030e+001dB,-1.76129259109841e+002°)
1.75388050184136e+004	(7.87073862343668e+001dB,-1.76143252900442e+002°)
1.75792361395829e+004	(7.87082028859612e+001dB,-1.76157228560401e+002°)
1.76197604641123e+004	(7.87090157640101e+001dB,-1.76171186147929e+002°)
1.76603782068576e+004	(7.87098248859555e+001dB,-1.76185125721248e+002°)
1.77010895831702e+004	(7.87106302691577e+001dB,-1.76199047338597e+002°)
1.77418948088976e+004	(7.87114319308957e+001dB,-1.76212951058226e+002°)
1.77827941003852e+004	(7.87122298883678e+001dB,-1.76226836938401e+002°)
1.78237876744769e+004	(7.87130241586917e+001dB,-1.76240705037401e+002°)
1.78648757485165e+004	(7.87138147589051e+001dB,-1.76254555413516e+002°)
1.79060585403489e+004	(7.87146017059660e+001dB,-1.76268388125049e+002°)
1.79473362683212e+004	(7.87153850167531e+001dB,-1.76282203230316e+002°)
1.79887091512838e+004	(7.87161647080660e+001dB,-1.76296000787641e+002°)
1.80301774085916e+004	(7.87169407966258e+001dB,-1.76309780855364e+002°)
1.80717412601052e+004	(7.87177132990755e+001dB,-1.76323543491830e+002°)
1.81134009261919e+004	(7.87184822319803e+001dB,-1.76337288755397e+002°)
1.81551566277272e+004	(7.87192476118275e+001dB,-1.76351016704432e+002°)
1.81970085860957e+004	(7.87200094550278e+001dB,-1.76364727397314e+002°)
1.82389570231922e+004	(7.87207677779150e+001dB,-1.76378420892426e+002°)
1.82810021614233e+004	(7.87215225967466e+001dB,-1.76392097248164e+002°)
1.83231442237079e+004	(7.87222739277039e+001dB,-1.76405756522929e+002°)
1.83653834334793e+004	(7.87230217868927e+001dB,-1.76419398775131e+002°)
1.84077200146854e+004	(7.87237661903435e+001dB,-1.76433024063189e+002°)
1.84501541917905e+004	(7.87245071540117e+001dB,-1.76446632445526e+002°)
1.84926861897766e+004	(7.87252446937785e+001dB,-1.76460223980575e+002°)
1.85353162341439e+004	(7.87259788254506e+001dB,-1.76473798726772e+002°)
1.85780445509127e+004	(7.87267095647607e+001dB,-1.76487356742562e+002°)
1.86208713666244e+004	(7.87274369273683e+001dB,-1.76500898086393e+002°)
1.86637969083424e+004	(7.87281609288595e+001dB,-1.76514422816720e+002°)
1.87068214036537e+004	(7.87288815847477e+001dB,-1.76527930992004e+002°)
1.87499450806699e+004	(7.87295989104735e+001dB,-1.76541422670709e+002°)
1.87931681680284e+004	(7.87303129214060e+001dB,-1.76554897911302e+002°)
1.88364908948937e+004	(7.87310236328417e+001dB,-1.76568356772257e+002°)
1.88799134909586e+004	(7.87317310600063e+001dB,-1.76581799312051e+002°)
1.89234361864454e+004	(7.87324352180539e+001dB,-1.76595225589162e+002°)
1.89670592121071e+004	(7.87331361220682e+001dB,-1.76608635662073e+002°)
1.90107827992287e+004	(7.87338337870621e+001dB,-1.76622029589272e+002°)
1.90546071796281e+004	(7.87345282279787e+001dB,-1.76635407429244e+002°)
1.90985325856580e+004	(7.87352194596908e+001dB,-1.76648769240481e+002°)
1.91425592502065e+004	(7.87359074970023e+001dB,-1.76662115081475e+002°)
1.91866874066985e+004	(7.87365923546477e+001dB,-1.76675445010720e+002°)
1.92309172890972e+004	(7.87372740472927e+001dB,-1.76688759086711e+002°)
1.92752491319050e+004	(7.87379525895346e+001dB,-1.76702057367943e+002°)
1.93196831701648e+004	(7.87386279959022e+001dB,-1.76715339912914e+002°)
1.93642196394616e+004	(7.87393002808569e+001dB,-1.76728606780122e+002°)
1.94088587759233e+004	(7.87399694587925e+001dB,-1.76741858028063e+002°)
1.94536008162222e+004	(7.87406355440353e+001dB,-1.76755093715236e+002°)
1.94984459975760e+004	(7.87412985508449e+001dB,-1.76768313900138e+002°)
1.95433945577495e+004	(7.87419584934143e+001dB,-1.76781518641265e+002°)
1.95884467350554e+004	(7.87426153858705e+001dB,-1.76794707997115e+002°)
1.96336027683560e+004	(7.87432692422740e+001dB,-1.76807882026182e+002°)
1.96788628970639e+004	(7.87439200766202e+001dB,-1.76821040786958e+002°)
1.97242273611440e+004	(7.87445679028388e+001dB,-1.76834184337938e+002°)
1.97696964011141e+004	(7.87452127347946e+001dB,-1.76847312737611e+002°)
1.98152702580464e+004	(7.87458545862878e+001dB,-1.76860426044466e+002°)
1.98609491735692e+004	(7.87464934710542e+001dB,-1.76873524316990e+002°)
1.99067333898673e+004	(7.87471294027651e+001dB,-1.76886607613665e+002°)
1.99526231496842e+004	(7.87477623950284e+001dB,-1.76899675992974e+002°)
1.99986186963229e+004	(7.87483924613885e+001dB,-1.76912729513394e+002°)
2.00447202736470e+004	(7.87490196153263e+001dB,-1.76925768233403e+002°)
2.00909281260827e+004	(7.87496438702600e+001dB,-1.76938792211471e+002°)
2.01372424986193e+004	(7.87502652395451e+001dB,-1.76951801506067e+002°)
2.01836636368110e+004	(7.87508837364748e+001dB,-1.76964796175655e+002°)
2.02301917867781e+004	(7.87514993742805e+001dB,-1.76977776278699e+002°)
2.02768271952082e+004	(7.87521121661313e+001dB,-1.76990741873653e+002°)
2.03235701093576e+004	(7.87527221251354e+001dB,-1.77003693018972e+002°)
2.03704207770525e+004	(7.87533292643396e+001dB,-1.77016629773103e+002°)
2.04173794466906e+004	(7.87539335967299e+001dB,-1.77029552194491e+002°)
2.04644463672420e+004	(7.87545351352315e+001dB,-1.77042460341573e+002°)
2.05116217882509e+004	(7.87551338927097e+001dB,-1.77055354272785e+002°)
2.05589059598367e+004	(7.87557298819695e+001dB,-1.77068234046555e+002°)
2.06062991326953e+004	(7.87563231157561e+001dB,-1.77081099721306e+002°)
2.06538015581005e+004	(7.87569136067555e+001dB,-1.77093951355458e+002°)
2.07014134879057e+004	(7.87575013675943e+001dB,-1.77106789007421e+002°)
2.07491351745443e+004	(7.87580864108402e+001dB,-1.77119612735604e+002°)
2.07969668710322e+004	(7.87586687490026e+001dB,-1.77132422598404e+002°)
2.08449088309681e+004	(7.87592483945321e+001dB,-1.77145218654220e+002°)
2.08929613085356e+004	(7.87598253598214e+001dB,-1.77158000961437e+002°)
2.09411245585041e+004	(7.87603996572056e+001dB,-1.77170769578439e+002°)
2.09893988362304e+004	(7.87609712989619e+001dB,-1.77183524563600e+002°)
2.10377843976599e+004	(7.87615402973107e+001dB,-1.77196265975289e+002°)
2.10862814993280e+004	(7.87621066644148e+001dB,-1.77208993871868e+002°)
2.11348903983616e+004	(7.87626704123807e+001dB,-1.77221708311693e+002°)
2.11836113524801e+004	(7.87632315532584e+001dB,-1.77234409353110e+002°)
2.12324446199973e+004	(7.87637900990417e+001dB,-1.77247097054460e+002°)
2.12813904598222e+004	(7.87643460616682e+001dB,-1.77259771474078e+002°)
2.13304491314608e+004	(7.87648994530202e+001dB,-1.77272432670287e+002°)
2.13796208950174e+004	(7.87654502849244e+001dB,-1.77285080701408e+002°)
2.14289060111956e+004	(7.87659985691522e+001dB,-1.77297715625751e+002°)
2.14783047413004e+004	(7.87665443174205e+001dB,-1.77310337501617e+002°)
2.15278173472388e+004	(7.87670875413910e+001dB,-1.77322946387302e+002°)
2.15774440915217e+004	(7.87676282526716e+001dB,-1.77335542341095e+002°)
2.16271852372652e+004	(7.87681664628157e+001dB,-1.77348125421271e+002°)
2.16770410481919e+004	(7.87687021833229e+001dB,-1.77360695686103e+002°)
2.17270117886324e+004	(7.87692354256393e+001dB,-1.77373253193852e+002°)
2.17770977235266e+004	(7.87697662011575e+001dB,-1.77385798002772e+002°)
2.18272991184250e+004	(7.87702945212169e+001dB,-1.77398330171110e+002°)
2.18776162394905e+004	(7.87708203971042e+001dB,-1.77410849757101e+002°)
2.19280493534994e+004	(7.87713438400534e+001dB,-1.77423356818974e+002°)
2.19785987278432e+004	(7.87718648612460e+001dB,-1.77435851414947e+002°)
2.20292646305295e+004	(7.87723834718117e+001dB,-1.77448333603232e+002°)
2.20800473301839e+004	(7.87728996828278e+001dB,-1.77460803442030e+002°)
2.21309470960513e+004	(7.87734135053204e+001dB,-1.77473260989533e+002°)
2.21819641979971e+004	(7.87739249502640e+001dB,-1.77485706303926e+002°)
2.22330989065089e+004	(7.87744340285818e+001dB,-1.77498139443382e+002°)
2.22843514926979e+004	(7.87749407511464e+001dB,-1.77510560466067e+002°)
2.23357222283001e+004	(7.87754451287793e+001dB,-1.77522969430137e+002°)
2.23872113856782e+004	(7.87759471722518e+001dB,-1.77535366393738e+002°)
2.24388192378225e+004	(7.87764468922849e+001dB,-1.77547751415008e+002°)
2.24905460583526e+004	(7.87769442995497e+001dB,-1.77560124552074e+002°)
2.25423921215191e+004	(7.87774394046674e+001dB,-1.77572485863054e+002°)
2.25943577022045e+004	(7.87779322182098e+001dB,-1.77584835406057e+002°)
2.26464430759253e+004	(7.87784227506993e+001dB,-1.77597173239184e+002°)
2.26986485188330e+004	(7.87789110126092e+001dB,-1.77609499420523e+002°)
2.27509743077154e+004	(7.87793970143642e+001dB,-1.77621814008154e+002°)
2.28034207199989e+004	(7.87798807663401e+001dB,-1.77634117060146e+002°)
2.28559880337490e+004	(7.87803622788646e+001dB,-1.77646408634562e+002°)
2.29086765276724e+004	(7.87808415622168e+001dB,-1.77658688789450e+002°)
2.29614864811183e+004	(7.87813186266285e+001dB,-1.77670957582852e+002°)
2.30144181740797e+004	(7.87817934822833e+001dB,-1.77683215072798e+002°)
2.30674718871953e+004	(7.87822661393174e+001dB,-1.77695461317310e+002°)
2.31206479017506e+004	(7.87827366078199e+001dB,-1.77707696374399e+002°)
2.31739464996794e+004	(7.87832048978326e+001dB,-1.77719920302066e+002°)
2.32273679635657e+004	(7.87836710193508e+001dB,-1.77732133158300e+002°)
2.32809125766447e+004	(7.87841349823230e+001dB,-1.77744335001086e+002°)
2.33345806228046e+004	(7.87845967966510e+001dB,-1.77756525888393e+002°)
2.33883723865881e+004	(7.87850564721912e+001dB,-1.77768705878181e+002°)
2.34422881531938e+004	(7.87855140187532e+001dB,-1.77780875028402e+002°)
2.34963282084776e+004	(7.87859694461014e+001dB,-1.77793033396997e+002°)
2.35504928389546e+004	(7.87864227639544e+001dB,-1.77805181041898e+002°)
2.36047823318003e+004	(7.87868739819857e+001dB,-1.77817318021025e+002°)
2.36591969748521e+004	(7.87873231098234e+001dB,-1.77829444392289e+002°)
2.37137370566110e+004	(7.87877701570509e+001dB,-1.77841560213589e+002°)
2.37684028662432e+004	(7.87882151332068e+001dB,-1.77853665542819e+002°)
2.38231946935813e+004	(7.87886580477853e+001dB,-1.77865760437857e+002°)
2.38781128291262e+004	(7.87890989102363e+001dB,-1.77877844956575e+002°)
2.39331575640483e+004	(7.87895377299655e+001dB,-1.77889919156833e+002°)
2.39883291901893e+004	(7.87899745163349e+001dB,-1.77901983096481e+002°)
2.40436280000637e+004	(7.87904092786628e+001dB,-1.77914036833360e+002°)
2.40990542868603e+004	(7.87908420262239e+001dB,-1.77926080425300e+002°)
2.41546083444438e+004	(7.87912727682497e+001dB,-1.77938113930121e+002°)
2.42102904673561e+004	(7.87917015139288e+001dB,-1.77950137405634e+002°)
2.42661009508185e+004	(7.87921282724067e+001dB,-1.77962150909639e+002°)
2.43220400907325e+004	(7.87925530527862e+001dB,-1.77974154499928e+002°)
2.43781081836818e+004	(7.87929758641280e+001dB,-1.77986148234279e+002°)
2.44343055269340e+004	(7.87933967154502e+001dB,-1.77998132170465e+002°)
2.44906324184417e+004	(7.87938156157290e+001dB,-1.78010106366244e+002°)
2.45470891568446e+004	(7.87942325738985e+001dB,-1.78022070879369e+002°)
2.46036760414705e+004	(7.87946475988514e+001dB,-1.78034025767581e+002°)
2.46603933723376e+004	(7.87950606994386e+001dB,-1.78045971088610e+002°)
2.47172414501555e+004	(7.87954718844700e+001dB,-1.78057906900179e+002°)
2.47742205763270e+004	(7.87958811627142e+001dB,-1.78069833260000e+002°)
2.48313310529499e+004	(7.87962885428990e+001dB,-1.78081750225773e+002°)
2.48885731828181e+004	(7.87966940337113e+001dB,-1.78093657855191e+002°)
2.49459472694237e+004	(7.87970976437977e+001dB,-1.78105556205939e+002°)
2.50034536169585e+004	(7.87974993817642e+001dB,-1.78117445335688e+002°)
2.50610925303153e+004	(7.87978992561768e+001dB,-1.78129325302104e+002°)
2.51188643150899e+004	(7.87982972755615e+001dB,-1.78141196162839e+002°)
2.51767692775826e+004	(7.87986934484045e+001dB,-1.78153057975540e+002°)
2.52348077247998e+004	(7.87990877831522e+001dB,-1.78164910797842e+002°)
2.52929799644555e+004	(7.87994802882120e+001dB,-1.78176754687372e+002°)
2.53512863049731e+004	(7.87998709719516e+001dB,-1.78188589701745e+002°)
2.54097270554871e+004	(7.88002598426999e+001dB,-1.78200415898571e+002°)
2.54683025258444e+004	(7.88006469087468e+001dB,-1.78212233335448e+002°)
2.55270130266065e+004	(7.88010321783437e+001dB,-1.78224042069966e+002°)
2.55858588690504e+004	(7.88014156597031e+001dB,-1.78235842159705e+002°)
2.56448403651711e+004	(7.88017973609994e+001dB,-1.78247633662237e+002°)
2.57039578276826e+004	(7.88021772903689e+001dB,-1.78259416635127e+002°)
2.57632115700197e+004	(7.88025554559099e+001dB,-1.78271191135926e+002°)
2.58226019063399e+004	(7.88029318656826e+001dB,-1.78282957222180e+002°)
2.58821291515248e+004	(7.88033065277098e+001dB,-1.78294714951428e+002°)
2.59417936211820e+004	(7.88036794499768e+001dB,-1.78306464381196e+002°)
2.60015956316466e+004	(7.88040506404315e+001dB,-1.78318205569003e+002°)
2.60615354999828e+004	(7.88044201069849e+001dB,-1.78329938572362e+002°)
2.61216135439859e+004	(7.88047878575109e+001dB,-1.78341663448774e+002°)
2.61818300821837e+004	(7.88051538998466e+001dB,-1.78353380255735e+002°)
2.62421854338382e+004	(7.88055182417924e+001dB,-1.78365089050731e+002°)
2.63026799189476e+004	(7.88058808911123e+001dB,-1.78376789891240e+002°)
2.63633138582476e+004	(7.88062418555344e+001dB,-1.78388482834732e+002°)
2.64240875732132e+004	(7.88066011427501e+001dB,-1.78400167938669e+002°)
2.64850013860608e+004	(7.88069587604153e+001dB,-1.78411845260504e+002°)
2.65460556197491e+004	(7.88073147161499e+001dB,-1.78423514857685e+002°)
2.66072505979818e+004	(7.88076690175382e+001dB,-1.78435176787652e+002°)
2.66685866452085e+004	(7.88080216721292e+001dB,-1.78446831107834e+002°)
2.67300640866268e+004	(7.88083726874365e+001dB,-1.78458477875655e+002°)
2.67916832481840e+004	(7.88087220709384e+001dB,-1.78470117148534e+002°)
2.68534444565787e+004	(7.88090698300787e+001dB,-1.78481748983876e+002°)
2.69153480392628e+004	(7.88094159722661e+001dB,-1.78493373439085e+002°)
2.69773943244428e+004	(7.88097605048745e+001dB,-1.78504990571557e+002°)
2.70395836410820e+004	(7.88101034352436e+001dB,-1.78516600438676e+002°)
2.71019163189020e+004	(7.88104447706788e+001dB,-1.78528203097826e+002°)
2.71643926883844e+004	(7.88107845184511e+001dB,-1.78539798606380e+002°)
2.72270130807727e+004	(7.88111226857977e+001dB,-1.78551387021704e+002°)
2.72897778280740e+004	(7.88114592799218e+001dB,-1.78562968401160e+002°)
2.73526872630607e+004	(7.88117943079931e+001dB,-1.78574542802102e+002°)
2.74157417192723e+004	(7.88121277771475e+001dB,-1.78586110281878e+002°)
2.74789415310175e+004	(7.88124596944877e+001dB,-1.78597670897829e+002°)
2.75422870333751e+004	(7.88127900670832e+001dB,-1.78609224707290e+002°)
2.76057785621969e+004	(7.88131189019702e+001dB,-1.78620771767591e+002°)
2.76694164541086e+004	(7.88134462061523e+001dB,-1.78632312136056e+002°)
2.77332010465118e+004	(7.88137719865999e+001dB,-1.78643845870002e+002°)
2.77971326775863e+004	(7.88140962502511e+001dB,-1.78655373026741e+002°)
2.78612116862911e+004	(7.88144190040116e+001dB,-1.78666893663579e+002°)
2.79254384123668e+004	(7.88147402547544e+001dB,-1.78678407837818e+002°)
2.79898131963370e+004	(7.88150600093206e+001dB,-1.78689915606753e+002°)
2.80543363795105e+004	(7.88153782745192e+001dB,-1.78701417027674e+002°)
2.81190083039827e+004	(7.88156950571273e+001dB,-1.78712912157866e+002°)
2.81838293126379e+004	(7.88160103638904e+001dB,-1.78724401054611e+002°)
2.82487997491504e+004	(7.88163242015222e+001dB,-1.78735883775183e+002°)
2.83139199579871e+004	(7.88166365767049e+001dB,-1.78747360376855e+002°)
2.83791902844088e+004	(7.88169474960896e+001dB,-1.78758830916891e+002°)
2.84446110744724e+004	(7.88172569662963e+001dB,-1.78770295452555e+002°)
2.85101826750323e+004	(7.88175649939137e+001dB,-1.78781754041103e+002°)
2.85759054337427e+004	(7.88178715854999e+001dB,-1.78793206739789e+002°)
2.86417796990590e+004	(7.88181767475821e+001dB,-1.78804653605863e+002°)
2.87078058202401e+004	(7.88184804866568e+001dB,-1.78816094696570e+002°)
2.87739841473499e+004	(7.88187828091905e+001dB,-1.78827530069151e+002°)
2.88403150312592e+004	(7.88190837216189e+001dB,-1.78838959780847e+002°)
2.89067988236479e+004	(7.88193832303477e+001dB,-1.78850383888891e+002°)
2.89734358770063e+004	(7.88196813417525e+001dB,-1.78861802450513e+002°)
2.90402265446376e+004	(7.88199780621794e+001dB,-1.78873215522943e+002°)
2.91071711806591e+004	(7.88202733979441e+001dB,-1.78884623163408e+002°)
2.91742701400047e+004	(7.88205673553330e+001dB,-1.78896025429127e+002°)
2.92415237784264e+004	(7.88208599406031e+001dB,-1.78907422377320e+002°)
2.93089324524962e+004	(7.88211511599817e+001dB,-1.78918814065207e+002°)
2.93764965196083e+004	(7.88214410196675e+001dB,-1.78930200549999e+002°)
2.94442163379806e+004	(7.88217295258295e+001dB,-1.78941581888911e+002°)
2.95120922666568e+004	(7.88220166846079e+001dB,-1.78952958139151e+002°)
2.95801246655084e+004	(7.88223025021142e+001dB,-1.78964329357928e+002°)
2.96483138952364e+004	(7.88225869844312e+001dB,-1.78975695602450e+002°)
2.97166603173732e+004	(7.88228701376129e+001dB,-1.78987056929919e+002°)
2.97851642942848e+004	(7.88231519676853e+001dB,-1.78998413397540e+002°)
2.98538261891725e+004	(7.88234324806457e+001dB,-1.79009765062514e+002°)
2.99226463660748e+004	(7.88237116824635e+001dB,-1.79021111982041e+002°)
2.99916251898694e+004	(7.88239895790797e+001dB,-1.79032454213322e+002°)
3.00607630262751e+004	(7.88242661764079e+001dB,-1.79043791813554e+002°)
3.01300602418540e+004	(7.88245414803334e+001dB,-1.79055124839937e+002°)
3.01995172040130e+004	(7.88248154967140e+001dB,-1.79066453349666e+002°)
3.02691342810058e+004	(7.88250882313803e+001dB,-1.79077777399939e+002°)
3.03389118419355e+004	(7.88253596901350e+001dB,-1.79089097047954e+002°)
3.04088502567555e+004	(7.88256298787538e+001dB,-1.79100412350905e+002°)
3.04789498962725e+004	(7.88258988029852e+001dB,-1.79111723365992e+002°)
3.05492111321478e+004	(7.88261664685505e+001dB,-1.79123030150410e+002°)
3.06196343368995e+004	(7.88264328811443e+001dB,-1.79134332761357e+002°)
3.06902198839042e+004	(7.88266980464343e+001dB,-1.79145631256031e+002°)
3.07609681473997e+004	(7.88269619700615e+001dB,-1.79156925691632e+002°)
3.08318795024862e+004	(7.88272246576404e+001dB,-1.79168216125358e+002°)
3.09029543251285e+004	(7.88274861147591e+001dB,-1.79179502614413e+002°)
3.09741929921584e+004	(7.88277463469793e+001dB,-1.79190785215996e+002°)
3.10455958812761e+004	(7.88280053598366e+001dB,-1.79202063987314e+002°)
3.11171633710527e+004	(7.88282631588403e+001dB,-1.79213338985570e+002°)
3.11888958409319e+004	(7.88285197494742e+001dB,-1.79224610267973e+002°)
3.12607936712321e+004	(7.88287751371958e+001dB,-1.79235877891733e+002°)
3.13328572431483e+004	(7.88290293274372e+001dB,-1.79247141914060e+002°)
3.14050869387546e+004	(7.88292823256048e+001dB,-1.79258402392168e+002°)
3.14774831410056e+004	(7.88295341370792e+001dB,-1.79269659383275e+002°)
3.15500462337387e+004	(7.88297847672162e+001dB,-1.79280912944601e+002°)
3.16227766016762e+004	(7.88300342213460e+001dB,-1.79292163133367e+002°)
3.16956746304273e+004	(7.88302825047737e+001dB,-1.79303410006798e+002°)
3.17687407064901e+004	(7.88305296227794e+001dB,-1.79314653622123e+002°)
3.18419752172536e+004	(7.88307755806182e+001dB,-1.79325894036577e+002°)
3.19153785510000e+004	(7.88310203835206e+001dB,-1.79337131307393e+002°)
3.19889510969063e+004	(7.88312640366921e+001dB,-1.79348365491812e+002°)
3.20626932450470e+004	(7.88315065453140e+001dB,-1.79359596647078e+002°)
3.21366053863955e+004	(7.88317479145429e+001dB,-1.79370824830440e+002°)
3.22106879128266e+004	(7.88319881495110e+001dB,-1.79382050099148e+002°)
3.22849412171186e+004	(7.88322272553263e+001dB,-1.79393272510464e+002°)
3.23593656929550e+004	(7.88324652370729e+001dB,-1.79404492121647e+002°)
3.24339617349271e+004	(7.88327020998105e+001dB,-1.79415708989964e+002°)
3.25087297385356e+004	(7.88329378485752e+001dB,-1.79426923172690e+002°)
3.25836701001930e+004	(7.88331724883790e+001dB,-1.79438134727102e+002°)
3.26587832172257e+004	(7.88334060242104e+001dB,-1.79449343710483e+002°)
3.27340694878759e+004	(7.88336384610343e+001dB,-1.79460550180124e+002°)
3.28095293113040e+004	(7.88338698037920e+001dB,-1.79471754193320e+002°)
3.28851630875904e+004	(7.88341000574014e+001dB,-1.79482955807372e+002°)
3.29609712177378e+004	(7.88343292267573e+001dB,-1.79494155079588e+002°)
3.30369541036735e+004	(7.88345573167312e+001dB,-1.79505352067285e+002°)
3.31131121482511e+004	(7.88347843321715e+001dB,-1.79516546827784e+002°)
3.31894457552530e+004	(7.88350102779037e+001dB,-1.79527739418413e+002°)
3.32659553293924e+004	(7.88352351587304e+001dB,-1.79538929896509e+002°)
3.33426412763155e+004	(7.88354589794314e+001dB,-1.79550118319417e+002°)
3.34195040026034e+004	(7.88356817447641e+001dB,-1.79561304744486e+002°)
3.34965439157747e+004	(7.88359034594630e+001dB,-1.79572489229076e+002°)
3.35737614242874e+004	(7.88361241282403e+001dB,-1.79583671830555e+002°)
3.36511569375410e+004	(7.88363437557858e+001dB,-1.79594852606299e+002°)
3.37287308658788e+004	(7.88365623467671e+001dB,-1.79606031613692e+002°)
